prop
http://schema.org/version
http://schema.org/dateModified
http://schema.org/description
http://www.wikidata.org/prop/P276
http://www.wikidata.org/prop/direct/P276
http://www.wikidata.org/prop/P373
http://www.wikidata.org/prop/direct/P373
http://www.wikidata.org/prop/P528
http://www.wikidata.org/prop/direct/P528
http://www.wikidata.org/prop/P571
http://www.wikidata.org/prop/direct/P571
http://www.wikidata.org/prop/direct/P646
http://www.wikidata.org/prop/direct-normalized/P646
http://www.wikidata.org/prop/P646
http://www.wikidata.org/prop/direct/P793
http://www.wikidata.org/prop/direct/P921
http://www.wikidata.org/prop/direct/P973
http://www.wikidata.org/prop/direct/P1299
http://www.wikidata.org/prop/direct/P1343
http://www.wikidata.org/prop/direct/P1476
http://www.wikidata.org/prop/direct/P1705
http://www.wikidata.org/prop/direct/P2048
http://www.wikidata.org/prop/direct/P2049
http://www.wikidata.org/prop/direct-normalized/P2581
http://www.wikidata.org/prop/direct/P2581
http://www.wikidata.org/prop/direct/P4701
http://www.wikidata.org/prop/direct/P6216
http://www.wikidata.org/prop/P18
http://www.wikidata.org/prop/P31
http://www.wikidata.org/prop/direct/P18
http://www.wikidata.org/prop/direct/P31
http://www.w3.org/2004/02/skos/core#altLabel
http://www.wikidata.org/prop/P127
http://www.wikidata.org/prop/direct/P127
http://www.wikidata.org/prop/direct/P135
http://www.wikidata.org/prop/direct/P136
http://www.wikidata.org/prop/P135
http://www.wikidata.org/prop/P136
http://www.wikidata.org/prop/P180
http://www.wikidata.org/prop/P186
http://www.wikidata.org/prop/direct/P170
http://www.wikidata.org/prop/direct/P180
http://www.wikidata.org/prop/P170
http://www.wikidata.org/prop/direct/P186
http://www.wikidata.org/prop/direct/P195
http://www.w3.org/2000/01/rdf-schema#label
http://www.wikidata.org/prop/P217
http://www.wikidata.org/prop/P195
http://www.wikidata.org/prop/direct/P217
http://wikiba.se/ontology#statements
http://wikiba.se/ontology#sitelinks
http://wikiba.se/ontology#identifiers
http://www.wikidata.org/prop/P1476
http://www.wikidata.org/prop/P2048
http://www.wikidata.org/prop/P2049
http://www.wikidata.org/prop/direct/P11057
http://www.wikidata.org/prop/direct/P1257
http://www.wikidata.org/prop/P1257
http://www.wikidata.org/prop/P5823
http://www.wikidata.org/prop/direct/P5823
http://www.wikidata.org/prop/P6108
http://www.wikidata.org/prop/direct/P6108
http://www.wikidata.org/prop/P6216
http://www.wikidata.org/prop/P793
http://www.wikidata.org/prop/P921
http://www.wikidata.org/prop/P973
http://www.wikidata.org/prop/P1299
http://www.wikidata.org/prop/P1343
http://www.wikidata.org/prop/P1705
http://www.wikidata.org/prop/P2581
http://www.wikidata.org/prop/P4701
http://www.wikidata.org/prop/P11057
http://www.wikidata.org/prop/P2610
http://www.wikidata.org/prop/direct-normalized/P2671
http://www.wikidata.org/prop/direct/P2671
http://www.wikidata.org/prop/P2671
http://www.wikidata.org/prop/direct/P175
http://www.wikidata.org/prop/P175
http://www.wikidata.org/prop/P4625
http://www.wikidata.org/prop/direct/P4625
http://www.wikidata.org/prop/P3634
http://www.wikidata.org/prop/direct/P3634
http://www.wikidata.org/prop/direct/P10187
http://www.wikidata.org/prop/P10187
http://www.wikidata.org/prop/direct/P2610
http://www.wikidata.org/prop/P407
http://www.wikidata.org/prop/direct/P407
http://www.wikidata.org/prop/P435
http://www.wikidata.org/prop/direct-normalized/P435
http://www.wikidata.org/prop/direct/P435
http://www.wikidata.org/prop/direct/P577
http://www.wikidata.org/prop/P577
http://www.wikidata.org/prop/P953
http://www.wikidata.org/prop/direct/P953
http://www.wikidata.org/prop/P9215
http://www.wikidata.org/prop/direct/P9215
http://www.wikidata.org/prop/P50
http://www.wikidata.org/prop/direct/P50
http://www.wikidata.org/prop/P214
http://www.wikidata.org/prop/direct/P214
http://www.wikidata.org/prop/direct-normalized/P214
http://www.wikidata.org/prop/direct-normalized/P227
http://www.wikidata.org/prop/direct/P227
http://www.wikidata.org/prop/P227
http://www.wikidata.org/prop/direct/P4610
http://www.wikidata.org/prop/P4610
http://www.wikidata.org/prop/direct/P17
http://www.wikidata.org/prop/direct/P1071
http://www.wikidata.org/prop/P1071
http://www.wikidata.org/prop/direct/P4712
http://www.wikidata.org/prop/P4712
http://www.wikidata.org/prop/direct/P1889
http://www.wikidata.org/prop/P1889
http://www.wikidata.org/prop/P6366
http://www.wikidata.org/prop/direct/P6366
http://www.wikidata.org/prop/direct-normalized/P6366
http://www.wikidata.org/prop/direct/P7937
http://www.wikidata.org/prop/P7937
http://www.wikidata.org/prop/direct/P10283
http://www.wikidata.org/prop/P10283
http://www.wikidata.org/prop/P2014
http://www.wikidata.org/prop/direct/P2014
http://www.wikidata.org/prop/direct/P4737
http://www.wikidata.org/prop/P4737
http://www.wikidata.org/prop/P7420
http://www.wikidata.org/prop/direct/P7420
http://www.wikidata.org/prop/direct/P7457
http://www.wikidata.org/prop/P7457
http://www.wikidata.org/prop/P347
http://www.wikidata.org/prop/direct/P347
http://www.wikidata.org/prop/P4659
http://www.wikidata.org/prop/direct/P4659
http://www.wikidata.org/prop/direct/P4713
http://www.wikidata.org/prop/P4713
http://www.wikidata.org/prop/direct/P4740
http://www.wikidata.org/prop/P4740
http://www.wikidata.org/prop/direct/P140
http://www.wikidata.org/prop/P140
http://www.wikidata.org/prop/P625
http://www.wikidata.org/prop/direct/P608
http://www.wikidata.org/prop/P608
http://www.wikidata.org/prop/direct/P625
http://www.wikidata.org/prop/direct/P1448
http://www.wikidata.org/prop/P1448
http://www.wikidata.org/prop/direct/P9092
http://www.wikidata.org/prop/P9092
