item,itemLabel,oeblxml,GND
http://www.wikidata.org/entity/Q55126711,Johann Anton Suppantschitsch,S/Suppantschitsch_Johann-Anton_1785_1833,138578699
http://www.wikidata.org/entity/Q55126722,Josef Samuel Tauber,T/Tauber_Josef-Samuel_1822_1879,117235121
http://www.wikidata.org/entity/Q55126758,Gabriel Straßer,S/Strasser_Gabriel_1824_1882,117674885
http://www.wikidata.org/entity/Q55126879,Leopold Freiherr von Unterberger,U/Unterberger_Leopold_1734_1818,136617425
http://www.wikidata.org/entity/Q55127113,Rudolf Ritter von Vivenot,V/Vivenot_Rudolph_1833_1870,120265362
http://www.wikidata.org/entity/Q55127125,Joseph Freiherr von Werner,W/Werner_Joseph_1791_1871,139103627
http://www.wikidata.org/entity/Q55193032,Josef Beskiba,B/Beskiba_Josef_1792_1863,117589802
http://www.wikidata.org/entity/Q55193310,Karl Rick,R/Rick_Karl_1815_1881,116530340
http://www.wikidata.org/entity/Q55217269,"Freiherr von Festwill, Anton Halbhuber",H/Halbhuber-Festwill_Anton_1809_1886,1011572974
http://www.wikidata.org/entity/Q55672970,Petar Rogulja,R/Rogulja_Petar_1888_1920,
http://www.wikidata.org/entity/Q55673549,Dominik Ullmann,U/Ullmann_Dominik_1835_1901,102099553
http://www.wikidata.org/entity/Q55674135,Josef Kaulich,K/Kaulich_Josef_1827_1901,116077875
http://www.wikidata.org/entity/Q55674389,Karl Ekert,E/Ekert_Karl_1872_1932,116347023
http://www.wikidata.org/entity/Q55674487,Hermann Hango,H/Hango_Hermann_1861_1934,11645332X
http://www.wikidata.org/entity/Q55674555,Josef Haupt,H/Haupt_Josef_1820_1881,116527935
http://www.wikidata.org/entity/Q55674796,Hermann Veit Graber,G/Graber_Hermann-Veit_1873_1939,11680453X
http://www.wikidata.org/entity/Q55674879,Hugo Schoeppl,S/Schoeppl_Hugo_1867_1928,116889713
http://www.wikidata.org/entity/Q55674965,Josef Neydhart,N/Neydhart_Josef_1853_1911,11699293X
http://www.wikidata.org/entity/Q55674995,Ludwig Mielichhofer,M/Mielichhofer_Ludwig_1814_1892,117027685
http://www.wikidata.org/entity/Q55675091,Emmerich Bukovics von Kiss-Alacska,B/Bukovics-Kis-Alacska_Emmerich_1844_1905,11715380X
http://www.wikidata.org/entity/Q55675217,Georg Stollberg,S/Stollberg_Ignaz-Georg_1853_1926,117286842
http://www.wikidata.org/entity/Q55675450,Maximilian von Kraft,K/Kraft_Maximilian_1844_1918,11757788X
http://www.wikidata.org/entity/Q55675651,Johann E. Probst,P/Probst_Johann-Eugen_1858_1937,118837656
http://www.wikidata.org/entity/Q55675964,Giuseppe Serassi,S/Serassi_Giuseppe-Il-Giovane_1750_1817,121559513
http://www.wikidata.org/entity/Q55676270,Franz von Haymerle,H/Haymerle_Franz-Josef_1850_1928,124938108
http://www.wikidata.org/entity/Q55676364,Josef Kerausch,K/Kerausch_Josef_1859_1934,126185808
http://www.wikidata.org/entity/Q55676443,Siegfried Romich,R/Romich_Siegfried_1882_1943,126851379
http://www.wikidata.org/entity/Q55676513,Paul Nikitsch-Boulles,N/Nikitsch-Boulles-Estenau_Paul_1878_1930,127759727
http://www.wikidata.org/entity/Q55676752,Heinrich Pogatscher,P/Pogatscher_Heinrich_1864_1937,130056650
http://www.wikidata.org/entity/Q55676777,Louis Savart,S/Savart_Louis_1871_1923,130141380
http://www.wikidata.org/entity/Q55676843,Heinrich von Lenk zu Burgheim und Gansheim,L/Lenk-Burgheim-Gansheim_Heinrich_1853_1926,130219444
http://www.wikidata.org/entity/Q55676899,Josef Mauler von Elisenau,M/Mauler-Elisenau_Josef_1852_1916,13080830X
http://www.wikidata.org/entity/Q55676908,Vinzenz Schindler,S/Schindler_Vinzenz-Karl_1878_1932,13106956X
http://www.wikidata.org/entity/Q55677282,Fritz Kaspar,K/Kaspar_Fritz_1885_1943,13411731X
http://www.wikidata.org/entity/Q55677461,Patriz Fuchs,F/Fuchs_Patriz_1789_1867,136001734
http://www.wikidata.org/entity/Q55677702,Karl Tautenhayn,T/Tautenhayn_Karl_1871_1949,137695136
http://www.wikidata.org/entity/Q55677795,Georg Juritsch,J/Juritsch_Georg_1851_1925,138408017
http://www.wikidata.org/entity/Q55678008,Heinrich Hochstetter,H/Hochstetter_Heinrich_1866_1939,139935924
http://www.wikidata.org/entity/Q55678091,Carl Giugno,G/Giugno_Karl_1818_1891,140281398
http://www.wikidata.org/entity/Q55678118,Eduard Merkt,M/Merkt_Eduard_1852_1908,140417494
http://www.wikidata.org/entity/Q55678133,Wilhelm Suschitzky,S_43/Suschitzky_Wilhelm_1877_1934,140483616
http://www.wikidata.org/entity/Q55678133,Wilhelm Suschitzky,S/Suschitzky_Wilhelm_1877_1934,140483616
http://www.wikidata.org/entity/Q55678420,Josef Sames,S/Sames_Josef_1862_1945,142461644
http://www.wikidata.org/entity/Q55678424,Oskar Bohr,B/Bohr_Oskar_1858_1935,142473294
http://www.wikidata.org/entity/Q55678694,Anton von Bellmond-Adlerhorst,B/Bellmond-Adlerhorst_Anton_1863_1925,143891235
http://www.wikidata.org/entity/Q55678799,Franz Xaver Schönberger,S/Schoenberger_Andreas-Corsinus_1754_1820,172502411
http://www.wikidata.org/entity/Q55679017,Ivo von Hreljanović,H/Hreljanovic_Ivo_1860_1908,1012214281
http://www.wikidata.org/entity/Q55679253,Emil Jettel von Ettenach,J/Jettel-Ettenach_Emil_1846_1925,1012834638
http://www.wikidata.org/entity/Q55679843,Rupert Rosegger,R/Rosegger_Rupert_1819_1887,1019375671
http://www.wikidata.org/entity/Q55679894,Josef von Schönbrunner,S/Schoenbrunner_Josef_1831_1905,1019536497
http://www.wikidata.org/entity/Q55680115,Franz von Rieger,R/Rieger_Franz_1850_1921,1021270091
http://www.wikidata.org/entity/Q55680270,Ambros von Maroičič,M/Maroicic-Madonna-Monte_Ambros-Georg-Wilhelm_1856_1929,1023827298
http://www.wikidata.org/entity/Q55681539,Adolf Stowasser,S/Stowasser_Adolf_1842_1893,1045065773
http://www.wikidata.org/entity/Q55681593,Leopold Uhlmann,U/Uhlmann_Leopold_1850_1906,1046327674
http://www.wikidata.org/entity/Q55681719,Franz Streußenberger,S/Streussenberger_Franz_1806_1879,1047617234
http://www.wikidata.org/entity/Q55681821,Alfred von Stutterheim,S_42/Stutterheim_Alfred_1879_1929,1048753700
http://www.wikidata.org/entity/Q55681821,Alfred von Stutterheim,S/Stutterheim_Alfred_1879_1929,1048753700
http://www.wikidata.org/entity/Q55681825,Carl Suchy,S/Suchy_Carl_1796_1866,1048759539
http://www.wikidata.org/entity/Q55681854,Václav Sychra,S_43/Sychra_Vaclav_1826_1894,1049485378
http://www.wikidata.org/entity/Q55681854,Václav Sychra,S/Sychra_Vaclav_1826_1894,1049485378
http://www.wikidata.org/entity/Q55681909,Leopold Eger,E/Eger_Leopold_1836_1904,1050691903
http://www.wikidata.org/entity/Q55682846,Karl Hlawatsch,H/Hlawatsch_Karl_1870_1947,105799104X
http://www.wikidata.org/entity/Q55683817,Friedrich Elbogen,E/Elbogen_Friedrich_1854_1909,1049479807
http://www.wikidata.org/entity/Q55684263,Ignaz Tomaschek,T/Tomaschek_Ignaz_1824_1880,1102394912
http://www.wikidata.org/entity/Q55685150,Carl Franz Trampusch,T/Trampusch_Carl-Franz_1801_1862,1126767441
http://www.wikidata.org/entity/Q55685233,Stjepan Tropš,T/Trops_Stjepan_1871_1942,1128351234
http://www.wikidata.org/entity/Q55753906,Adolf Sigmund,S/Sigmund_Adolf_1892_1934,
http://www.wikidata.org/entity/Q55773215,Ilse Beatrice Twardowska-Conrat,T/Twardowski_Ilse_1880_1942,121221709
http://www.wikidata.org/entity/Q55842771,Hans Fleißner,F/Fleissner_Hans_1881_1928,136000258
http://www.wikidata.org/entity/Q55843020,Emil Knauer,K/Knauer_Emil_1867_1935,117524468
http://www.wikidata.org/entity/Q55843602,Maria Cyrenius,C/Cyrenius_Maria_1872_1959,127440100
http://www.wikidata.org/entity/Q55844275,Erich Hüttenbrenner,H/Huettenbrenner_Erich_1878_1927,137645880
http://www.wikidata.org/entity/Q55844369,Anton Kiendl,K/Kiendl_Anton_1816_1871,138682143
http://www.wikidata.org/entity/Q55849500,Franz Freiherr von Egger,E/Egger_Franz-Joh-Nep_1768_1836,13590174X
http://www.wikidata.org/entity/Q55850233,Anton Franz Gasteiger von Raabenstein und Kobach,G/Gasteiger-Raabenstein-Kobach_Anton-Franz_1780_1860,136375146
http://www.wikidata.org/entity/Q55850235,Gustav Gasteiger von Raabenstein und Kobach,G/Gasteiger-Raabenstein-Kobach_Gustav_1829_1890,136375308
http://www.wikidata.org/entity/Q55850880,Franz Großbauer,G/Grossbauer-Waldstaett_Franz_1813_1887,136199852
http://www.wikidata.org/entity/Q55851287,Eduard Hanausek,H/Hanausek_Eduard_1851_1911,141482230
http://www.wikidata.org/entity/Q55851444,Pauline Hasenhut,H/Hasenhut_Martina-Pauline_1809_1844,136193137
http://www.wikidata.org/entity/Q55852498,Alois Hohlbaum,H/Hohlbaum_Alois_1854_1906,137595247
http://www.wikidata.org/entity/Q55853505,Joseph Ludwig Thaddäus von Klebelsberg,K/Klebelsberg-Thumburg_Jakob-Philipp_1749_1829,143437224
http://www.wikidata.org/entity/Q55876225,Joseph von Bezecny,B/Bezecny_Josef_1829_1904,116160756
http://www.wikidata.org/entity/Q55881738,Josef Giannatassio Del Rio,D/Delrio_Josef-Giannatassio_1770_1836,143624571
http://www.wikidata.org/entity/Q55881965,Ernst von Boxberg,B/Boxberg_Ernst_1822_1889,14380653X
http://www.wikidata.org/entity/Q55882791,Matthias Barion von Zellthal,B/Barion-Zellthal_Matthias_1785_1871,143886266
http://www.wikidata.org/entity/Q55882931,Alfred von Barry,B/Barry_Alfred_1830_1907,143886460
http://www.wikidata.org/entity/Q55883050,Stefan von Becsey de La Volta,B/Becsey-La-Volta_Stefan_1804_1865,143890921
http://www.wikidata.org/entity/Q55883065,Ludwig von Becker,B/Becker_Ludwig_1823_1880,143889176
http://www.wikidata.org/entity/Q55883122,Theodor Fabini,F/Fabini_Theodor_1828_1849,143690590
http://www.wikidata.org/entity/Q55883978,Antonio Gabelli,G/Gabelli_Antonio_1830_1891,144034689
http://www.wikidata.org/entity/Q55884117,Josef Wilhelm von Dewéz,D/Dewez_Josef-Wilhelm_1826_1889,143951068
http://www.wikidata.org/entity/Q55884286,Josef on Domokos,D/Domokos_Josef_1762_1834,143955608
http://www.wikidata.org/entity/Q55885229,Michael Feichter,F/Feichter_Michael_1766_1832,144007215
http://www.wikidata.org/entity/Q55885839,Michael Himmelbauer,H/Himmelbauer_Michael_1829_1881,1011854317
http://www.wikidata.org/entity/Q55885910,Karlmann Hieber,H/Hieber_Karlmann_1812_1868,1011857502
http://www.wikidata.org/entity/Q55885974,Anton von Grohs-Fligely,G/Grohs-Fligely_Anton_1825_1903,1011393174
http://www.wikidata.org/entity/Q55886060,Anton Franz Haindl,H/Haindl_Anton-Franz_1803_1855,1011547503
http://www.wikidata.org/entity/Q55886225,Cezar Haller-Hallenburg,H/Haller-Hallenburg_Cezar_1822_1915,1011573075
http://www.wikidata.org/entity/Q60816166,Johann Krajčik,K/Krajcik_Johann_1804_1890,1017305595
http://www.wikidata.org/entity/Q60816178,Miroslav von Kraljević,K/Kraljevic_Miroslav_1823_1877,101694778X
http://www.wikidata.org/entity/Q60816181,Max Kramer von Drauburg,K/Kramer-Drauburg_Max_1891_1918,1017302766
http://www.wikidata.org/entity/Q60816193,Ludwig Kranz,K/Kranz_Ludwig_1829_1913,1016950314
http://www.wikidata.org/entity/Q60816208,Kazimierz Gf. Krasicki,K/Krasicki_Kazimierz_1807_1882,1018048553
http://www.wikidata.org/entity/Q60816274,Hans Krekich-Strassoldo von Treuland,K/Krekich-Strassoldo-Treuland_Hans_1864_1929,1017997810
http://www.wikidata.org/entity/Q60816382,Ivan Krizmanić,K/Krizmanic_Ivan_1766_1852,1017836434
http://www.wikidata.org/entity/Q60816393,Wilhelm Kröpsch,K/Kroepsch_Wilhelm_1807_1834,1017835632
http://www.wikidata.org/entity/Q60816435,Jaroslav Krystin,K/Krystin_Jaroslav_1892_1936,1017832021
http://www.wikidata.org/entity/Q60816438,Josef Friedrich Krzisch,K/Krzisch_Josef-Friedrich_1812_1875,133233650
http://www.wikidata.org/entity/Q60816450,Friedrich Kubiena,K/Kubiena_Friedrich_1860_1922,1017828482
http://www.wikidata.org/entity/Q60816524,Max Kulisch,K/Kulisch_Max_1870_1946,117554952
http://www.wikidata.org/entity/Q60816553,Johann Karl Kassian Kunz,K/Kunz_Johann-Karl-Kassian_1832_1876,1017110956
http://www.wikidata.org/entity/Q60816568,Patritius Cajetan Franz von Kurz zum Thurn und Goldenstein,K/Kurz-Thurn-Goldenstein_Patritius-Cajetan-Franz_1758_1829,124789773
http://www.wikidata.org/entity/Q60816573,Robert Kurzwernhart,K/Kurzwernhart_Robert_1824_1908,128221712
http://www.wikidata.org/entity/Q60816598,Pál Kuzmik,K/Kuzmik_Pal_1864_1925,1017589321
http://www.wikidata.org/entity/Q60816746,Johann Langenbacher,L/Langenbacher_Johann_1775_1846,121263207
http://www.wikidata.org/entity/Q60816773,Matthias Langthaler,L/Langthaler_Matthias_1849_1913,133204243
http://www.wikidata.org/entity/Q60816788,Ferdinand Lanzendörfer,L/Lanzendoerfer_Ferdinand_1868_1943,1018261893
http://www.wikidata.org/entity/Q60816851,Josef Laube,L/Laube_Josef_1882_1939,1018687130
http://www.wikidata.org/entity/Q60816883,László Gf. Lázár von Szárhegy,L/Lazar-Szarhegy_Laszlo_1780_1864,1019192828
http://www.wikidata.org/entity/Q60816922,Robert Lechleitner,L/Lechleitner_Robert_1840_1920,1019164506
http://www.wikidata.org/entity/Q60817061,Anton Karl Lemach,L/Lemach_Anton-Karl_1841_1905,1019187727
http://www.wikidata.org/entity/Q60817134,Ferdinand von Lentner,L/Lentner_Ferdinand_1840_1919,117639915
http://www.wikidata.org/entity/Q60817143,Heinrich Leobner,L/Leobner_Heinrich_1860_1950,130219479
http://www.wikidata.org/entity/Q60817147,Raimund von Leon,L/Leon_Raimund_1865_1908,116918802
http://www.wikidata.org/entity/Q60817167,Alois Lergetporer,L/Lergetporer_Alois_1786_1851,1019338121
http://www.wikidata.org/entity/Q60817174,Lothar Leschanowsky,L/Leschanowsky_Lothar_1879_1942,1019338377
http://www.wikidata.org/entity/Q60817204,Lajos Baron Lévay von Kistelek,L/Levay-Kistelek_Lajos_1865_1949,1019347422
http://www.wikidata.org/entity/Q60817230,Franz Lex,L/Lex_Franz_1875_1944,12900054X
http://www.wikidata.org/entity/Q60817237,Erhard von Ley,L/Ley_Erhard_1753_1828,1019353015
http://www.wikidata.org/entity/Q60817303,Julius Thomas Liebbald,L/Liebbald_Julius-Thomas_1780_1846,1019360291
http://www.wikidata.org/entity/Q60817312,Georg Diethelm Lieber,L/Lieber_Georg-Diethelm_1884_1945,1018979158
http://www.wikidata.org/entity/Q60817323,Arthur Gf. Liechtenberg-Mordaxt-Schneeberg,L/Liechtenberg-Mordaxt-Schneeberg_Arthur_1832_1916,1019386746
http://www.wikidata.org/entity/Q60817331,Georg Liedeck,L/Liedeck_Georg_1882_1950,1019360631
http://www.wikidata.org/entity/Q60817342,Georg Ligges,L/Ligges_Georg_1886_1944,119122510
http://www.wikidata.org/entity/Q60817346,Josef Likoser von Sprengbrück,L/Likoser-Sprengbrueck_Josef_1839_1913,1019388420
http://www.wikidata.org/entity/Q60817372,Joseph Sigmund Linden,L/Linden_Joseph-Sigmund_1785_1852,121357058
http://www.wikidata.org/entity/Q60817436,Eduard Lippmann,L/Lippmann_Eduard_1838_1919,117676004
http://www.wikidata.org/entity/Q60817440,Leopold Lipschütz,L/Lipschuetz_Leopold_1870_1939,1019772751
http://www.wikidata.org/entity/Q60817501,Viktor Albrecht von Lochau,L/Lochau_Viktor-Albrecht_1765_1841,1019999012
http://www.wikidata.org/entity/Q60817529,Franz Löfler,L/Loefler_Franz_1860_1931,1020009098
http://www.wikidata.org/entity/Q60817543,Grete Löhr,L/Loehr_Grete_1878_1934,129093289
http://www.wikidata.org/entity/Q60817597,Eude Lolli,L/Lolli_Eude_1826_1904,1019587113
http://www.wikidata.org/entity/Q60817618,Dušan Lopašić,L/Lopasic_Dusan_1852_1921,1019552808
http://www.wikidata.org/entity/Q60817643,Karl Lovetto,L/Lovetto_Karl_1838_1912,1019575972
http://www.wikidata.org/entity/Q60817655,Ludwig Luber,L/Luber_Ludwig_1813_1850,102001251X
http://www.wikidata.org/entity/Q60817661,Géza Lucich,L/Lucich_Geza_1835_1895,102001296X
http://www.wikidata.org/entity/Q60817678,P. Anton Edmund Ludewig,L/Ludewig_Anton-Edmund_1854_1932,133236188
http://www.wikidata.org/entity/Q60817698,Giuseppe de Lugnani,L/Lugnani_Giuseppe_1793_1857,121971597
http://www.wikidata.org/entity/Q60817711,Włodzimierz Łukasiewicz-Łada,L/Lukasiewicz-Lada_Wlodzimierz_1860_1924,1020027924
http://www.wikidata.org/entity/Q60817723,P. Ante Lulić,L/Lulic_Ante_1812_1888,1020032006
http://www.wikidata.org/entity/Q60817794,Ernst von Machek,M/Machek_Ernst_1827_1898,1020054212
http://www.wikidata.org/entity/Q60817841,Josef Frh. Mayer von Gravenegg,M/Maier-Gravenegg_Josef_1780_1870,1019408774
http://www.wikidata.org/entity/Q60817857,Hans Paul Meier,M/Maier_Hans-Paul_1872_1950,1021201804
http://www.wikidata.org/entity/Q60817864,Stephan von Mayrhofen zu Koburg und Anger,M/Maierhofen-Koburg-Anger_Stephan_1751_1848,1021174327
http://www.wikidata.org/entity/Q60817871,Adolf Mayerhofer,M/Maierhofer_Adolf_1857_1932,133238636
http://www.wikidata.org/entity/Q60817920,Emanuele Baron Malfatti,M/Malfatti_Emanuele_1847_1910,1020686928
http://www.wikidata.org/entity/Q60817959,Johannes Mandl,M/Mandl_Johannes_1899_1937,1020466162
http://www.wikidata.org/entity/Q60817962,Ernst Mandler,M/Mandler_Ernst_1866_1932,1019375116
http://www.wikidata.org/entity/Q60817969,Hermann Mang,M/Mang_Hermann_1883_1947,1020699051
http://www.wikidata.org/entity/Q60818001,Alfred Manussi von Montesole,M/Manussi-Montesole_Alfred_1863_1945,1020702931
http://www.wikidata.org/entity/Q60818012,Pietro Marasca,M/Marasca_Pietro_1808_1891,1020703172
http://www.wikidata.org/entity/Q60818020,Bernhard Marcantellj von Serravalle,M/Marcantellj-Serravalle_Bernhard_1755_1849,1020703695
http://www.wikidata.org/entity/Q60818065,Bohuslav Mařík,M/Marik_Bohuslav_1854_1929,1020859210
http://www.wikidata.org/entity/Q60818110,Jordan Kajetan Markus,M/Markus_Jordan-Kajetan_1831_1893,133106586
http://www.wikidata.org/entity/Q60818126,Franz Vinzenz Marschner,M/Marschner_Franz-Vinzenz_1827_1886,1020475056
http://www.wikidata.org/entity/Q60818167,Friedrich Maschek,M/Maschek_Friedrich_1849_1895,116834145
http://www.wikidata.org/entity/Q60818193,Eduard Mategczek,M/Mategczek_Eduard_1840_1911,102090643X
http://www.wikidata.org/entity/Q60818272,Joseph Valentin Maurer,M/Maurer_Joseph-Valentin_1797_1843,1020480653
http://www.wikidata.org/entity/Q60818313,Bogdan Medaković,M/Medakovic_Bogdan_1854_1930,1021177091
http://www.wikidata.org/entity/Q60818323,Danilo Medić,M/Medic_Danilo_1844_1879,102118828X
http://www.wikidata.org/entity/Q60818343,Franz Meinzinger von Meinzingen,M/Meinzinger-Meinzingen_Franz_1863_1935,1021207845
http://www.wikidata.org/entity/Q60818354,Emerich Meissl,M/Meissl_Emerich_1855_1905,1021207950
http://www.wikidata.org/entity/Q60818427,Gaetano Merlato,M/Merlato_Gaetano_1807_1873,1022851586
http://www.wikidata.org/entity/Q60818446,Karl Freiherr von Mertens,M/Mertens_Karl_1803_1874,1022868225
http://www.wikidata.org/entity/Q60818491,Giuseppe Miceu,M/Miceu_Giuseppe_1873_1909,1023051060
http://www.wikidata.org/entity/Q60818501,Anton Michalitschke,M/Michalitschke_Anton_1861_1924,1023051982
http://www.wikidata.org/entity/Q60818542,Adolf Migotti,M/Migotti_Adolf_1850_1886,117577715
http://www.wikidata.org/entity/Q60818580,Josip Milaković,M/Milakovic_Josip_1861_1921,1023106884
http://www.wikidata.org/entity/Q60818608,Ernst Mille,M/Mille_Ernst_1900_1945,1023119846
http://www.wikidata.org/entity/Q60818616,Józef Milleret,M/Milleret_Jozef_1813_1887,1023121131
http://www.wikidata.org/entity/Q60818635,František Karel Miltner,M/Miltner_Frantisek-Karel_1797_1874,1023121832
http://www.wikidata.org/entity/Q60818658,P. Andjeo-Marija Miškov,M/Miskov_Andjeo-Marija_1848_1922,1023324822
http://www.wikidata.org/entity/Q60818703,Johann Mörzinger,M/Moerzinger_Johann_1869_1944,1023497441
http://www.wikidata.org/entity/Q60818826,P. Kaspar Moskopp,M/Moskopp_Kaspar_1869_1923,12761351X
http://www.wikidata.org/entity/Q60818872,Heinrich Müller von Roghoj,M/Mueller-Roghoj_Heinrich_1853_1905,1023633035
http://www.wikidata.org/entity/Q60818883,Jan Bohuslav Müller,M/Mueller_Jan-Bohuslav_1823_1885,140233202
http://www.wikidata.org/entity/Q60818905,Pietro Mugna,M/Mugna_Pietro_1814_1882,1023612658
http://www.wikidata.org/entity/Q60818949,Johann Friedrich Ernst Nadler,N/Nadler_Johann-Friedrich-Ernst_1869_1950,1024092976
http://www.wikidata.org/entity/Q60818956,Hugo Nagele,N/Nagele_Hugo_1880_1933,1024094022
http://www.wikidata.org/entity/Q60818993,Emil von Naswetter,N/Naswetter_Emil_1843_1902,1024216632
http://www.wikidata.org/entity/Q60819017,Leopold Nedopil,N/Nedopil_Leopold_1819_1883,1024286533
http://www.wikidata.org/entity/Q60819032,Giambattista Negri,N/Negri_Giambattista_1858_1923,1024288625
http://www.wikidata.org/entity/Q60819095,Josef Neubauer,N/Neubauer_Josef_1849_1924,1024308014
http://www.wikidata.org/entity/Q60819099,Otto Neuburger,N/Neuburger_Otto_1862_1929,1024417980
http://www.wikidata.org/entity/Q60819119,Franz von Neuhauser,N/Neuhauser_Franz_1816_1875,1024420108
http://www.wikidata.org/entity/Q60819122,Johann Neuhold von Neuholdau,N/Neuhold-Neuholdau_Johann_1756_1822,1024420949
http://www.wikidata.org/entity/Q60819176,Karl Nierhaus,N/Nierhaus_Karl_1844_1914,102450364X
http://www.wikidata.org/entity/Q60819225,Karl Philipp Nötzl,N/Noetzl_Karl-Philipp_1789_1848,1024527956
http://www.wikidata.org/entity/Q1597107,Heinrich Eduard Josef von Lannoy,L/Lannoy_Heinrich-Eduard-Josef_1787_1853,118569600
http://www.wikidata.org/entity/Q1598815,Heinrich Schreiber,S/Schreiber_Heinrich_1793_1872,118610694
http://www.wikidata.org/entity/Q1598849,Johann Langer,L/Langer_Johann_1793_1858,1018255648
http://www.wikidata.org/entity/Q1598930,Heinrich Stefan Peschka,P/Peschka_Heinrich-Stefan_1886_1937,140131760
http://www.wikidata.org/entity/Q1599021,Heinrich Swoboda,S_43/Swoboda_Heinrich_1856_1926,11738612X
http://www.wikidata.org/entity/Q1599021,Heinrich Swoboda,S/Swoboda_Heinrich_1856_1926,11738612X
http://www.wikidata.org/entity/Q1601992,Helene Lecher,L/Lecher_Helene_1865_1929,141657634
http://www.wikidata.org/entity/Q1602007,Helene Odilon,P/Petermann_Helene_1865_1939,116444533
http://www.wikidata.org/entity/Q1602321,Josef Gottfried von Riedel,R/Riedel_Josef-Gottfried_1803_1870,104200596
http://www.wikidata.org/entity/Q1611655,Hermann Jellinek,J/Jellinek_Hermann_1822_1848,117614874
http://www.wikidata.org/entity/Q1617583,Hieronymus Moosbrugger,M/Moosbrugger_Hieronymus_1807_1858,1023821958
http://www.wikidata.org/entity/Q1617598,Hieronymus Roth,R/Roth_Hieronymus_1826_1897,102829403
http://www.wikidata.org/entity/Q1619671,Lothar Wallerstein,W/Wallerstein_Lothar_1882_1949,104020954
http://www.wikidata.org/entity/Q1627999,Horaz Krasnopolski,K/Krasnopolski_Horaz_1842_1908,102023778
http://www.wikidata.org/entity/Q1633176,Hubert Gordon Schauer,S/Schauer_Hubert-Gordon_1862_1892,119537699
http://www.wikidata.org/entity/Q1635078,Hugo Greinz,G/Greinz_Hugo_1873_1946,116831189
http://www.wikidata.org/entity/Q1635578,Hugo Reichenberger,R/Reichenberger_Hugo_1873_1938,116398833
http://www.wikidata.org/entity/Q1636033,Hugo von Wiedenfeld,W/Wiedenfeld_Hugo_1852_1925,1011519798
http://www.wikidata.org/entity/Q1646853,Vincenc Morstadt,M/Morstadt_Vincenc_1802_1875,119369087
http://www.wikidata.org/entity/Q1649349,Josef Schumacher,S/Schumacher_Josef_1894_1971,1017590699
http://www.wikidata.org/entity/Q1651086,Josef von Smola,S/Smola_Josef_1805_1856,129813559
http://www.wikidata.org/entity/Q1655200,Marie Emilie Auguste Koberwein,A/Anschuetz_Auguste_1819_1895,116312319
http://www.wikidata.org/entity/Q1657312,Ignacy Łobos,L/Lobos_Ignacy_1827_1909,1019984783
http://www.wikidata.org/entity/Q1657382,Ignatz Brenner von Felsach,B/Brenner-Felsach_Ignaz_1772_1849,116486147
http://www.wikidata.org/entity/Q1657463,Ignaz Friedman,F/Friedman_Ignaz_1882_1948,124156266
http://www.wikidata.org/entity/Q1657468,Ignaz Karl Figuly von Szep,F/Figuly-Szep_Ignaz-Karl_1807_1875,144028174
http://www.wikidata.org/entity/Q1657504,Ignaz Raffalt,R/Raffalt_Ignaz_1800_1857,1019375248
http://www.wikidata.org/entity/Q1657576,Ignaz von Kürsinger,K/Kuersinger_Ignaz_1795_1861,131366041
http://www.wikidata.org/entity/Q1663549,Alexander Reichardt,R/Reichardt_Alexander_1825_1885,140442553
http://www.wikidata.org/entity/Q1665163,Franz Xaver Pritz,P/Pritz_Franz-X_1791_1872,12842382X
http://www.wikidata.org/entity/Q1669362,Johann Gänsbacher,G/Gaensbacher_Johann-Bapt_1778_1844,118814044
http://www.wikidata.org/entity/Q1669485,Josef Ignaz Sattler,S/Sattler_Josef-Ignaz_1852_1927,1029263914
http://www.wikidata.org/entity/Q1672148,Rudolf Frass,F/Frass_Rudolf_1880_1934,127623701
http://www.wikidata.org/entity/Q1676380,Joseph Ulbrich,U/Ulbrich_Josef_1843_1910,129948411
http://www.wikidata.org/entity/Q1679072,Jakob Gruber,G/Gruber_Jakob_1864_1915,1011265079
http://www.wikidata.org/entity/Q1679360,Jakob Sotriffer,S/Sotriffer_Johann-Jakob_1796_1856,103531679X
http://www.wikidata.org/entity/Q1679413,Jakob Wohlschläger,W/Wohlschlaeger_Jakob_1869_1934,123219123X
http://www.wikidata.org/entity/Q1679686,Jakub Obrovský,O/Obrovsky_Jakub_1882_1949,122181999
http://www.wikidata.org/entity/Q1681883,Jan Jakubec,J/Jakubec_Jan_1862_1936,1012676358
http://www.wikidata.org/entity/Q1682080,Jan Nepomuk Nádherný,N/Nadherny_Johann_1772_1860,138671354
http://www.wikidata.org/entity/Q1682689,Janez Primic,P/Primic_Janez-Nep_1785_1823,1026885191
http://www.wikidata.org/entity/Q1684487,Leopold von Neumann,N/Neumann_Leopold_1811_1888,116963026
http://www.wikidata.org/entity/Q1686277,Josef Carl von Klinkosch,K/Klinkosch_Josef-Carl_1822_1888,101343322X
http://www.wikidata.org/entity/Q1687053,Josef Barák,B/Barak_Josef_1833_1883,14388509X
http://www.wikidata.org/entity/Q1693117,Johann Conrad Blank,B/Blank_Johann-Konrad_1757_1827,143619756
http://www.wikidata.org/entity/Q1693416,Johann Faltis,F/Faltis_Johann_1796_1876,135964628
http://www.wikidata.org/entity/Q1694505,Johann Heinrich Steudel,S/Steudel_Johann-Heinrich_1825_1891,132774992
