item,itemLabel,oeblxml,GND
http://www.wikidata.org/entity/Q28949579,Karl Robert Rädler,R/Raedler_Karl-Robert_1881_1940,1027308945
http://www.wikidata.org/entity/Q29018035,Karl Schreder,S/Schreder_Karl_1863_1924,141088443
http://www.wikidata.org/entity/Q29054185,Josip Sernec,S/Sernec_Josip_1844_1925,1033818518
http://www.wikidata.org/entity/Q29080087,Józef Rodakowski,R/Rodakowski_Josef_1830_1912,1028177097
http://www.wikidata.org/entity/Q29243864,Mathias Marcher,M/Marcher_Matthias_1853_1926,1020469781
http://www.wikidata.org/entity/Q29365212,Eduard Lang,L/Lang_Eduard_1841_1916,116691425
http://www.wikidata.org/entity/Q29421229,Heinrich Ulrich von Trenkheim,U/Ulrich-Trenkheim_Heinrich_1847_1914,
http://www.wikidata.org/entity/Q29646471,Leopold Kuwasseg,K/Kuwasseg_Leopold_1804_1862,
http://www.wikidata.org/entity/Q29843709,Jiří Václav Klíma,K/Klima_Jiri-Vaclav_1874_1948,1013574532
http://www.wikidata.org/entity/Q30101934,Célia Margó,M/Margo_Celia_1866_1942,
http://www.wikidata.org/entity/Q30336918,František Rotter,R/Rotter_Frantisek_1831_1895,
http://www.wikidata.org/entity/Q30611404,Lajos Novák,N/Novak_Lajos_1855_1917,
http://www.wikidata.org/entity/Q31164874,Alexander Budinszky,B/Budinszky_Alexander_1844_1900,117043982
http://www.wikidata.org/entity/Q31198548,August Langhoffer,L/Langhoffer_August_1861_1940,117594172
http://www.wikidata.org/entity/Q31199827,Julian Graf Pejacsevich von Verőcze,P/Pejacsevich-Veroecze_Julian_1833_1906,1025704517
http://www.wikidata.org/entity/Q36104847,Carl Schuler,S/Schuler_Carl-Franz_1851_1917,139672796
http://www.wikidata.org/entity/Q37636711,Kurt L. Schwarz,S/Schwarz_Kurt-Leo_1909_1983,1033475688
http://www.wikidata.org/entity/Q37734967,Vaclav Jerabek,J/Jerabek_Vaclav_1845_1931,1012835596
http://www.wikidata.org/entity/Q38077867,Johann Wilhelm Helfer,H/Helfer_Johann-Wilhelm_1810_1840,102678928
http://www.wikidata.org/entity/Q39445751,Ferdinand Schubert,S/Schubert_Ferdinand_1824_1853,1014512573
http://www.wikidata.org/entity/Q39526405,August Wenzel Mantler,M/Mantler_August_1830_1914,1020702702
http://www.wikidata.org/entity/Q39828796,Ignaz Pötsch,P/Poetsch_Ignaz_1884_1943,129096261
http://www.wikidata.org/entity/Q40942079,Johann Joseph Neidl,N/Neidl_Johann-Josef_1776_1832,116908238
http://www.wikidata.org/entity/Q41666858,Karl Sadleder,S/Sadleder_Karl_1883_1930,102898362X
http://www.wikidata.org/entity/Q41771658,Johann Georg Müller,M/Mueller_Johann-Georg_1822_1849,118585037
http://www.wikidata.org/entity/Q41774537,Ernesztin Lohwag,S/Szablya-Frischauf_Ernesztin_1878_1940,
http://www.wikidata.org/entity/Q42421059,Johann Sporschil,S/Sporschil_Johann-Chrysostomus_1800_1863,117486272
http://www.wikidata.org/entity/Q43133500,Antonio Lonza,L/Lonza_Antonio_1846_1918,141952865
http://www.wikidata.org/entity/Q43383666,Karl Halaunbrenner,H/Halaunbrenner_Karl_1881_1938,1230446265
http://www.wikidata.org/entity/Q43388568,Erik-Ernst Schwabach,S/Schwabach_Erik-Ernst_1891_1938,117326909
http://www.wikidata.org/entity/Q44493333,Anton Erdinger,E/Erdinger_Anton_1829_1917,143687042
http://www.wikidata.org/entity/Q45313525,Joseph Oppenheim,O/Oppenheim_Josef_1839_1900,11713726X
http://www.wikidata.org/entity/Q45322661,Simon Redtenbacher,R/Redtenbacher_Simon_1844_1885,139012613
http://www.wikidata.org/entity/Q46997070,Leopold Lieb,L/Lieb_Leopold_1771_1836,1019360232
http://www.wikidata.org/entity/Q46998214,Johann Heinrich Schramm,S/Schramm_Johann-Heinrich_1810_1865,117026174
http://www.wikidata.org/entity/Q47008486,Witold Reger,R/Reger_Witold-Waclaw_1876_1904,1027526233
http://www.wikidata.org/entity/Q47014957,Karl Erdmann Edler,E/Edler_Karl-Erdmann_1844_1931,116356219
http://www.wikidata.org/entity/Q47088041,Mátyás Engesszer,E/Engeszer_Matyas_1812_1885,143989340
http://www.wikidata.org/entity/Q47106248,Tylda Meinecková,M/Meineckova_Tylda_1888_1938,1021207543
http://www.wikidata.org/entity/Q47459313,Pasino Locatelli,L/Locatelli_Pasino_1822_1894,123682711
http://www.wikidata.org/entity/Q47489508,Ferdinand Debois,D/Debois_Ferdinand_1835_1893,130009792
http://www.wikidata.org/entity/Q47502727,Joseph Anton Hofer,H/Hofer_Joseph-Anton_1742_1820,137583710
http://www.wikidata.org/entity/Q47504610,Ignaz Krepp,K/Krepp_Ignaz_1801_1853,129808563
http://www.wikidata.org/entity/Q47516119,Salomon Schill,S/Schill_Salamon_1849_1918,1029910588
http://www.wikidata.org/entity/Q47531159,Robert Meeraus,M/Meeraus_Robert_1899_1944,1021198293
http://www.wikidata.org/entity/Q47972297,Arnold Nechansky,N/Nechansky_Arnold_1888_1938,1024227154
http://www.wikidata.org/entity/Q48799641,Joseph Müller,M/Mueller_Josef_1825_1895,117597023
http://www.wikidata.org/entity/Q49010301,Antonio Peteani,P/Peteani_Antonio_1789_1857,1025804988
http://www.wikidata.org/entity/Q50321253,Karl Grengg,G/Grengg_Karl_1853_1914,116832185
http://www.wikidata.org/entity/Q50736492,Karl Vačlena,V/Vaclena_Karel_1843_1910,1073498484
http://www.wikidata.org/entity/Q50822595,László Kézdi-Kovács,K/Kezdi-Kovacs_Laszlo_1864_1942,1013264495
http://www.wikidata.org/entity/Q50825396,Johann Frankenberger,F/Frankenberger_Johann_1807_1874,144033631
http://www.wikidata.org/entity/Q51094388,Betty Fröhlich,F/Froehlich_Barbara_1797_1878,136000649
http://www.wikidata.org/entity/Q51328051,Karl Hartmann,H/Hartmann_Karl_1867_1948,1011601524
http://www.wikidata.org/entity/Q51547187,Anton Kaiser,K/Kaiser_Anton_1863_1944,
http://www.wikidata.org/entity/Q51558371,Eduard Klieber,K/Klieber_Eduard_1803_1879,136053513
http://www.wikidata.org/entity/Q52084584,Helene Stourzh-Anderle,S/Stourzh_Helene_1890_1966,107541238
http://www.wikidata.org/entity/Q52124344,Otto Maria Miethke,M/Miethke_Otto-Maria_1881_1922,117028703
http://www.wikidata.org/entity/Q52154866,Franz Sterrer,S/Sterrer_Franz_1818_1901,1036567427
http://www.wikidata.org/entity/Q52155182,Johann Silbernagl,S/Silbernagl_Johann_1836_1915,1019648686
http://www.wikidata.org/entity/Q52155401,Emmerich Alexius Swoboda von Wikingen,S_43/Swoboda_Emerich-Alexius_1849_1920,1049477200
http://www.wikidata.org/entity/Q52155401,Emmerich Alexius Swoboda von Wikingen,S/Swoboda_Emerich-Alexius_1849_1920,1049477200
http://www.wikidata.org/entity/Q52156572,Grete Wilhelm,W/Wilhelm_Grete_1887_1942,1231311576
http://www.wikidata.org/entity/Q52944431,Milan Jovanović,J/Jovanovic_Milan_1834_1896,129640905
http://www.wikidata.org/entity/Q53503733,Louis Edward Levy,L/Levy_Louis-Eduard_1846_1919,
http://www.wikidata.org/entity/Q54857990,Georg Matt,M/Matt_Georg_1861_1938,123209609
http://www.wikidata.org/entity/Q55025707,Johann von Jasenova Csaplovics,C/Csaplovics-Jescenova_Johann_1780_1847,100446906
http://www.wikidata.org/entity/Q55052481,Hans Huemer,H/Huemer_Hans_1858_1935,1012223604
http://www.wikidata.org/entity/Q55064849,Kryštof Liebich,L/Liebich_Christoph_1783_1874,11699682X
http://www.wikidata.org/entity/Q55064856,Emanuel Liegel,L/Liegel_Emanuel_1859_1894,1019381558
http://www.wikidata.org/entity/Q55071288,Július Pungur,P/Pungur_Gyula_1843_1907,1027039871
http://www.wikidata.org/entity/Q55072664,František Sitensky,S/Sitensky_Frantisek_1851_1924,1034567152
http://www.wikidata.org/entity/Q55072728,Franz Xaver Smoler,S/Smoler_Franz-Xav_1802_1865,103484430X
http://www.wikidata.org/entity/Q55122817,Engelbert Kolp,K/Kolp_Engelbert_1840_1877,116330449
http://www.wikidata.org/entity/Q55122987,Franz August von Kurländer,K/Kurlaender-Kornfeld_Franz-August_1777_1836,116616261
http://www.wikidata.org/entity/Q55123126,Alois Meßmer,M/Messmer_Alois_1822_1857,116921390
http://www.wikidata.org/entity/Q55126944,Karl Stegmayer,S/Stegmayer_Karl_1800_1862,118126113
http://www.wikidata.org/entity/Q55127556,Bernhard Franz Czerwenka,C/Czerwenka_Bernhard-Franz_1825_1886,137433034
http://www.wikidata.org/entity/Q55127607,Karl Schikaneder,S/Schikaneder_Karl_1773_1845,132181525
http://www.wikidata.org/entity/Q55127608,Johann Gottlieb Schildbach,S/Schildbach_Johann-Gottlieb_1765_1820,123178614
http://www.wikidata.org/entity/Q55127717,Anton Kühnelt,K/Kuehnelt_Anton_1842_1898,130246719
http://www.wikidata.org/entity/Q55127720,Friedrich Freiherr von Mondel,M/Mondel_Friedrich_1821_1886,137429282
http://www.wikidata.org/entity/Q55134349,Ludwig Goldhann,G/Goldhann_Ludwig_1823_1893,116749512
http://www.wikidata.org/entity/Q55193084,Josef Erl,E/Erl_Joseph_1811_1874,116539518
http://www.wikidata.org/entity/Q55193276,Josef Nikola,N/Nikola_Josef_1816_1892,138243778
http://www.wikidata.org/entity/Q55193411,Josef Wagner,W/Wagner_Josef_1818_1870,117102458
http://www.wikidata.org/entity/Q55217236,Romuald Formánek,F/Formanek_Romuald_1857_1927,143735314
http://www.wikidata.org/entity/Q55227901,Paolo Gaddi,G/Gaddi_Paolo_1806_1871,14403476X
http://www.wikidata.org/entity/Q55400886,Stanisław Rzepiński,R/Rzepinski_Stanislaw_1861_1944,1028970765
http://www.wikidata.org/entity/Q55452848,Hermann Joseph Hinterstoisser,H/Hinterstoisser_Hermann-Joseph_1861_1932,1011858452
http://www.wikidata.org/entity/Q55674173,Paul Bellac,B/Bellac_Paul_1891_1975,116114479
http://www.wikidata.org/entity/Q55674316,Victor Boschetti,B/Boschetti_Viktor_1871_1933,116265949
http://www.wikidata.org/entity/Q55676791,Arrigo von Fraus,F/Fraus-Wagner_Arrigo_1861_1944,130149128
http://www.wikidata.org/entity/Q98907839,Karl Kastner,K/Kastner_Karl_1847_1907,1013102398
http://www.wikidata.org/entity/Q98907840,Karl von Keissler,K/Keissler_Karl_1808_1879,101331977X
http://www.wikidata.org/entity/Q98908271,Peter Górski,G/Gorski_Peter_1857_1906,
http://www.wikidata.org/entity/Q98923565,Francesca Benucci,B/Benucci_Francesca__,
http://www.wikidata.org/entity/Q98924024,Maria Ludmilla Klahs,K/Klahs_Maria-Ludmilla_1868_1934,1013617983
http://www.wikidata.org/entity/Q98924033,Karl August Klahs,K/Klahs_Karl-August_1871_1947,1013617649
http://www.wikidata.org/entity/Q12288575,Nikolaus Sugar,S/Sugar_Nikolaus_1897_1945,1049204565
http://www.wikidata.org/entity/Q98822628,Julie Schwarz,S/Schwarz_Julie_1798_1863,1033469424
http://www.wikidata.org/entity/Q98822842,Anna Maria Schütz,S/Schuetz_Anna-Maria_1829_1888,1033104256
http://www.wikidata.org/entity/Q98834744,Stjepan Korenić,K/Korenic_Stjepan_1856_1940,1017320004
http://www.wikidata.org/entity/Q98834747,Alfred Korn,K/Korn_Alfred_1887_1930,1016704003
http://www.wikidata.org/entity/Q98834749,Johann Michael Korn,K/Korn_Johann-Michael_1754_1825,1016707878
http://www.wikidata.org/entity/Q98834768,Josef Christian Krackowizer,K/Krackowizer_Josef-Christian_1814_1900,1150521716
http://www.wikidata.org/entity/Q98834777,Franz von Oesterreich,O/Oesterreich_Franz_1830_1898,1024720799
http://www.wikidata.org/entity/Q98834778,Victor von Pozzi,P/Pozzi_Victor_1870_1945,1104396696
http://www.wikidata.org/entity/Q98834780,Karl Markus Schlesinger,S/Schlesinger_Karl-M_1847_1897,1030035067
http://www.wikidata.org/entity/Q98834792,Julius Stowasser,S/Stowasser_Julius_1837_1900,104506548X
http://www.wikidata.org/entity/Q98834793,Hermann Strach,S/Strach_Hermann_1861_1928,104607900X
http://www.wikidata.org/entity/Q98834816,Augustin Wenzeslaus von Stwrtnik,S/Stwrtnik_Augustin-Wenzeslaus_1755_1841,1048756130
http://www.wikidata.org/entity/Q98834847,Mausi Teuber,T/Teuber_Maurus_1883_1940,1079359370
http://www.wikidata.org/entity/Q98834928,Emmerich Übleis,U/Uebleis_Emmerich_1912_1942,122868250
http://www.wikidata.org/entity/Q98834931,Ferenc Udvary,U/Udvary_Ferenc_1840_1904,1147622515
http://www.wikidata.org/entity/Q98834950,August Ungethüm,U/Ungethuem_August_1865_1911,1148682295
http://www.wikidata.org/entity/Q98834954,Karl Untergasser,U/Untergasser_Karl-Franz_1855_1940,127077960
http://www.wikidata.org/entity/Q98835766,Johann Navratil,N/Navratil_Johann_1868_1932,1024221857
http://www.wikidata.org/entity/Q98844935,Karl Korschann,K/Korschann_Karl_1828_1897,1017338140
http://www.wikidata.org/entity/Q98844950,Richard Schmidt,S/Schmid_Richard_1859_1933,1030564299
http://www.wikidata.org/entity/Q98844958,Arnold Schütz,S/Schuetz_Arnold_1832_,1033124303
http://www.wikidata.org/entity/Q98844962,Josef Siege,S/Siege_Josef_1790_,1033986534
http://www.wikidata.org/entity/Q98847996,Ignaz von Kleinmayr,K/Kleinmayr_Ignaz_1830_1865,1013593057
http://www.wikidata.org/entity/Q98848014,Friedrich Königsberger,K/Koenigsberger_Friedrich_1823_1905,1013861272
http://www.wikidata.org/entity/Q98848019,Ivan Košćak,K/Koscak_Ivan_1851_1915,1017344779
http://www.wikidata.org/entity/Q98848021,Josef Kosch,K/Kosch_Josef_1850_1940,1016714157
http://www.wikidata.org/entity/Q98848036,Robert Landauer,L/Landauer_Robert_1908_1940,1017509417
http://www.wikidata.org/entity/Q98848055,Heinrich Lemberger,L/Lemberger_Heinrich_1813_1900,1019190701
http://www.wikidata.org/entity/Q98848075,Endre Mayer,M/Maier_Endre_1859_1949,1020225092
http://www.wikidata.org/entity/Q98848114,Nikolaus Nessler,N/Nessler_Nikolaus_1867_1930,102430440X
http://www.wikidata.org/entity/Q98848141,Moses Ornstein,O/Ornstein_Moses_1839_1906,1024826414
http://www.wikidata.org/entity/Q98848184,Karl Schmelzer,S/Schmelzer_Karl_1878_1927,1030297207
http://www.wikidata.org/entity/Q98848219,Julius Schütz,S/Schuetz_Julius_1854_1934,1033124923
http://www.wikidata.org/entity/Q98848241,Gustav Siegmund,S/Siegmund_Gustav_1872_1932,1033995193
http://www.wikidata.org/entity/Q98907853,Anton Klima,K/Klima_Anton_1871_1941,1013575105
http://www.wikidata.org/entity/Q98907863,Otto Körber,K/Koerber_Otto_1886_1945,1013991400
http://www.wikidata.org/entity/Q98907867,Franz Koll,K/Koll_Franz_1894_1929,1013802586
http://www.wikidata.org/entity/Q98907878,Fritz Krauss,K/Kraus_Fritz_1860_1925,1017002576
http://www.wikidata.org/entity/Q98907881,Julius Krick,K/Krick_Julius_1869_1939,1017985367
http://www.wikidata.org/entity/Q98907887,Andreas Kuhn,K/Kuhn_Andreas_1868_1922,1017148724
http://www.wikidata.org/entity/Q98907894,Adalbert Kuzmanović,K/Kuzmanovic_Adalbert_1863_1911,1017589461
http://www.wikidata.org/entity/Q98907921,Alois Leitner,L/Leitner_Alois_1876_1923,1019146060
http://www.wikidata.org/entity/Q98907923,Josef Lexa,L/Lexa_Josef_1847_1901,1019352906
http://www.wikidata.org/entity/Q98907931,Christian Lippert,L/Lippert_Christian_1830_1899,1019543434
http://www.wikidata.org/entity/Q98907948,Franz Xaver Lutz,L/Lutz_Franz-Xaver_1874_1940,1019705760
http://www.wikidata.org/entity/Q98907968,Franz Maurer,M/Maurer_Franz_1854_1935,1020912030
http://www.wikidata.org/entity/Q98907972,Adolf Meixner,M/Meixner_Adolf_1872_1930,1021208698
http://www.wikidata.org/entity/Q98907973,Heinrich Meixner,M/Meixner_Heinrich_1870_1938,1020659181
http://www.wikidata.org/entity/Q98907991,Rudolf Neubauer,N/Neubauer_Rudolf_1847_1905,1024308235
http://www.wikidata.org/entity/Q98907996,Stjepan Novotny,N/Novotny_Stjepan_1833_1867,1024637522
http://www.wikidata.org/entity/Q98907998,Arthur Oelwein,O/Oelwein_Arthur_1837_1917,1024717704
http://www.wikidata.org/entity/Q98908027,Franz Putz,P/Putz_Franz_1873_1922,1027108849
http://www.wikidata.org/entity/Q98908035,Theodor Reich,R/Reich_Theodor_1861_1939,1027625401
http://www.wikidata.org/entity/Q98908040,Josef Reiter,R/Reiter_Josef_1845_1931,1027737579
http://www.wikidata.org/entity/Q98908046,Josef Riedel,R/Riedel_Josef_1839_1907,1028004508
http://www.wikidata.org/entity/Q98908048,Johann Riedl,R/Riedl_Johann_1808_1876,1028020414
http://www.wikidata.org/entity/Q98908054,Cesare Rossi,R/Rossi_Cesare_1852_1927,1028531907
http://www.wikidata.org/entity/Q98908061,Josef Ignaz Rüsch,R/Ruesch_Josef-Ignaz_1861_1925,1028693206
http://www.wikidata.org/entity/Q98908064,Josef Sailer,S/Sailer_Josef_1839_1920,1028995849
http://www.wikidata.org/entity/Q98908066,Julius Sauer,S/Sauer_Julius_1849_1911,1029268371
http://www.wikidata.org/entity/Q98908074,Josef Schifferer,S/Schifferer_Josef_1906_1944,1029909148
http://www.wikidata.org/entity/Q98908087,Anton Schmid,S/Schmid_Anton_1870_1931,1030303762
http://www.wikidata.org/entity/Q98908100,Martin Schmid,S/Schmid_Martin_1775_1834,1030557217
http://www.wikidata.org/entity/Q98908103,Oskar Schmidt,S/Schmid_Oskar_1897_1947,1030559511
http://www.wikidata.org/entity/Q98908104,Wilhelm Schmidt,S/Schmid_Wilhelm_1817_1901,1030564027
http://www.wikidata.org/entity/Q98908113,Josef Schneider,S/Schneider_Josef_1812_1884,1031579249
http://www.wikidata.org/entity/Q98908118,Alfred Schober,S/Schober_Alfred_1856_1917,103169420X
http://www.wikidata.org/entity/Q98908119,Franz Schober,S/Schober_Franz_1911_1945,1031694943
http://www.wikidata.org/entity/Q98908125,Josef Schön,S/Schoen_Josef_1809_1843,1031842705
http://www.wikidata.org/entity/Q98908127,Franz Schönauer,S/Schoenauer_Franz_1913_1942,103193359X
http://www.wikidata.org/entity/Q98908130,Friedrich Scholtz,S/Scholtz_Friedrich_1831_1911,1032225807
http://www.wikidata.org/entity/Q98908137,Franz Schreiber,S/Schreiber_Franz_1870_1942,1032621303
http://www.wikidata.org/entity/Q98908138,Johann Schreiber,S/Schreiber_Johann_1800_1841,1032631678
http://www.wikidata.org/entity/Q98908143,Arthur Schütz,S/Schuetz_Arthur_1857_1916,1033123242
http://www.wikidata.org/entity/Q98908146,Karl Schütz,S/Schuetz_Karl_1789_1872,1033123633
http://www.wikidata.org/entity/Q98908148,Franz Schuler,S/Schuler_Franz_1820_1903,1033147532
http://www.wikidata.org/entity/Q98908149,Hans Schuler,S/Schuler_Hans_1839_1917,1033148059
http://www.wikidata.org/entity/Q98908151,Hermann Schuller,S/Schuller_Hermann_1879_1949,1033229776
http://www.wikidata.org/entity/Q98908152,Richard Schuller,S/Schuller_Richard_1860_1932,1033232718
http://www.wikidata.org/entity/Q98908155,Josef Schwab,S/Schwab_Josef_1857_1918,1033338214
http://www.wikidata.org/entity/Q98908158,Ernst Schwarz,S/Schwarz_Ernst_1805_1897,1033475408
http://www.wikidata.org/entity/Q98908165,Rudolf Schwarz,S/Schwarz_Rudolf_1869_1947,1033471917
http://www.wikidata.org/entity/Q98908166,Johann Michael Schweighofer,S/Schweighofer_Johann-Michael_1840_1889,1033492744
http://www.wikidata.org/entity/Q98908173,Wenzel Seifert,S/Seifert_Wenzel_1862_1942,1033730912
http://www.wikidata.org/entity/Q98908178,Ferdinand Souvan,S/Souvan_Ferdinand_1840_1915,1035325381
http://www.wikidata.org/entity/Q98908194,Alexander Stern,S/Stern_Alexander_1886_1949,1036480372
http://www.wikidata.org/entity/Q98908204,Josef Straberger,S/Straberger_Josef_1836_1905,1046076493
http://www.wikidata.org/entity/Q98908218,Franz Tendler,T/Tendler_Franz_1820_1902,1074307712
http://www.wikidata.org/entity/Q98908225,Emanuel Louis Tschulik,T/Tschulik_Emanuel-Louis_1819_1847,1091587086
http://www.wikidata.org/entity/Q98908234,Josef Urban,U/Urban_Josef_1844_1907,1148770887
http://www.wikidata.org/entity/Q98924091,Karl Koch,K/Koch_Karl__,
http://www.wikidata.org/entity/Q98924188,Karl Kubena,K/Kubena_Karl_1849_1883,1017829225
http://www.wikidata.org/entity/Q98924205,Rudolf Lokar,L/Lokar_Rudolf_1812_1871,1019587679
http://www.wikidata.org/entity/Q60817522,Johann Löbl von Tauernstorff,L/Loebl-Tauernstorff_Johann_1859_1917,1019982845
http://www.wikidata.org/entity/Q60817525,Anton Loeff,L/Loeff_Anton_1819_1894,1020007567
http://www.wikidata.org/entity/Q60817585,Ernst Lohwag,L/Lohwag_Ernst_1847_1918,117197505
http://www.wikidata.org/entity/Q60817673,Lambert Carl Luckmann,L/Luckmann_Lambert-Carl_1798_1879,1020013990
http://www.wikidata.org/entity/Q60817694,Josef Luggin,L/Luggin_Josef_1834_1911,1020015136
http://www.wikidata.org/entity/Q60817703,Heinrich Luh,L/Luh_Heinrich_1875_1931,1020015152
http://www.wikidata.org/entity/Q60817720,Antun Luković,L/Lukovic_Antun_1815_1880,1020029889
http://www.wikidata.org/entity/Q60817738,Ivo Luntz,L/Luntz_Ivo_1882_1914,139591834
http://www.wikidata.org/entity/Q60817786,P. Antonio Macca,M/Macca_Antonio_1740_1824,1020053089
http://www.wikidata.org/entity/Q60817823,Karl Frh. von Magdeburg,M/Magdeburg_Karl_1809_1888,1020202149
http://www.wikidata.org/entity/Q60817935,Hermann Mallner von Marsegg,M/Mallner-Marsegg_Hermann_1829_1887,1020688467
http://www.wikidata.org/entity/Q60817951,Sigismondo Manci,M/Manci_Sigismondo_1734_1817,130251836
http://www.wikidata.org/entity/Q60817978,Bolesław Mańkowski,M/Mankowski_Boleslaw_1852_1921,1020699922
http://www.wikidata.org/entity/Q60818039,Wenzel Franz Mareda,M/Mareda_Wenzel-Franz_1805_1875,1020846283
http://www.wikidata.org/entity/Q60818046,Gedeon Frh. Maretich von Riv-Alpon,M/Maretich-Riv-Alpon_Gedeon_1845_1903,101864426
http://www.wikidata.org/entity/Q60818105,Adalbert Markus,M/Markus_Adalbert_1827_1913,1020474793
http://www.wikidata.org/entity/Q60818144,August Frh. von Martinez,M/Martinez_August_1794_1871,1019408243
http://www.wikidata.org/entity/Q60818172,Hans Maschke,M/Maschke_Hans_1853_1900,126582718
http://www.wikidata.org/entity/Q60818201,Philip Karl Matějovský,M/Matejovsky_Philip-Karl_1820_1873,1020907150
http://www.wikidata.org/entity/Q60818224,Ernst Mattanovič,M/Mattanovic_Ernst_1855_1937,1020910127
http://www.wikidata.org/entity/Q60818228,Erwin von Mattanovich,M/Mattanovich_Erwin_1861_1942,1020910232
http://www.wikidata.org/entity/Q60818298,Eduard Mazelle,M/Mazelle_Eduard_1862_1925,116975385
http://www.wikidata.org/entity/Q60818318,Eduard Meder,M/Meder_Eduard_1862_1937,1021177342
http://www.wikidata.org/entity/Q60818340,Adalbert Mathias Meingast,M/Meingast_Adalbert-Mathias_1845_1927,127729828
http://www.wikidata.org/entity/Q60818424,Jakob Frh. Merkl von Reinsee,M/Merkl-Reinsee_Jakob_1814_1901,1022851101
http://www.wikidata.org/entity/Q60818440,Anton Merta,M/Merta_Anton_1856_1931,1022866516
http://www.wikidata.org/entity/Q60818513,Philipp Adalbert Michel,M/Michel_Philipp-Adalbert_1814_1883,138381682
http://www.wikidata.org/entity/Q60818520,Heinrich Michetschläger,M/Michetschlaeger_Heinrich_1880_1937,1023065878
http://www.wikidata.org/entity/Q60818525,Adalbert Micholitsch,M/Micholitsch_Adalbert_1855_1913,133109372
http://www.wikidata.org/entity/Q60818585,Wolfgang von Milanes,M/Milanes_Wolfgang_1767_1849,1023107236
http://www.wikidata.org/entity/Q60818588,Franjo Milašinović,M/Milasinovic_Franjo_1808_1883,1023107406
http://www.wikidata.org/entity/Q60818593,Andrija Milčinović,M/Milcinovic_Andrija_1877_1937,118998293
http://www.wikidata.org/entity/Q60818626,P. Josip Milošević,M/Milosevic_Josip_1869_1926,1023121697
http://www.wikidata.org/entity/Q60818632,Aleksander von Milski,M/Milski_Aleksander_1862_1919,1023121778
http://www.wikidata.org/entity/Q60818655,Franz Mirtl,M/Mirtl_Franz_1856_1927,126638128
http://www.wikidata.org/entity/Q60818665,Silvio Mitis,M/Mitis_Silvio_1853_1934,1023325853
http://www.wikidata.org/entity/Q60818693,Ferdinand Mocker,M/Mocker_Ferdinand_1870_1937,126500533
http://www.wikidata.org/entity/Q60818719,Daniel Bohumil Molnár,M/Molnar_Daniel-Bohumil_1856_1886,1023825872
http://www.wikidata.org/entity/Q60818766,Constantin Morariu,M/Morariu_Constantin_1854_1927,122694724
http://www.wikidata.org/entity/Q60818770,Victor Morariu,M/Morariu_Victor_1881_1946,1023817926
http://www.wikidata.org/entity/Q60818897,Alexander Münnich,M/Muennich_Alexander_1843_1918,1023633876
http://www.wikidata.org/entity/Q60818983,Friedrich Napravil,N/Napravil_Friedrich_1841_1894,1024211738
http://www.wikidata.org/entity/Q60819004,Octavius von Navarini,N/Navarini_Octavius_1836_1908,1024219399
http://www.wikidata.org/entity/Q60819024,Miloš Nedvěd,N/Nedved_Milos_1908_1943,1024287149
http://www.wikidata.org/entity/Q60819040,Josef Baron Nemečić von Bihaćgrad,N/Nemecic-Bihacgrad_Josef_1832_1925,1024291685
http://www.wikidata.org/entity/Q60819069,Wilhelm Friedrich von Nepalleck,N/Nepalleck_Wilhelm-Friedrich_1862_1924,1024306348
http://www.wikidata.org/entity/Q60819072,Robert Neseni,N/Neseni_Robert_1876_1931,1024305546
http://www.wikidata.org/entity/Q60819126,Vinzenz Neumeyer,N/Neumaier_Vinzenz_1835_1900,1024435989
http://www.wikidata.org/entity/Q60819166,Matthias Niedermayer,N/Niedermaier_Matthias_1750_1829,1024500993
http://www.wikidata.org/entity/Q60819173,Rudolf Niemtschik,N/Niemtschik_Rudolf_1831_1877,117585149
http://www.wikidata.org/entity/Q60819191,Josef Niglutsch,N/Niglutsch_Josef_1844_1918,127848061
http://www.wikidata.org/entity/Q60819222,Oskar Noë,N/Noe_Oskar_1872_1910,1024525384
http://www.wikidata.org/entity/Q60819231,Eduard Normann von Friedenfels,N/Normann-Friedenfels_Eduard_1859_1911,1024527654
http://www.wikidata.org/entity/Q60819308,Franz Oberer,O/Oberer_Franz_1851_1902,1024641228
http://www.wikidata.org/entity/Q60819328,Albert von Obermayer,O/Obermayer_Albert_1844_1915,11759282X
http://www.wikidata.org/entity/Q60819364,Walther Obrist,O/Obrist_Walther_1878_1936,136213111
http://www.wikidata.org/entity/Q60819364,Walther Obrist,O/Obrist_Walther_1878_1936,142461105
http://www.wikidata.org/entity/Q60819397,František Odvalil,O/Odvalil_Frantisek_1880_1938,1024712788
http://www.wikidata.org/entity/Q60819405,Franz Josef Oehri,O/Oehri_Franz-Josef_1793_1864,136052223
http://www.wikidata.org/entity/Q60819416,Karl von Oettel,O/Oettel_Karl_1767_1821,1024721485
http://www.wikidata.org/entity/Q60819420,"Offner, Johann Michael d. J.",O/Offner_Johann-Michael_1766_1831,1024722740
http://www.wikidata.org/entity/Q60819424,Bernhard Wilhelm Ohligs,O/Ohligs_Bernhard-Wilhelm_1810_1869,102472526X
http://www.wikidata.org/entity/Q60819571,Karl Ozlberger,O/Ozlberger_Karl_1798_1883,1024837610
http://www.wikidata.org/entity/Q60819571,Karl Ozlberger,O/Ozlberger_Karl_1798_1883,133012050
