item,itemLabel,surname,first name,start_year,end_year,GND
http://www.wikidata.org/entity/Q1321956,Tobias Gottfried Schröer,Schroeer,Tobias-Gottfried,1791,1850,119060396
http://www.wikidata.org/entity/Q1325508,Frigyes Turnovszky,Turnovszky,Friedrich,1818,1877,1138839981
http://www.wikidata.org/entity/Q1325969,József Tyroler,Tyroler,Jozsef,1822,1854,1136735356
http://www.wikidata.org/entity/Q1326144,Daniel Tállayi,Tallyai,Daniel,1760,1816,1051970830
http://www.wikidata.org/entity/Q1329242,Emil Tőry,Toery,Emil,1863,1928,128748516
http://www.wikidata.org/entity/Q1336218,Emil Hertzka,Hertzka,Emil,1869,1932,116755121
http://www.wikidata.org/entity/Q1336729,Emil Reisch,Reisch,Emil,1863,1933,116428880
http://www.wikidata.org/entity/Q1338457,Emmanuele Antonio Cicogna,Cicogna,Emanuele-Antonio,1789,1868,100082882
http://www.wikidata.org/entity/Q1339001,Emmy Stradal,Stradal,Emmy,1877,1925,1046322435
http://www.wikidata.org/entity/Q1339678,Jakob Lohner,Lohner,Jakob,1821,1892,13786695X
http://www.wikidata.org/entity/Q1342373,Franz Kaym,Kaym,Franz,1891,1949,1013174860
http://www.wikidata.org/entity/Q1342833,Leonard Marconi,Marconi,Leonard,1835,1899,1020703938
http://www.wikidata.org/entity/Q1345667,Heinz Reichert,Reichert,Heinz,1877,1940,130133388
http://www.wikidata.org/entity/Q1351731,Gottfried Hofer,Hofer,Gottfried,1858,1932,116934778
http://www.wikidata.org/entity/Q1353534,Erich Wolf Degner,Degner,Erich-Wolfgang,1858,1908,116051353
http://www.wikidata.org/entity/Q1355527,Pavel Křížkovský,Krizkovsky,Pavel,1820,1885,129088013
http://www.wikidata.org/entity/Q1356643,Ernestine von Kirchsberg,Kirchsberg,Ernestine,1857,1924,1013624211
http://www.wikidata.org/entity/Q1357471,Ernst Bareuther,Bareuther,Ernst,1838,1905,143886002
http://www.wikidata.org/entity/Q1357899,Jan Karafiát,Karafiat,Jan,1840,1929,128875267
http://www.wikidata.org/entity/Q1360346,Ernst Tautenhayn,Tautenhayn,Ernst,1873,1944,117256722
http://www.wikidata.org/entity/Q1360544,Hugo Salus,Salus,Hugo,1866,1929,119222140
http://www.wikidata.org/entity/Q1362658,Erwein Nostitz-Rieneck,Nostitz-Rieneck,Erwein-Felix-Maria,1863,1931,13012589X
http://www.wikidata.org/entity/Q1366436,Josef Moriggl,Moriggl,Josef,1879,1939,138208522
http://www.wikidata.org/entity/Q1367190,Josef Wichner,Wichner,Josef,1852,1923,117336742
http://www.wikidata.org/entity/Q1371532,Peretz Smolenskin,Smolenskin,Perez,1842,1885,124433758
http://www.wikidata.org/entity/Q1374083,Wilhelm Kaan,Kaan,Wilhelm,1865,1945,1012931617
http://www.wikidata.org/entity/Q1377376,Alfred Nossig,Nossig,Alfred,1863,1943,130053007
http://www.wikidata.org/entity/Q1377985,Leo Uhl,Uhl,Leopold,1875,1934,1019704284
http://www.wikidata.org/entity/Q1380730,Marie Krafft,Krafft,Marie,1812,1885,136439926
http://www.wikidata.org/entity/Q1387252,Franz Gross,Gross,Franz,1815,1890,1011346567
http://www.wikidata.org/entity/Q1387875,Ignaz von Mitis,Mitis,Ignaz,1771,1842,100214630
http://www.wikidata.org/entity/Q1388428,Ferdinand Skaret,Skaret,Ferdinand,1862,1941,1027089682
http://www.wikidata.org/entity/Q1399555,Ignác Ujváry,Ujvary,Ignac,1860,1927,
http://www.wikidata.org/entity/Q1400067,György Urházy,Urhazy,Gyoergy,1823,1873,
http://www.wikidata.org/entity/Q1400771,Fedor Mamroth,Mamroth,Fedor,1851,1907,116724919
http://www.wikidata.org/entity/Q1401054,Károly Vajkay,Vajkay-Szered,Karoly,1825,1893,1149264578
http://www.wikidata.org/entity/Q1403428,Felix Dörmann,Biedermann,Felix,1870,1928,119020874
http://www.wikidata.org/entity/Q1403482,Felix Grafe,Grafe,Felix,1888,1942,133275752
http://www.wikidata.org/entity/Q1405095,Ferdinand Axmann,Axmann,Ferdinand,1838,1910,14380314X
http://www.wikidata.org/entity/Q1405752,Ferdinand Schimon,Schimon,Ferdinand,1797,1852,117271454
http://www.wikidata.org/entity/Q1406067,Hannibal Marquis Sommariva,Sommariva,Hannibal,1755,1829,138469431
http://www.wikidata.org/entity/Q1409181,Oskar Mulley,Mulley,Oskar,1891,1949,119144433
http://www.wikidata.org/entity/Q1411280,Fidelis Schönlaub,Schoenlaub,Fidelis,1805,1883,132909936
http://www.wikidata.org/entity/Q1421057,Ferenc Veress,Veress-Onod,Ferenc,1832,1916,129504912
http://www.wikidata.org/entity/Q1425893,Karl Bienenstein,Bienenstein,Karl,1869,1927,11616557X
http://www.wikidata.org/entity/Q1426080,János Vidats,Vidats,Janos,1826,1873,1172045739
http://www.wikidata.org/entity/Q1427971,Karl Kronfuß,Kronfuss,Karl,1858,1923,116555335
http://www.wikidata.org/entity/Q1434226,Hans Kirchsteiger,Kirchsteiger,Hans,1852,1932,116187352
http://www.wikidata.org/entity/Q1434498,Maria von Mörl,Moerl,Maria-Theresia,1812,1868,118813919
http://www.wikidata.org/entity/Q1440717,Friedrich Krastel,Krastel,Friedrich,1839,1908,116383011
http://www.wikidata.org/entity/Q1441363,Hans Schläger,Schlaeger,Hans,1820,1885,117280224
http://www.wikidata.org/entity/Q1445569,František Cyril Kampelík,Kampelik,Frantisek-Cyril,1805,1872,1013092775
http://www.wikidata.org/entity/Q1445608,František Kordač,Kordac,Franz,1852,1934,131691473
http://www.wikidata.org/entity/Q1445713,František Xaver Šalda,Salda,Frantisek-X,1867,1937,118750879
http://www.wikidata.org/entity/Q1447017,Franz Gschnitzer,Gschnitzer,Franz,1899,1968,118698699
http://www.wikidata.org/entity/Q1447133,Franz Hedrich,Hedrich,Franz,1823,1895,118911856
http://www.wikidata.org/entity/Q1447268,Franz Hochegger,Hochegger,Franz,1815,1875,130182710
http://www.wikidata.org/entity/Q1447291,Franz Hofmeister,Hofmeister,Franz,1850,1922,117526835
http://www.wikidata.org/entity/Q1447542,Franz Josef von Enzenberg,Enzenberg,Franz-Josef,1747,1821,143686615
http://www.wikidata.org/entity/Q1447763,Franz Keil,Keil,Franz,1822,1876,116094095
http://www.wikidata.org/entity/Q1447911,Franz Krieg von Hochfelden,Krieg-Hochfelden,Franz,1776,1856,136534201
http://www.wikidata.org/entity/Q1448229,Franz Mayr,Mayr,Franz,,1847,
http://www.wikidata.org/entity/Q1448610,Franz Pönninger,Poenninger,Franz,1832,1906,1019309180
http://www.wikidata.org/entity/Q1448847,Franz Sartori,Sartori,Franz,1782,1832,119130424
http://www.wikidata.org/entity/Q1449001,Franz Schwackhöfer,Schwackhoefer,Franz,1843,1903,140581502
http://www.wikidata.org/entity/Q1449143,Franz Stark,Stark,Franz-Anton,1818,1880,117216852
http://www.wikidata.org/entity/Q1449214,Franz Stumpf,Stumpf,Franz,1876,1935,133787443
http://www.wikidata.org/entity/Q1449214,Franz Stumpf,Stumpf,Franz,1876,1935,133787443
http://www.wikidata.org/entity/Q1449236,Franz Tappeiner,Tappeiner-Tappein,Franz,1816,1902,117201529
http://www.wikidata.org/entity/Q1449627,Franz Xaver Hackher zu Hart,Hackher-Hart,Franz-Xaver,1764,1837,1011480689
http://www.wikidata.org/entity/Q1449927,Franz von Kaska,Kaska,Franz,1834,1907,1013105354
http://www.wikidata.org/entity/Q1449993,Franz von Schneider,Schneider,Franz-Coelestin,1812,1897,116824700
http://www.wikidata.org/entity/Q1450001,Franz von Spaun,Spaun,Franz-Anton,1753,1826,119473623
http://www.wikidata.org/entity/Q1450088,Franziska Bilek,Bilek,Franz,1872,1941,118663178
http://www.wikidata.org/entity/Q1452349,Albert Hochleitner,Hochleitner,Albert,1893,1964,1168866375
http://www.wikidata.org/entity/Q1459172,Friedrich Fränzl,Fraenzl,Friedrich,1863,1938,143738860
http://www.wikidata.org/entity/Q1459795,Friedrich Hopp,Hopp,Friedrich-Ernst,1789,1869,130183652
http://www.wikidata.org/entity/Q1459804,Friedrich Horschelt,Horschelt,Friedrich,1793,1876,119529009
http://www.wikidata.org/entity/Q1460080,Friedrich John,John,Friedrich,1769,1843,117162760
http://www.wikidata.org/entity/Q1463722,Friedrich von Gagern,Gagern,Friedrich,1882,1947,118689142
http://www.wikidata.org/entity/Q1465450,Minna Kautsky,Kautsky,Wilhelmine,1837,1912,119317745
http://www.wikidata.org/entity/Q1465682,Fritz Benesch,Benesch,Fritz,1868,1949,117585513
http://www.wikidata.org/entity/Q17395699,Josef Schöbl,Schoebl,Joseph,1837,1902,1031823514
http://www.wikidata.org/entity/Q17399701,Elias Palme,Palme,Elias,1827,1893,134191722
http://www.wikidata.org/entity/Q17399709,August Stummer,Stummer-Tavarnok,August-Wilhelm,1827,1909,1048503232
http://www.wikidata.org/entity/Q17418230,Carl Schönfeld,Schoenfeld,Karl-Emil,1854,1934,116868090
http://www.wikidata.org/entity/Q17418230,Carl Schönfeld,Schoenfeld,Karl-Emil,1854,1934,130147346
http://www.wikidata.org/entity/Q17418239,Alfred Schreiber,Schreiber,Alfred,1838,1910,117033812
http://www.wikidata.org/entity/Q17456711,Leopold Schmutzler,Schmutzler,Leopold,1864,1940,116816961
http://www.wikidata.org/entity/Q17479628,Anton Amon,Amon,Anton,1862,1931,143614487
http://www.wikidata.org/entity/Q17487634,Ignaz Kaiser von Falkenthal,Kaiser-Falkenthal,Ignaz,1819,1895,131513524
http://www.wikidata.org/entity/Q17709112,Franz Kratter,Kratter,Franz,1760,1838,1016950810
http://www.wikidata.org/entity/Q17747685,Heinrich Jenke,Jenke,Heinrich,1823,1906,1012835812
http://www.wikidata.org/entity/Q17812501,Franz Kratter,Kratter,Franz,1758,1830,137741189
http://www.wikidata.org/entity/Q17998411,Emilijan Lilek,Lilek,Emilijan,1851,1940,130318655
http://www.wikidata.org/entity/Q18023264,Leopold Sailer,Sailer,Leopold,1889,1944,102899611X
http://www.wikidata.org/entity/Q18028505,Theodor Bach,Bach,Theodor-Karl,1858,1938,137415125
http://www.wikidata.org/entity/Q18113833,Kajetan Mayer von Mayrau,Maier-Mayrau,Kajetan,1811,1883,1021157066
http://www.wikidata.org/entity/Q18114438,Wenzel Gustav Schopf,Schopf,Wenzel-Gustav,1795,1876,119492997
http://www.wikidata.org/entity/Q18147994,Luigi Ratini,Ratini,Luigi,1880,1934,129334642
http://www.wikidata.org/entity/Q18155915,Romualdo Prati,Prati,Romualdo,1874,1930,1026695082
http://www.wikidata.org/entity/Q18166176,Stjepan Ivičević,Ivicevic,Stjepan,1801,1871,1012603776
http://www.wikidata.org/entity/Q18171874,Florentin Robert,Robert,Florent,1795,1870,139241388
http://www.wikidata.org/entity/Q18172501,Karel Ulepič,Ullepitsch-Krainfels,Karl,1811,1862,132974177
http://www.wikidata.org/entity/Q18219719,Ernst von Bergmann,Bergmann,Ernst,1844,1892,116132884
http://www.wikidata.org/entity/Q18221269,Magdalena Behrendt-Brandt,Behrend-Brandt,Magdalena,1828,1903,116110708
http://www.wikidata.org/entity/Q18222349,Wilhelm Jelinek,Jelinek,Wilhelm,1845,,1012828107
http://www.wikidata.org/entity/Q18224222,Matthäus Stegmayer,Stegmayer,Matthaeus,1771,1820,117230294
http://www.wikidata.org/entity/Q18325075,Wilhelm von Gutmann,Gutmann,Wilhelm,1826,1895,120068605
http://www.wikidata.org/entity/Q18327783,August Dehne,Dehne,August,1830,1917,1057037281
http://www.wikidata.org/entity/Q18411581,Maximiliane Bleibtreu,Mebus,Maximiliane,1870,1923,116201355
http://www.wikidata.org/entity/Q18507474,Anton Laschan von Moorland,Laschan-Moorland,Anton,1811,1897,1018908544
http://www.wikidata.org/entity/Q18509103,Johann von Kalchberg,Kalchegger-Kalchberg,Johann,1765,1837,115468048
http://www.wikidata.org/entity/Q18511570,Wenzl Weis,Weis,Wenzl,1858,1929,1026072255
http://www.wikidata.org/entity/Q18529344,Fran Kobal,Kobal,France,1881,1937,
http://www.wikidata.org/entity/Q18529644,Ivan Knez,Knez,Ivan,1853,1926,
http://www.wikidata.org/entity/Q18529668,Ivan Mlakar,Mlakar,Ivan,1845,1914,1023331616
http://www.wikidata.org/entity/Q18549654,Vasilie Popp,Popp,Vasile,1789,1842,119451298
http://www.wikidata.org/entity/Q18563278,Grete Trakl,Trakl,Grete,1892,1917,119156474
http://www.wikidata.org/entity/Q18565761,Jakob Kavčič,Kavcic,Jakob,1851,1923,101318615X
http://www.wikidata.org/entity/Q18587293,Janko Brejc,Brejc,Janko,1869,1934,124611478
http://www.wikidata.org/entity/Q18589551,Stefan Mautner,Mautner,Stephan,1877,1945,143073923
http://www.wikidata.org/entity/Q18604217,Josip Pfeifer,Pfeifer,Josip,1835,1906,1025980107
http://www.wikidata.org/entity/Q18604231,Josip Urbanija,Urbanija,Josip,1877,1943,
http://www.wikidata.org/entity/Q18608631,Julij Nardin,Nardin,Julij,1877,1948,1024212602
http://www.wikidata.org/entity/Q18612872,Klara Pölt,Poelt,Klara,1862,1926,133125106
http://www.wikidata.org/entity/Q18620252,Daniel Fischer,Fischer,Daniel,1773,1833,144029413
http://www.wikidata.org/entity/Q18626367,Johann Kiechl,Kiechl,Johann,1804,1893,140126406
http://www.wikidata.org/entity/Q18631814,Tilly Kutschera,Kutschera,Tilly,1890,1920,116628006
http://www.wikidata.org/entity/Q18645178,Simon Robič,Robic,Simon,1824,1897,1028175434
http://www.wikidata.org/entity/Q18645527,Valentin Matthias Shivitz,Shivitz,Valentin-Matthias,1828,1917,1033960993
http://www.wikidata.org/entity/Q18758746,István Keglevich,Keglevich-Buzin,Istvan,1840,1905,1013320077
http://www.wikidata.org/entity/Q18916924,Marie Edle von Pelzeln,Pelzel-Pelzeln,Marie,1830,1894,127513175
http://www.wikidata.org/entity/Q18926541,Hans Pohlig,Pohlig,Johannes,1855,1937,116260955
http://www.wikidata.org/entity/Q19125938,Alexander Solomonica,Solomonica,Alexander,1889,1942,1025655893
http://www.wikidata.org/entity/Q19130819,Anton Victor Felgel,Felgel-Farnholz,Anton,1845,1930,116441399
http://www.wikidata.org/entity/Q19131406,Arthur Scheller,Scheller,Arthur,1876,1929,117216100
http://www.wikidata.org/entity/Q19196658,Franz Clar,Clar,Franz,1812,1876,1075617677
http://www.wikidata.org/entity/Q19210573,Heinrich Egon Wallsee,Wallsee,Heinrich-Egon,1849,1942,131721887
http://www.wikidata.org/entity/Q19211040,Hermann Sternbach,Sternbach,Hermann,1880,1942,117232327
http://www.wikidata.org/entity/Q19219197,Max Dietz,Dietz,Max,1857,1928,130137650
http://www.wikidata.org/entity/Q19224578,Ottokar Leneček,Lenecek,Ottokar,1867,1942,1019146788
http://www.wikidata.org/entity/Q19225581,Richard Rosenbaum,Rosenbaum,Richard,1867,1942,11662177X
http://www.wikidata.org/entity/Q19279798,Franz Heiderich,Heiderich,Franz,1863,1926,116605227
http://www.wikidata.org/entity/Q19286850,Johann Nepomuk Ebner von Rofenstein,Ebner-Rofenstein,Johann-Nep,1790,1876,119518406
http://www.wikidata.org/entity/Q19502390,Georg von Lehmann,Lehmann,Georg,1856,1936,1018736425
http://www.wikidata.org/entity/Q19593920,Carlo Giussani,Giussani,Carlo,1840,1900,116649305
http://www.wikidata.org/entity/Q19597229,Giambattista Mutinelli,Mutinelli,Giambattista,1747,1823,1024091880
http://www.wikidata.org/entity/Q19711978,Marijan Derenčin,Derencin,Marijan,1836,1908,130572586
http://www.wikidata.org/entity/Q19753770,Anton Karl Kisa,Kisa,Anton-Karl,1857,1907,116193263
http://www.wikidata.org/entity/Q19753922,Hermann Egger,Egger,Hermann,1873,1949,116365978
http://www.wikidata.org/entity/Q19787776,Franz Schneiderhan,Schneiderhan,Franz,1863,1938,12246690X
http://www.wikidata.org/entity/Q19819099,Kurt Leuchs,Leuchs,Kurt,1881,1949,116957875
http://www.wikidata.org/entity/Q19826354,Gábor Svajczer,Svaiczer,Gabor,1784,1845,1049353633
http://www.wikidata.org/entity/Q19832668,Irene Kiesewetter von Wiesenbrunn,Kiesewetter-Wiesenbrunn,Irene,1811,1872,141479922
http://www.wikidata.org/entity/Q19836425,Jožef Muršec,Mursec,Jozef,1807,1895,102369185X
http://www.wikidata.org/entity/Q19932512,Julius von Albach,Albach,Julius,1840,1925,139178260
http://www.wikidata.org/entity/Q19959346,Josef Eichberger,Eichberger,Josef,1801,1862,130803839
http://www.wikidata.org/entity/Q19959470,Gertrud Förstel,Foerstel,Gertrude,1880,1950,116635789
http://www.wikidata.org/entity/Q19960062,Wilhelm von Kesslitz,Kesslitz,Wilhelm,1862,1944,130806145
http://www.wikidata.org/entity/Q19964845,Hermann von Tappeiner,Tappeiner-Tappein,Hermann,1847,1927,117201545
http://www.wikidata.org/entity/Q19971333,Ernst Nowack,Novak,Ernst,1891,1946,130516058
http://www.wikidata.org/entity/Q19971458,Viktor Seßler Freiherr von Herzinger,Sessler-Herzinger,Viktor-Felix,1836,1899,1033823899
http://www.wikidata.org/entity/Q19984806,Karl Kailer von Kaltenfels,Kailer-Kaltenfels,Karl,1862,1917,1012941663
http://www.wikidata.org/entity/Q19986284,Ladislaus Ujházy,Ujhazy-Budamer-Rozsnyobanya,Laszlo,1795,1870,1147994986
http://www.wikidata.org/entity/Q19997604,Wolfgang Kallab,Kallab,Wolfgang,1875,1906,116032286
http://www.wikidata.org/entity/Q20002115,Gabriele Wietrowetz,Wietrowetz,Gabriele,1866,1937,117370320
http://www.wikidata.org/entity/Q20003631,Johann Evangelist Engl,Engl,Johann-Ev,1835,1921,116504099
http://www.wikidata.org/entity/Q20057143,Carlo Pascotini von Ehrenfels,Pascotini-Ehrenfels,Carlo,1797,1879,
http://www.wikidata.org/entity/Q20057318,Eduard Lipp,Lipp,Eduard,1831,1891,1019541296
http://www.wikidata.org/entity/Q20057418,Heinrich Perger von Pergenau,Perger-Pergenau,Heinrich,1810,1878,137184212
http://www.wikidata.org/entity/Q20058039,Quido Thun-Hohenstein,Thun-Hohenstein,Guido,1823,1904,1080013709
http://www.wikidata.org/entity/Q20058306,Wilhelm Schaup,Schaup,Wilhelm,1838,1899,1029632766
http://www.wikidata.org/entity/Q20161540,Josef Feldkircher,Feldkircher,Josef,1812,1851,126389934
http://www.wikidata.org/entity/Q20211876,Jaroslav Martinec,Martin,Josef,1842,1924,
http://www.wikidata.org/entity/Q20435200,Pál Oberschall,Oberschall,Pal,1871,1934,1024702189
http://www.wikidata.org/entity/Q20438076,Sámuel Tóth,Toth,Samuel,1838,1899,
http://www.wikidata.org/entity/Q20438106,István Trattner-Károlyi,Trattner-Karolyi-Karolypaty-Vasvar,Istvan,1794,1863,1127364464
http://www.wikidata.org/entity/Q20438118,Gyula Túry,Tury,Gyula,1866,1932,1060507668
http://www.wikidata.org/entity/Q20525359,Q20525359,Barac,Milutin,1849,1938,
http://www.wikidata.org/entity/Q20525364,Franz Kalser von Maasfeld,Kalser-Maasfeld,Franz,1860,1921,1013086155
http://www.wikidata.org/entity/Q20525989,Šime Mazzura,Mazzura,Sime,1840,1918,1021176656
http://www.wikidata.org/entity/Q55884718,Gabriel Geringer von Ödenberg,Geringer-Oedenberg,Gabriel,1758,1825,144044080
http://www.wikidata.org/entity/Q55884806,Karl von Gissendorf,Gissendorf,Karl,1825,1866,144046962
http://www.wikidata.org/entity/Q55905689,Karl Bonelli,Bonelli,Karl,1756,1823,143909851
http://www.wikidata.org/entity/Q55910344,Joseph Ellmaurer,Ellmaurer,Josef,1772,1833,132868822
http://www.wikidata.org/entity/Q55842884,Moritz Holl,Holl,Moritz,1852,1920,116961589
http://www.wikidata.org/entity/Q55843262,Alexander von Musulin,Musulin-Gomirje,Alexander,1868,1947,129414212
http://www.wikidata.org/entity/Q55843300,Bruno Possanner von Ehrenthal,Possanner-Ehrenthal,Bruno,1879,1942,130861464
http://www.wikidata.org/entity/Q55843336,Adolf Schram,Schram,Adolf,1848,1927,1013961390
http://www.wikidata.org/entity/Q55843337,Benedict Schroll,Schroll,Benedict,1790,1876,1014444853
http://www.wikidata.org/entity/Q55844208,Jakob Hock,Hock,Jakob,1831,1890,137583702
http://www.wikidata.org/entity/Q55844216,Hermann von Hoernes,Hoernes,Hermann,1858,1948,139935053
http://www.wikidata.org/entity/Q55844479,Franz Graf von Kuefstein,Kuefstein,Franz,1841,1918,136547583
http://www.wikidata.org/entity/Q55844623,Guido von Lenz,Lenz,Guido,,1916,136636314
http://www.wikidata.org/entity/Q55845702,Maximilian Freiherr von Pitreich,Pitreich,Maximilian,1877,1945,101816162
http://www.wikidata.org/entity/Q55846406,Ignaz Anton Schmieger,Schmieger,Ignaz-Anton,1812,1887,138708444
http://www.wikidata.org/entity/Q55846465,Jakob Friedrich Schöll,Schoell,Jakob-Friedrich,1770,1841,13685138X
http://www.wikidata.org/entity/Q55846484,Lorenz Schöpf,Schoepf,Lorenz,1793,1871,138196508
http://www.wikidata.org/entity/Q55846517,Ignaz Schubert,Schubert,Ignaz,1785,1844,1014513154
http://www.wikidata.org/entity/Q55846925,Oskar Stoerk,Stoerk,Oskar,1870,1926,128298758
http://www.wikidata.org/entity/Q55847781,Joseph Freiherr von Koudelka,Koudelka,Joseph,1773,1850,136425895
http://www.wikidata.org/entity/Q55847850,Ludwig Lobmeyr,Lobmeyr,Ludwig,1829,1917,117074314
http://www.wikidata.org/entity/Q55847891,Emil Mariot,Mariot,Emil,1825,1891,141836261
http://www.wikidata.org/entity/Q55851090,Albin Haberda,Haberda,Albin,1868,1933,13406173X
http://www.wikidata.org/entity/Q55851112,Aemilius Hacker,Hacker,Aemilius,1870,1912,137532695
http://www.wikidata.org/entity/Q55851274,Otto Hämmerle,Haemmerle,Otto,1846,1916,136818153
http://www.wikidata.org/entity/Q55851609,Joseph Heideloff,Heideloff,Josef,1747,1830,135689228
http://www.wikidata.org/entity/Q55851873,Ernst Freiherr von Herbert-Kerchnawe,Herbert-Kerchnawe,Ernst,1842,1907,135934044
http://www.wikidata.org/entity/Q55853912,Aron Kornfeld,Kornfeld,Aron,1795,1881,136422993
http://www.wikidata.org/entity/Q55854056,Aloys Ritter Kremer von Auenrode,Kremer-Auenrode,Alois-Silverius,1797,1852,100202500
http://www.wikidata.org/entity/Q55854056,Aloys Ritter Kremer von Auenrode,Kremer-Auenrode,Alois-Silverius,1797,1852,136521819
http://www.wikidata.org/entity/Q55854463,Joseph Lanzedelly der Jüngere,Lanzedelly,Josef,1807,1879,136308465
http://www.wikidata.org/entity/Q55854575,Ferdinand Lebeda,Lebeda,Ferdinand,1824,1902,136544819
http://www.wikidata.org/entity/Q55854660,Leopold Franz Leidesdorf,Leidesdorf,Leopold-Franz,1793,1864,136602789
http://www.wikidata.org/entity/Q55855404,Heinrich Lustig-Prean von Preanfeld,Lustig-Prean-Preanfeld-Fella,Heinrich,1865,1932,137891962
http://www.wikidata.org/entity/Q55856029,Albert Mayer von Gunthof,Maier-Gunthof,Albert,1827,1906,136697593
http://www.wikidata.org/entity/Q55856409,Josef Traugott Meschendörfer,Meschendoerfer,Josef-Traugott,1832,1909,138327246
http://www.wikidata.org/entity/Q55856465,Ottilie Metzeles,Salten,Ottilie,1868,1942,139655360
http://www.wikidata.org/entity/Q55857888,Robert Graf von Nostitz-Rieneck,Nostitz-Rieneck,Robert,1856,1929,133187551
http://www.wikidata.org/entity/Q55858908,Anton von Pitreich,Pitreich,Anton,1838,1907,140225900
http://www.wikidata.org/entity/Q55885163,František Aleksandr Rokos,Rokos,Frantisek-Alexander,1797,1852,1011449749
http://www.wikidata.org/entity/Q55886056,Giuseppe Haimann,Haimann,Giuseppe,1828,1883,1011547325
http://www.wikidata.org/entity/Q55886420,Emil Schrutka von Rechtenstamm,Schrutka-Rechtenstamm,Emil,1852,1918,117106984
http://www.wikidata.org/entity/Q55887116,Anton Schürer von Waldheim,Schuerer-Waldheim,Anton,1862,1934,1017707766
http://www.wikidata.org/entity/Q55887413,Anton Seraphin von Hepperger zu Tirschtenberg und Hoffensthal,Hepperger-Tirschtenberg-Hoffensthal,Anton-Seraphin,1767,1831,1011830280
http://www.wikidata.org/entity/Q55889681,Joseph Treitl,Treitl,Josef,1804,1895,143617087
http://www.wikidata.org/entity/Q55890920,Lelio Graf Spannocchi,Spannocchi,Lelio,1868,1946,130154407
http://www.wikidata.org/entity/Q55892005,Gustav Ritter von Steeb,Steeb,Gustav,1845,1876,1035691175
http://www.wikidata.org/entity/Q55892036,Franz Michael Reißer,Reisser,Franz-De-P-Michael,1769,1835,123964652
http://www.wikidata.org/entity/Q55892616,Franz Schwaighofer,Schwaighofer,Franz,1826,1891,115797203
http://www.wikidata.org/entity/Q55893366,Martin Kiem,Kiem,Martin,1829,1903,116168293
http://www.wikidata.org/entity/Q55893618,Edwin Storek,Storek,Edwin,1888,1944,1037045807
http://www.wikidata.org/entity/Q55896309,Ernst Urbantschitsch,Urbantschitsch,Ernst,1877,1948,1055430571
http://www.wikidata.org/entity/Q55899337,Friedrich Hinterberger,Hinterberger,Friedrich,1826,1875,11689833X
http://www.wikidata.org/entity/Q55899722,Karl Mecséry de Tsoór,Mecsery-Tsoor,Karl,1804,1885,116989033
http://www.wikidata.org/entity/Q55899882,Luise Liebhardt,Liebhardt,Luise,1828,1899,116996803
http://www.wikidata.org/entity/Q55900092,Jakob Schabus,Schabus,Jakob,1825,1867,117090409
http://www.wikidata.org/entity/Q55902033,Carl Hornstein,Hornstein,Karl,1824,1882,117531693
http://www.wikidata.org/entity/Q55903303,Josef Moeller,Moeller,Josef,1848,1924,117082325
http://www.wikidata.org/entity/Q55904112,Ferdinand Kölgen,Koelgen,Ferdinand,1824,1911,128024860
http://www.wikidata.org/entity/Q55905124,Matthaeus Christian Schili,Schili,Matthaeus-Christian,1762,1832,128516437
http://www.wikidata.org/entity/Q55906301,Johann Nepomuk Hromátko,Hromatko,Johann-Nep-Norbert,1783,1850,1012215644
http://www.wikidata.org/entity/Q55906303,Antonie Huber,Huber,Antonie,1778,1856,101221639X
http://www.wikidata.org/entity/Q55906593,Amand Jung,Jung,Amand,1814,1889,1012905136
http://www.wikidata.org/entity/Q55906632,Eduard Janschitz,Janschitz,Eduard,1827,1882,1012673715
http://www.wikidata.org/entity/Q55906655,Karl Kager von Mayregg,Kager-Mayregg,Karl,1819,1866,1012935620
http://www.wikidata.org/entity/Q55906693,Johann Nepomuk Kaiser,Kaiser,Johann-Nep,1792,1865,1012943410
http://www.wikidata.org/entity/Q55906820,Jakob Jauernig,Jauernig,Jakob,1793,1855,1012821110
http://www.wikidata.org/entity/Q55906828,Johann Peter Kapferer,Kapferer,Johann-Peter,1820,1864,1012980561
http://www.wikidata.org/entity/Q55906843,Karl Jautz,Jautz,Karl,1780,1863,1012815900
http://www.wikidata.org/entity/Q55907050,Franz Kässmann,Kaessmann,Franz,1751,1837,1013095456
http://www.wikidata.org/entity/Q55907133,Ferenc Kasselik,Kasselik,Ferenc,1800,1884,1013107225
http://www.wikidata.org/entity/Q55907299,Jakob Ernst Koch,Koch,Jakob-Ernst-I,1797,1856,1013703138
http://www.wikidata.org/entity/Q55907398,Sidonie Kohen,Kohen,Sidonie,1830,1900,1013729463
http://www.wikidata.org/entity/Q55907616,Paul Kohlmayer,Kohlmayer,Paul,1819,1885,1013740823
http://www.wikidata.org/entity/Q55907661,Zölestin Keppler,Keppler,Zoelestin,1784,1858,1013284909
http://www.wikidata.org/entity/Q55907664,Gustav Klöckner,Kloeckner,Gustav,1814,1901,1013435303
http://www.wikidata.org/entity/Q55907733,Augustin Knoflach,Knoflach,Augustin,1783,1842,1013450698
http://www.wikidata.org/entity/Q55907776,Matěj Knajsl,Knajsl,Matej,1805,1890,1013454537
http://www.wikidata.org/entity/Q55907829,Alois von Knöpfler,Knoepfler,Alois,1827,1914,1013643720
