i,item,itemLabel,oeblid,apis_id
9065,http://www.wikidata.org/entity/Q55025707,Johann von Jasenova Csaplovics,C/Csaplovics-Jescenova_Johann_1780_1847,87016.0
9066,http://www.wikidata.org/entity/Q55052481,Hans Huemer,H/Huemer_Hans_1858_1935,76196.0
9067,http://www.wikidata.org/entity/Q55064849,Kryštof Liebich,L/Liebich_Christoph_1783_1874,62910.0
9068,http://www.wikidata.org/entity/Q55064856,Emanuel Liegel,L/Liegel_Emanuel_1859_1894,63022.0
9069,http://www.wikidata.org/entity/Q55127556,Bernhard Franz Czerwenka,C/Czerwenka_Bernhard-Franz_1825_1886,86466.0
9070,http://www.wikidata.org/entity/Q55122817,Engelbert Kolp,K/Kolp_Engelbert_1840_1877,69353.0
9071,http://www.wikidata.org/entity/Q55127717,Anton Kühnelt,K/Kuehnelt_Anton_1842_1898,66646.0
9072,http://www.wikidata.org/entity/Q55122987,Franz August von Kurländer,K/Kurlaender-Kornfeld_Franz-August_1777_1836,66363.0
9073,http://www.wikidata.org/entity/Q55123126,Alois Meßmer,M/Messmer_Alois_1822_1857,57743.0
9074,http://www.wikidata.org/entity/Q55127720,Friedrich Freiherr von Mondel,M/Mondel_Friedrich_1821_1886,56691.0
9075,http://www.wikidata.org/entity/Q55071288,Július Pungur,P/Pungur_Gyula_1843_1907,47368.0
9076,http://www.wikidata.org/entity/Q55127607,Karl Schikaneder,S/Schikaneder_Karl_1773_1845,41680.0
9077,http://www.wikidata.org/entity/Q55127608,Johann Gottlieb Schildbach,S/Schildbach_Johann-Gottlieb_1765_1820,41686.0
9078,http://www.wikidata.org/entity/Q55072664,František Sitensky,S/Sitensky_Frantisek_1851_1924,33875.0
9079,http://www.wikidata.org/entity/Q55072728,Franz Xaver Smoler,S/Smoler_Franz-Xav_1802_1865,33719.0
9080,http://www.wikidata.org/entity/Q55126944,Karl Stegmayer,S/Stegmayer_Karl_1800_1862,31781.0
9081,http://www.wikidata.org/entity/Q55193084,Josef Erl,E/Erl_Joseph_1811_1874,84878.0
9082,http://www.wikidata.org/entity/Q55217236,Romuald Formánek,F/Formanek_Romuald_1857_1927,83195.0
9083,http://www.wikidata.org/entity/Q55134349,Ludwig Goldhann,G/Goldhann_Ludwig_1823_1893,81566.0
9084,http://www.wikidata.org/entity/Q55193276,Josef Nikola,N/Nikola_Josef_1816_1892,54614.0
9085,http://www.wikidata.org/entity/Q55193411,Josef Wagner,W/Wagner_Josef_1818_1870,
9086,http://www.wikidata.org/entity/Q55227901,Paolo Gaddi,G/Gaddi_Paolo_1806_1871,82514.0
9087,http://www.wikidata.org/entity/Q55400886,Stanisław Rzepiński,R/Rzepinski_Stanislaw_1861_1944,43573.0
9088,http://www.wikidata.org/entity/Q55452848,Hermann Joseph Hinterstoisser,H/Hinterstoisser_Hermann-Joseph_1861_1932,77523.0
9089,http://www.wikidata.org/entity/Q55682697,Alfred Adrowitzer,A/Adrowitzer_Alfred_1916_1982,90925.0
9090,http://www.wikidata.org/entity/Q55677422,Ferdinand von Attems,A/Attems_Ferdinand-Maria_1746_1820,90200.0
9091,http://www.wikidata.org/entity/Q55680119,Alois Bahr,B/Bahr_Alois_1834_1898,89770.0
9092,http://www.wikidata.org/entity/Q55674173,Paul Bellac,B/Bellac_Paul_1891_1975,88971.0
9093,http://www.wikidata.org/entity/Q55674316,Victor Boschetti,B/Boschetti_Viktor_1871_1933,87836.0
9094,http://www.wikidata.org/entity/Q55679339,Karl Carda,C/Carda_Karl_1870_1943,
9095,http://www.wikidata.org/entity/Q55682841,Julius Duhm,D/Duhm_Julius_1885_1955,86014.0
9096,http://www.wikidata.org/entity/Q55677524,Bernhard Enzensberger,E/Enzensperger_Bernhard_1788_1855,84724.0
9097,http://www.wikidata.org/entity/Q55678724,Josip Florschütz,F/Florschuetz_Josip_1864_1916,83815.0
9098,http://www.wikidata.org/entity/Q55676791,Arrigo von Fraus,F/Fraus-Wagner_Arrigo_1861_1944,83439.0
9099,http://www.wikidata.org/entity/Q55678077,Josef Grabherr,G/Grabherr_Josef_1856_1921,81052.0
9100,http://www.wikidata.org/entity/Q55677974,Hans Hampel,H/Hampel_Hans_1822_1884,79170.0
9101,http://www.wikidata.org/entity/Q55674698,Isidor Heller,H/Heller_Isidor_1816_1879,78092.0
9102,http://www.wikidata.org/entity/Q55675544,Philipp von Holger,H/Holger_Philipp-Alois_1796_1866,
9103,http://www.wikidata.org/entity/Q55676820,Franz von Hurter,H/Hurter-Ammann_Franz_1824_1906,75558.0
9104,http://www.wikidata.org/entity/Q55676039,Johann Philipp Joendl,J/Joendl_Johann-Philipp_1782_1866,74669.0
9105,http://www.wikidata.org/entity/Q55678235,Hermann Josef Kalbrunner,K/Kalbrunner_Hermann-Josef_1803_1876,73215.0
9106,http://www.wikidata.org/entity/Q55641148,Otto Keller,K/Keller_Otto_1861_1928,72127.0
9107,http://www.wikidata.org/entity/Q55679632,Franz Kornheisl,K/Kornheisl_Franz_1829_1917,69057.0
9108,http://www.wikidata.org/entity/Q55676648,Hans R. Kreibich,K/Kreibich_Hans-Robert_1863_1939,67286.0
9109,http://www.wikidata.org/entity/Q55679845,Emil von Linhart,L/Linhart_Emil_1846_1912,62508.0
9110,http://www.wikidata.org/entity/Q55673591,Josef Melion,M/Melion_Josef_1813_1905,58147.0
9111,http://www.wikidata.org/entity/Q55673478,Johann Chrysostomus Mitterrutzner,M/Mitterrutzner_Johannes-Chrysostomus_1818_1902,57108.0
9112,http://www.wikidata.org/entity/Q55673494,Giovanni Pesante,P/Pesante_Giovanni_1842_1906,51097.0
9113,http://www.wikidata.org/entity/Q55678151,Gustav A. von Peschka,P/Peschka_Gustav-Adolf-Viktor_1830_1903,51103.0
9114,http://www.wikidata.org/entity/Q55674333,Alois Prasch,P/Prasch_Alois_1854_1907,48673.0
9115,http://www.wikidata.org/entity/Q55678228,Rudolf Preiss,P/Preiss_Rudolf_1881_1939,48098.0
9116,http://www.wikidata.org/entity/Q55673658,Vinzenz Reifner,R/Reifner_Vinzenz_1878_1922,46546.0
9117,http://www.wikidata.org/entity/Q55681824,Eduard von Succovaty von Vezza,S_42/Succovaty-Vezza_Eduard_1839_1919,29289.0
9118,http://www.wikidata.org/entity/Q55681847,Josef Jan Svátek,S_43/Svatek_Josef-Jan_1870_1948,28851.0
9119,http://www.wikidata.org/entity/Q55681853,August Swoboda,S_43/Swoboda_August_1795_1863,28968.0
9120,http://www.wikidata.org/entity/Q55675171,Konrad Schiffmann,S/Schiffmann_Konrad_1871_1941,41638.0
9121,http://www.wikidata.org/entity/Q55676538,Hugo Schindelka,S/Schindelka_Hugo_1853_1913,41785.0
9122,http://www.wikidata.org/entity/Q55675492,Kamill Maria von Schlechta,S/Schlechta-Wschehrd_Kamill-Franz-Karl-Adam_1822_1880,41284.0
9123,http://www.wikidata.org/entity/Q55677355,Franz Schöpf,S/Schoepf_Franz_1836_1915,38708.0
9124,http://www.wikidata.org/entity/Q55679405,Lothar Schrutka von Rechtenstamm,S/Schrutka-Rechtenstamm_Lothar_1881_1945,37622.0
9125,http://www.wikidata.org/entity/Q55680799,Josef Anton Schuster,S/Schuster_Josef-Anton_1770_1852,37030.0
9126,http://www.wikidata.org/entity/Q55676687,Franz Anton Sinnacher,S/Sinnacher_Franz-Anton_1772_1836,33833.0
9127,http://www.wikidata.org/entity/Q55678163,Rudolf Sinwel,S/Sinwel_Rudolf_1865_1947,33836.0
9128,http://www.wikidata.org/entity/Q55675377,Emil Soffé,S/Soffe_Emil-Ludwig_1851_1922,33175.0
9129,http://www.wikidata.org/entity/Q55679901,Philipp Staetter,S/Staetter_Philipp_1843_1913,32025.0
9130,http://www.wikidata.org/entity/Q55675160,Franz Staub,S/Staub_Franz_1860_1945,32349.0
9131,http://www.wikidata.org/entity/Q55679179,Moritz Steckelmacher,S/Steckelmacher_Moritz_1851_1920,31671.0
9132,http://www.wikidata.org/entity/Q55680114,Gustav Steinbach,S/Steinbach_Gustav_1848_1911,31852.0
9133,http://www.wikidata.org/entity/Q55681673,Franz Streintz,S/Streintz_Franz_1855_1922,30125.0
9134,http://www.wikidata.org/entity/Q55677901,Georg Strele,S/Strele_Georg_1861_1950,29466.0
9135,http://www.wikidata.org/entity/Q55681783,Johann Struska,S/Struska_Johann_1848_1924,29723.0
9136,http://www.wikidata.org/entity/Q55681824,Eduard von Succovaty von Vezza,S/Succovaty-Vezza_Eduard_1839_1919,29289.0
9137,http://www.wikidata.org/entity/Q55681847,Josef Jan Svátek,S/Svatek_Josef-Jan_1870_1948,28851.0
9138,http://www.wikidata.org/entity/Q55681853,August Swoboda,S/Swoboda_August_1795_1863,28968.0
9139,http://www.wikidata.org/entity/Q55682604,János Tarnai,T/Tarnai_Janos_1843_1930,27564.0
9140,http://www.wikidata.org/entity/Q55683772,Karl von Testa,T/Testa_Karl_1823_1895,27151.0
9141,http://www.wikidata.org/entity/Q55683778,Wilhelm von Teuber,T/Teuber_Wilhelm_1829_1884,27185.0
9142,http://www.wikidata.org/entity/Q55675229,Carl von Thaler,T/Thaler_Karl_1836_1916,27278.0
9143,http://www.wikidata.org/entity/Q55680442,Franz Thalmayr,T/Thalmayr_Franz_1854_1930,27304.0
9144,http://www.wikidata.org/entity/Q55683809,Jakob Thonet,T/Thonet_Jakob_1841_1929,27492.0
9145,http://www.wikidata.org/entity/Q55683593,Karel Tiller,T/Tiller_Karel_1848_1918,26939.0
9146,http://www.wikidata.org/entity/Q55684563,Johann Baptist Trassler,T/Trassler_Johann-Baptist_1787_1845,91291.0
9147,http://www.wikidata.org/entity/Q55685178,Sigmund Trebitsch,T/Trebitsch_Sigmund_1828_1904,91403.0
9148,http://www.wikidata.org/entity/Q55677941,Alfred von Uxkull-Gyllenband,U/Uexkuell-Gyllenband_Alfred_1838_1877,
9149,http://www.wikidata.org/entity/Q55678169,Ludwig Waelsch,W/Waelsch_Ludwig_1867_1924,
9150,http://www.wikidata.org/entity/Q55773264,Hermann Vinzenz Heller,H/Heller_Hermann-Vinzenz_1866_1949,78089.0
9151,http://www.wikidata.org/entity/Q55773224,Thomas Hrncir,H/Hrncir_Thomas_1855_1917,75977.0
9152,http://www.wikidata.org/entity/Q55712233,Karl von Morawitz,M/Morawitz_Karl_1846_1914,56805.0
9153,http://www.wikidata.org/entity/Q55848172,Karl Anzengruber,A/Anzengruber_Karl_1876_1927,89975.0
9154,http://www.wikidata.org/entity/Q55847378,Maximilian Anton Karl Graf von und zu Auersperg,A/Auersperg_Maximilian_1771_1850,90269.0
9155,http://www.wikidata.org/entity/Q55883062,Philipp Christoph von Bechthold,B/Bechtold_Philipp-Christoph_1747_1818,89510.0
9156,http://www.wikidata.org/entity/Q55887367,Peter Alcantara Budik,B/Budik_Peter_1792_1858,87613.0
9157,http://www.wikidata.org/entity/Q55848889,Anton Campana von Splügenberg,C/Campana-Spluegenberg_Anton_1776_1841,87171.0
9158,http://www.wikidata.org/entity/Q55884217,Dominik von Cazan,C/Cazan_Dominik_1755_1835,87284.0
9159,http://www.wikidata.org/entity/Q55883360,Josef Chiari,C/Chiari_Josef_1819_1867,87364.0
9160,http://www.wikidata.org/entity/Q55842698,Emmerich Coreth,C/Coreth_Emerich_1881_1947,86945.0
9161,http://www.wikidata.org/entity/Q55883549,Ignaz Csivich von Rohr,C/Csivich-Rohr_Ignaz_1752_1822,87034.0
9162,http://www.wikidata.org/entity/Q55849292,Andreas Freiherr Di Pauli von Treuheim,D/Dipauli_Andreas_1761_1839,86316.0
9163,http://www.wikidata.org/entity/Q55884214,Josef von Döpfner,D/Doepfner_Josef_1825_1891,85734.0
9164,http://www.wikidata.org/entity/Q55849446,Raymund Freiherr von Eberl,E/Eberl_Raimund_1766_1833,85414.0
9165,http://www.wikidata.org/entity/Q55882785,Johann Georg Elterlein,E/Elterlein_Johann-Georg_1806_1882,85269.0
9166,http://www.wikidata.org/entity/Q55843736,Vinzenz Emperger,E/Emperger_Vinzenz-Benedikt_1815_1875,85308.0
9167,http://www.wikidata.org/entity/Q55847493,Bruno Ritter von Enderes,E/Enderes_Bruno_1871_1934,85314.0
9168,http://www.wikidata.org/entity/Q55882997,Josef Erwein,E/Erwein_Josef_1818_1909,84933.0
9169,http://www.wikidata.org/entity/Q55851261,Pauline Halm,F/Flechner_Pauline_1842_1921,83747.0
9170,http://www.wikidata.org/entity/Q55885693,Ferdinand Fleischer von Eichenkranz,F/Fleischer-Eichenkranz_Ferdinand_1777_1841,83757.0
9171,http://www.wikidata.org/entity/Q55852968,Florentine Jarklowska,F/Foerster_Florentine_1826_1905,83863.0
9172,http://www.wikidata.org/entity/Q55883984,Franz von Gallois,G/Gallois_Franz_1770_1819,82613.0
9173,http://www.wikidata.org/entity/Q55850234,Erich Gasteiger von Raabenstein und Kobach,G/Gasteiger-Raabenstein-Kobach_Erich_1873_1938,82126.0
9174,http://www.wikidata.org/entity/Q55884932,August von Genczik,G/Genczik_August_1810_1864,82328.0
9175,http://www.wikidata.org/entity/Q55884784,Wenzel Gerstäcker von Simplon,G/Gerstaecker-Simplon_Wenzel_1786_1836,81736.0
9176,http://www.wikidata.org/entity/Q55850452,Wilhelm Ritter von Gintl,G/Gintl_Wilhelm-Heinrich_1869_1943,81912.0
9177,http://www.wikidata.org/entity/Q55885762,Ignaz Grassl von Rechten,G/Grassl-Rechten_Ignaz_1795_1889,81204.0
9178,http://www.wikidata.org/entity/Q55885821,Franz Greutter,G/Greutter_Franz_1822_1889,80571.0
9179,http://www.wikidata.org/entity/Q55884399,Johann Franz Guem,G/Guem_Johann-Franz_1755_1815,80435.0
9180,http://www.wikidata.org/entity/Q55851122,Ludwig Haecker,H/Haecker_Ludwig-Friedrich_1822_1873,79473.0
9181,http://www.wikidata.org/entity/Q55851296,Viktor von Handel-Mazzetti,H/Handel-Mazzetti_Viktor_1844_1927,79229.0
9182,http://www.wikidata.org/entity/Q55851539,Hermann von Hayek,H/Hayek_Hermann_1880_1939,78390.0
9183,http://www.wikidata.org/entity/Q55851862,Albin Freiherr von Herbert,H/Herbert_Albin_1787_1834,78311.0
9184,http://www.wikidata.org/entity/Q55885985,Anton Hetz,H/Hetz_Anton_1830_1900,93154.0
9185,http://www.wikidata.org/entity/Q55886767,Benedikt Hönig von Hönigsberg,H/Hoenig-Hoenigsberg_Benedikt_1813_1877,77204.0
9186,http://www.wikidata.org/entity/Q55886742,Maximilian Holaus,H/Holaus_Maximilian_1823_1882,76909.0
9187,http://www.wikidata.org/entity/Q55886733,Simon Holaus,H/Holaus_Simon_1814_1895,76912.0
9188,http://www.wikidata.org/entity/Q55847669,Carl Hutterstrasser,H/Hutterstrasser_Carl_1863_1942,75632.0
9189,http://www.wikidata.org/entity/Q55852910,Karol Jabłonowski,J/Jablonowski_Karl_1807_1885,75302.0
9190,http://www.wikidata.org/entity/Q55852998,Eleonore Jeiteles,J/Jeiteles_Eleonore_1841_1918,74350.0
9191,http://www.wikidata.org/entity/Q55853041,Franz Xaver Jordan,J/Jordan_Franz-Xaver_1741_1821,74027.0
9192,http://www.wikidata.org/entity/Q55847721,Seraphin Keller,K/Keller_Seraphin_1823_1882,72133.0
9193,http://www.wikidata.org/entity/Q55891047,Carl Peter Kheil,K/Kheil_Karel-Petr_1817_1881,71701.0
9194,http://www.wikidata.org/entity/Q55853406,Pauline Kienzl,K/Kienzl_Pauline_1867_1919,
9195,http://www.wikidata.org/entity/Q55847743,Karl Ritter von Kleyle,K/Kleyle_Karl_1812_1859,71280.0
9196,http://www.wikidata.org/entity/Q55853806,Viktor Kolb,K/Kolb_Viktor_1856_1928,69143.0
9197,http://www.wikidata.org/entity/Q55838153,Oswald Koller,K/Koller_Oswald_1852_1910,69258.0
9198,http://www.wikidata.org/entity/Q55853836,Camillo Freiherr Komers von Lindenbach,K/Komers-Lindenbach_Camillo_1839_1896,69375.0
9199,http://www.wikidata.org/entity/Q55854337,Peter Ladstätter,L/Ladstaetter_Peter_1816_1885,65980.0
9200,http://www.wikidata.org/entity/Q55843138,Daniel von Lapp,L/Lapp_Daniel_1836_1910,64615.0
9201,http://www.wikidata.org/entity/Q55854540,Ludwig Laurenzi,L/Laurenzi_Ludwig_1788_1859,64899.0
9202,http://www.wikidata.org/entity/Q55899321,Mose Giuseppe Levi,L/Levi_Moise-Giuseppe_1796_1859,63283.0
9203,http://www.wikidata.org/entity/Q55843172,Alexander Löffler,L/Loeffler_Alexander_1866_1929,62254.0
9204,http://www.wikidata.org/entity/Q55856066,Albin Johann von Medelhammer,M/Medelhammer_Albin-Johann_1776_1838,58580.0
9205,http://www.wikidata.org/entity/Q55845071,Franz von Moro,M/Moro_Franz_1782_1866,56180.0
9206,http://www.wikidata.org/entity/Q55843282,Hugo von Noot,N/Noot_Hugo_1842_1923,54074.0
9207,http://www.wikidata.org/entity/Q55857874,Albert Karl Graf von Nostitz-Rieneck,N/Nostitz-Rieneck_Albert_1843_1929,54152.0
9208,http://www.wikidata.org/entity/Q55857884,Karl Erwein Graf von Nostitz-Rieneck,N/Nostitz-Rieneck_Karl-Erwein_1850_1911,54164.0
9209,http://www.wikidata.org/entity/Q55847989,Heinrich Pfannl,P/Pfannl_Heinrich_1870_1929,50804.0
9210,http://www.wikidata.org/entity/Q55845714,August Platte,P/Platte_August_1831_1903,49577.0
9211,http://www.wikidata.org/entity/Q55845717,Robert Platzer,P/Platzer_Robert_1831_1868,49595.0
9212,http://www.wikidata.org/entity/Q55845775,Emil Freiherr Probszt von Ohstorff,P/Probszt-Ohstorff_Emil_1838_1913,48384.0
9213,http://www.wikidata.org/entity/Q55896512,Emmerich Ranzoni,R/Ranzoni_Emerich_1823_1898,46638.0
9214,http://www.wikidata.org/entity/Q55896068,Heinrich Reitzenbeck,R/Reitzenbeck_Heinrich_1812_1893,46139.0
9215,http://www.wikidata.org/entity/Q55860192,Leonhard Graf von Rothkirch und Panthen,R/Rothkirch-Panthen_Leonhard_1773_1842,44366.0
9216,http://www.wikidata.org/entity/Q55860427,Robert Salcher,S/Salcher_Robert_1875_1935,43099.0
9217,http://www.wikidata.org/entity/Q55846183,Maximilian Samassa,S/Samassa_Max_1862_1945,43265.0
9218,http://www.wikidata.org/entity/Q31092066,Gustav Scheuthaler,S/Scheuthauer_Gustav_1832_1894,42176.0
9219,http://www.wikidata.org/entity/Q55846381,Karl Johann Ritter von Schmarda,S/Schmarda_Karl-Johann_1826_1899,40938.0
9220,http://www.wikidata.org/entity/Q55885917,Josef Ritter von Schreibers,S/Schreibers_Joseph-Ludwig_1793_1874,38503.0
9221,http://www.wikidata.org/entity/Q55846289,Marianne Schenkl,S/Schrutka-Rechtenstamm_Marianne_1855_1947,37625.0
9222,http://www.wikidata.org/entity/Q55846564,Max Schürer von Waldheim,S/Schuerer-Waldheim_Max_1860_1942,37818.0
9223,http://www.wikidata.org/entity/Q55887037,Siegmund Schumacher von Marienfrid,S/Schumacher-Marienfrid_Siegmund_1872_1944,36819.0
9224,http://www.wikidata.org/entity/Q55889438,Ludwig Seyss,S/Seyss_Ludwig_1817_1891,34546.0
9225,http://www.wikidata.org/entity/Q55846837,Gottfried Starkl,S/Starkl_Gottfried_1856_1910,32264.0
9226,http://www.wikidata.org/entity/Q55895413,Karl von Tegetthoff,T/Tegetthoff_Karl_1826_1881,27768.0
9227,http://www.wikidata.org/entity/Q55896028,Emanuel Tschinkel,T/Tschinkel_Emanuel_1814_1871,91094.0
9228,http://www.wikidata.org/entity/Q55896351,Julius Vargha,V/Vargha_Julius_1841_1909,
9229,http://www.wikidata.org/entity/Q55905774,Joseph von Fiedler,F/Fiedler_Josef_1819_1908,84206.0
9230,http://www.wikidata.org/entity/Q55906297,Hermann von Hradeczky,H/Hradeczky_Hermann_1819_1907,75941.0
9231,http://www.wikidata.org/entity/Q55906305,Jakob Hren,H/Hren_Jakob_1830_1924,75962.0
9232,http://www.wikidata.org/entity/Q55913816,Theobald Hürth,H/Huerth_Theobald_1795_1858,76208.0
9233,http://www.wikidata.org/entity/Q55906292,Raphael Ferdinand Hussian,H/Hussian_Raphael-Ferdinand_1801_1869,75588.0
9234,http://www.wikidata.org/entity/Q55906091,Viktor Max Hutschenreiter,H/Hutschenreiter_Viktor-Max_1828_1900,75614.0
9235,http://www.wikidata.org/entity/Q55906584,Jakob von Irasky,I/Irasky_Jakob_1766_1836,75185.0
9236,http://www.wikidata.org/entity/Q55906583,Carl Isenflamm,I/Isenflamm_Carl_1775_1833,75215.0
9237,http://www.wikidata.org/entity/Q55906602,János von Jokély,J/Jokely_Janos_1826_1862,73988.0
9238,http://www.wikidata.org/entity/Q55906594,Karl Junck,J/Junck_Karl_1814_1878,74220.0
9239,http://www.wikidata.org/entity/Q55906664,Michael Kachler,K/Kachler_Michael_1806_1875,73692.0
9240,http://www.wikidata.org/entity/Q55906951,Felix Kaiser von Trauenstern,K/Kaiser-Trauenstern_Felix-Josef_1800_1890,73910.0
9241,http://www.wikidata.org/entity/Q55906960,Franz Kákonyi von Csep und Kákony,K/Kakonyi-Csep-Kakony_Franz_1762_1829,73188.0
9242,http://www.wikidata.org/entity/Q55907011,Leonides Kaltenegger,K/Kaltenegger_Leonidas_1823_1902,73405.0
9243,http://www.wikidata.org/entity/Q55907033,Andrej Kančnik,K/Kancnik_Andrej_1775_1841,73518.0
9244,http://www.wikidata.org/entity/Q55907092,Johann Evangelist Kastner,K/Kastner_Johann-Ev_1772_1827,72531.0
9245,http://www.wikidata.org/entity/Q55906929,Karl Khautz von Eulenthal,K/Khautz-Eulenthal_Karl_1802_1881,71692.0
9246,http://www.wikidata.org/entity/Q55906972,Alois Khayll,K/Khayll_Alois_1791_1868,71695.0
9247,http://www.wikidata.org/entity/Q55907647,Peter Paul Kirchebner,K/Kirchebner_Peter-Paul_1812_1846,71991.0
9248,http://www.wikidata.org/entity/Q55907841,Jan Květoslav Klumpar,K/Klumpar_Jan-Kvetoslav_1826_1909,70876.0
9249,http://www.wikidata.org/entity/Q55907925,Irenäus Kofler,K/Kofler_Irenaeus_1813_1876,69598.0
9250,http://www.wikidata.org/entity/Q55914888,Luigi Puecher Passavalli,P/Puecher-Passavalli_Luigi_1821_1897,47977.0
9251,http://www.wikidata.org/entity/Q55903970,Karl Selb,S/Selb_Karl_1760_1819,35552.0
9252,http://www.wikidata.org/entity/Q55905955,Sigora von Eulenstein,S/Sigora-Eulenstein_Anton-Heinrich_1772_1821,34174.0
9253,http://www.wikidata.org/entity/Q55903904,Frédéric Spitzer,S/Spitzer_Frederic_1815_1890,32453.0
9254,http://www.wikidata.org/entity/Q55905099,Ferdinand Joseph Johann von Thinnfeld,T/Thinnfeld_Ferdinand_1793_1868,27430.0
9255,http://www.wikidata.org/entity/Q56005995,Antonio Sorgato,S/Sorgato_Antonio_1825_1885,93730.0
9256,http://www.wikidata.org/entity/Q56254931,Georg Kapsch,K/Kapsch_Georg_1873_1934,72927.0
9257,http://www.wikidata.org/entity/Q56334680,Martha Hofmann,H/Hofmann_Martha_1895_1975,76782.0
9258,http://www.wikidata.org/entity/Q56257931,Lévay Imre,L/Levay_Imre_1842_1895,63241.0
9259,http://www.wikidata.org/entity/Q56362803,Albert Winkler,W/Winkler_Albert-Johann_1881_1945,
9260,http://www.wikidata.org/entity/Q56426234,Emil Rochowanski,R/Rochowanski_Emil_1845_1908,45042.0
9261,http://www.wikidata.org/entity/Q56487519,Marie Weißhappel,L/Liedtke_Marie_1834_1898,63019.0
9262,http://www.wikidata.org/entity/Q57395789,Karl Drexler,D/Drexler_Karl_1861_1922,85954.0
9263,http://www.wikidata.org/entity/Q57721296,Josef Weinberger,W/Weinberger_Josef_1855_1928,
9264,http://www.wikidata.org/entity/Q58192329,Julius Schottländer,S/Schottlaender_Julius_1860_1917,38276.0
9265,http://www.wikidata.org/entity/Q58815959,Edward Thomas,T/Thomas_Edward_1794_,27457.0
9266,http://www.wikidata.org/entity/Q59331302,Wojciech Maniecki,M/Maniecki_Wojciech_1820_1887,60160.0
9267,http://www.wikidata.org/entity/Q59327572,Moritz Schön,S/Schoen_Moritz_1808_1885,38662.0
9268,http://www.wikidata.org/entity/Q59359877,Karl Lilia Ritter von Westegg,L/Lilia-Westegg_Karl_1804_1881,63096.0
9269,http://www.wikidata.org/entity/Q59358315,Julius Reininghaus,R/Reininghaus_Julius_1823_1862,
9270,http://www.wikidata.org/entity/Q59356782,Josef Seßler,S/Sessler_Josef_1763_1842,35147.0
9271,http://www.wikidata.org/entity/Q59488844,Guido de Probizer,P/Probizer_Guido_1849_1929,48353.0
9272,http://www.wikidata.org/entity/Q59532559,Johannes Emmer,E/Emmer_Johannes_1849_1928,85299.0
9273,http://www.wikidata.org/entity/Q59532658,Leo Geller,G/Geller_Leo_1844_1925,82316.0
9274,http://www.wikidata.org/entity/Q59601679,Hans Erwin Hey,H/Hey_Hans-Erwin_1877_1943,77311.0
9275,http://www.wikidata.org/entity/Q59601832,Johann Jakob Metzler,M/Metzler_Johann-Jakob_1855_1925,57850.0
9276,http://www.wikidata.org/entity/Q59601852,Hans Neckheim,N/Neckheim_Hans_1844_1930,55285.0
9277,http://www.wikidata.org/entity/Q59601896,Valentin Pogatschnigg,P/Pogatschnig_Valentin_1840_1917,49221.0
9278,http://www.wikidata.org/entity/Q59601897,Giovanni Pogna,P/Pogna_Giovanni_1840_1894,49227.0
9279,http://www.wikidata.org/entity/Q59601947,Anton Riegl,R/Riegl_Anton_1879_1941,45416.0
9280,http://www.wikidata.org/entity/Q59601973,Karl Gottfried Salzmann,S/Salzmann_Karl-Gottfried_1797_1871,43234.0
9281,http://www.wikidata.org/entity/Q59602001,Josefine Schmer,S/Schmer_Josefine_1842_1904,40986.0
9282,http://www.wikidata.org/entity/Q59653147,Marianne Bohrmann,B/Bohrmann_Marianne_1849_1916,88471.0
9283,http://www.wikidata.org/entity/Q59653162,Dina von Buschmann,B/Buschmann_Dina_1857_1931,87091.0
9284,http://www.wikidata.org/entity/Q59628305,Haberditzl Franz Martin,H/Haberditzl_Franz-Martin_1882_1944,80049.0
9285,http://www.wikidata.org/entity/Q59653232,Marie Sidonie Heimel,H/Heimel_Marie-Sidonie_1853_1928,78598.0
9286,http://www.wikidata.org/entity/Q59653243,Melanie Horsetzky von Hornthal,H/Horsetzky-Hornthal_Melanie_1852_1931,76562.0
9287,http://www.wikidata.org/entity/Q59653419,Josef Nikolaus Lang,L/Lang_Josef-Nikolaus_1776_1835,65220.0
9288,http://www.wikidata.org/entity/Q59653421,Franz Leibenfrost,L/Leibenfrost_Franz_1790_1851,63994.0
9289,http://www.wikidata.org/entity/Q59653424,Franz Malek von Werthenfels,M/Malek-Werthenfels_Franz_1793_1849,59968.0
9290,http://www.wikidata.org/entity/Q59681078,Josef Mennel,M/Mennel_Josef_1851_1930,58280.0
9291,http://www.wikidata.org/entity/Q59653283,Johanna Meynert,M/Meynert_Johanna__1879,
9292,http://www.wikidata.org/entity/Q59653463,Johann Anton Sartory,S/Sartory_Anton-J_1767_1821,
9293,http://www.wikidata.org/entity/Q59846088,Franz de Paula Hitzl,H/Hitzl_Franz-De-Paula_1738_1819,76957.0
9294,http://www.wikidata.org/entity/Q59874962,Leo František Saska,S/Saska_Leo-Frantisek_1832_1870,42735.0
9295,http://www.wikidata.org/entity/Q59926013,Anton Štritof,S/Stritof_Anton_1859_1917,29536.0
9296,http://www.wikidata.org/entity/Q60049909,Chiaro Vascotti,V/Vascotti_Chiaro_1799_1860,
9297,http://www.wikidata.org/entity/Q60116889,Demetrio Leonardi,L/Leonardi_Demetrio_1796_1881,93390.0
9298,http://www.wikidata.org/entity/Q60099822,Fran Tominšek,T/Tominsek_Fran_1868_1943,91907.0
9299,http://www.wikidata.org/entity/Q60238031,Albert Stadler,S/Stadler_Albert_1794_1884,32719.0
