oeblxmlname,awLabel,aw_url,instance_of,location,inception,creator,mainsubject,mainsubjectLabel,depicts,depictsLabel,madefrom,height,width
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q160091,plain,http://www.wikidata.org/entity/Q11472,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,In the garden of the Somssich,,,http://www.wikidata.org/entity/Q23402,1913-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,,,http://www.wikidata.org/entity/Q18668582,49.2,68.3
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q527,sky,http://www.wikidata.org/entity/Q22915256,14.4,20.9
S/Serner_Walter_1889_1942,Last Loosening,,,,1918-01-01T00:00:00Z,,,,,,,,
S/Szkalnitzky_Antal_1836_1878,Main post office of Pest,,,,1870-01-01T00:00:00Z,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q8502,mountain,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q80151,hat,http://www.wikidata.org/entity/Q11472,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q860861,sculpture,http://www.wikidata.org/entity/Q296955,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q22915256,14.4,20.9
S/Styka_Jan_1858_1925,Racławice Panorama,,,http://www.wikidata.org/entity/Q9378128,1980-11-12T00:00:00Z,http://www.wikidata.org/entity/Q708238,,,,,,1500,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q3947,house,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q21152267,dirt,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q16970,church building,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q131154,hoe,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q11460,clothing,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q486972,human settlement,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q107679,cliff,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q187997,vegetation,http://www.wikidata.org/entity/Q11472,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q80151,hat,http://www.wikidata.org/entity/Q12321255,100,76
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q3947,house,http://www.wikidata.org/entity/Q12321255,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q527,sky,http://www.wikidata.org/entity/Q11472,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q42804,beard,http://www.wikidata.org/entity/Q12321255,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q8502,mountain,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q10884,tree,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q54050,hill,http://www.wikidata.org/entity/Q22915256,14.4,20.9
S/Serner_Walter_1889_1942,Q63586659,,,,,,,,,,,,
S/Serner_Walter_1889_1942,Q63797791,,,,,,,,,,,,
S/Serner_Walter_1889_1942,Q63797945,,,,,,,,,,,,
S/Serner_Walter_1889_1942,Q63799243,,,,,,,,,,,,
S/Serner_Walter_1889_1942,Q63801090,,,,,,,,,,,,
H/Hausegger_Siegmund_1872_1948,Barbarossa,,,,,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q131154,hoe,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q11460,clothing,http://www.wikidata.org/entity/Q11472,14.4,20.9
S/Sova_Antonin_1864_1928,"Pankrác Budecius, kantor",,,,,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q160091,plain,http://www.wikidata.org/entity/Q22915256,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q80151,hat,http://www.wikidata.org/entity/Q296955,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,http://www.wikidata.org/entity/Q22915256,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q3947,house,http://www.wikidata.org/entity/Q296955,100,76
H/Hausegger_Siegmund_1872_1948,Natursymphonie,,,,,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q80151,hat,http://www.wikidata.org/entity/Q22915256,14.4,20.9
H/Hausegger_Siegmund_1872_1948,Drei Hymnen an die Nacht,,,,,,,,,,,,
S/Sova_Antonin_1864_1928,Z mého kraje,,,,,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q3947,house,http://www.wikidata.org/entity/Q22915256,14.4,20.9
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q42804,beard,http://www.wikidata.org/entity/Q296955,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q21152267,dirt,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q16970,church building,http://www.wikidata.org/entity/Q22915256,14.4,20.9
S/Serner_Walter_1889_1942,Der Mistral,,,,1915-03-03T00:00:00Z,,,,,,,,
R/Rippl-Ronai_Jozsef_1861_1927,Aristide Maillol,,,http://www.wikidata.org/entity/Q23402,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,http://www.wikidata.org/entity/Q860861,sculpture,http://www.wikidata.org/entity/Q12321255,100,76
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q486972,human settlement,http://www.wikidata.org/entity/Q22915256,14.4,20.9
S/Serner_Walter_1889_1942,Sirius,,,,1915-10-01T00:00:00Z,,,,,,,,
R/Rippl-Ronai_Jozsef_1861_1927,In the garden of the Somssich,,,http://www.wikidata.org/entity/Q23402,1913-01-01T00:00:00Z,http://www.wikidata.org/entity/Q569369,,,,,http://www.wikidata.org/entity/Q296955,49.2,68.3
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q10884,tree,http://www.wikidata.org/entity/Q11472,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q54050,hill,http://www.wikidata.org/entity/Q11472,14.4,20.9
R/Ryba_Jakub-Jan_1765_1815,Czech Christmas Mass,,,,1796-01-01T00:00:00Z,,,,,,,,
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q107679,cliff,http://www.wikidata.org/entity/Q22915256,14.4,20.9
E/Ender_Thomas_1793_1875,"Rio de Janeiro: View of the Neighbourhood of Engenho Velho, Drawn from the Austrian Embassy",,,,1817-01-01T00:00:00Z,http://www.wikidata.org/entity/Q685361,,,http://www.wikidata.org/entity/Q187997,vegetation,http://www.wikidata.org/entity/Q22915256,14.4,20.9
W/Weyr_Rudolf_1847_1914,Macht zur See,,,http://www.wikidata.org/entity/Q978722,,http://www.wikidata.org/entity/Q876804,,,,,,,
L/Linda_Josef_1789_1834,Manuscript of Dvůr Králové,,,,,,,,,,,,
B/Barvitius_Anton-Viktor_1823_1901,Vila Lanna,,,,,,,,,,,,
B/Barvitius_Viktor_1834_1902,Vila Lanna,,,,,,,,,,,,
S/Schubert_Franz-Peter_1797_1828,Ellens dritter Gesang,,,,,,,,,,,,
B/Borsos_Josef_1821_1883,Portrait of Kristóf Hegedűs,,,http://www.wikidata.org/entity/Q914141,1844-01-01T00:00:00Z,http://www.wikidata.org/entity/Q743451,,,,,http://www.wikidata.org/entity/Q296955,126.5,82
W/Weyr_Rudolf_1847_1914,Grillparzer monument,,,http://www.wikidata.org/entity/Q875751,1889-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,,,,,
W/Weyr_Rudolf_1847_1914,Grillparzer monument,,,http://www.wikidata.org/entity/Q875751,1889-01-01T00:00:00Z,http://www.wikidata.org/entity/Q876804,,,,,,,
S/Szinnyei_Jozsef_1830_1913,Life and works of Hungarian writers,,,,,,,,,,,,
L/Lederer_Hugo_1871_1940,Friedrich III. Denkmal,,,,1911-10-18T00:00:00Z,http://www.wikidata.org/entity/Q455549,,,,,,,
J/Jarno_Georg_1868_1920,Die Försterchristl,,,,,,,,,,,,
D/Dessauer_Josef_1798_1876,Ein Besuch in Saint-Cyr,,,,1838-01-01T00:00:00Z,,,,,,,,
B/Bettelheim_Anton_1851_1930,Biographisches Jahrbuch und Deutscher Nekrolog,,,,,,,,,,,,
P/Palisa_Johann_1848_1925,discoverer of asteroids,,,,,,,,,,,,
D/Dessauer_Josef_1798_1876,Lidwinna,,,,,,,,,,,,
R/Roth_Josef_1894_1939,Radetzky March,,,,,,,,,,,,
L/Lederer_Hugo_1871_1940,Brunnen der Fruchtbarkeit,,,http://www.wikidata.org/entity/Q313186,1932-01-01T00:00:00Z,http://www.wikidata.org/entity/Q455549,,,,,,,
L/Loos_Adolf_1870_1933,Villa Müller,,,,1930-01-01T00:00:00Z,,,,,,http://www.wikidata.org/entity/Q40089,,
P/Preseren_France_1800_1849,Baptism on the Savica,,,,,,,,,,,,
S/Schulz_Josef_1840_1917,Rudolfinum,,,,1876-01-01T00:00:00Z,,,,,,,,
L/Loos_Adolf_1870_1933,Looshaus,,,,1911-01-01T00:00:00Z,,,,,,,,
M/Myslbek_Josef-Vaclav_1848_1922,Statue of St. Wenceslaus,,,http://www.wikidata.org/entity/Q847613,1911-01-01T00:00:00Z,http://www.wikidata.org/entity/Q980407,,,http://www.wikidata.org/entity/Q196527,"Saint Wenceslaus I, Duke of Bohemia",http://www.wikidata.org/entity/Q22731,170,
M/Myslbek_Josef-Vaclav_1848_1922,Statue of St. Wenceslaus,,,http://www.wikidata.org/entity/Q847613,1911-01-01T00:00:00Z,http://www.wikidata.org/entity/Q980407,,,http://www.wikidata.org/entity/Q196527,"Saint Wenceslaus I, Duke of Bohemia",http://www.wikidata.org/entity/Q34095,170,
F/Fucik_Julius_1872_1916,Entrance of the Gladiators,,,,1899-10-17T00:00:00Z,,,,,,,,
S/Schubert_Franz-Peter_1797_1828,Symphony No. 9,,,,1828-01-01T00:00:00Z,,,,,,,,
M/Myslbek_Josef-Vaclav_1848_1922,Statue of St. Wenceslaus,,,http://www.wikidata.org/entity/Q847613,1912-01-01T00:00:00Z,http://www.wikidata.org/entity/Q980407,,,http://www.wikidata.org/entity/Q196527,"Saint Wenceslaus I, Duke of Bohemia",http://www.wikidata.org/entity/Q22731,170,
M/Myslbek_Josef-Vaclav_1848_1922,Statue of St. Wenceslaus,,,http://www.wikidata.org/entity/Q847613,1912-01-01T00:00:00Z,http://www.wikidata.org/entity/Q980407,,,http://www.wikidata.org/entity/Q196527,"Saint Wenceslaus I, Duke of Bohemia",http://www.wikidata.org/entity/Q34095,170,
D/Dessauer_Josef_1798_1876,Dominga oder Die Freier von Oléron,,,,1860-01-01T00:00:00Z,,,,,,,,
S/Schubert_Franz-Peter_1797_1828,Symphony No. 3,,,,1815-05-24T00:00:00Z,,,,,,,,
B/Borsos_Josef_1821_1883,Portrait of Kristóf Hegedűs,,,http://www.wikidata.org/entity/Q914141,1844-01-01T00:00:00Z,http://www.wikidata.org/entity/Q743451,,,,,http://www.wikidata.org/entity/Q12321255,126.5,82
S/Schubert_Franz-Peter_1797_1828,Symphony No. 8,,,,1822-01-01T00:00:00Z,,,,,,,,
W/Weyr_Rudolf_1847_1914,"Johannes Brahms Denkmal, Vienna",,,,,http://www.wikidata.org/entity/Q876804,,,http://www.wikidata.org/entity/Q7294,Johannes Brahms,http://www.wikidata.org/entity/Q40861,,
S/Schulz_Josef_1840_1917,National Museum (Prague),,,http://www.wikidata.org/entity/Q1085,1818-01-01T00:00:00Z,,,,,,,,
L/Lederer_Hugo_1871_1940,"Fencer sculpture, Wrocław",,,,,,,,,,http://www.wikidata.org/entity/Q34095,,
L/Loos_Adolf_1870_1933,Villa Müller,,,,1930-01-01T00:00:00Z,,,,,,http://www.wikidata.org/entity/Q184190,,
H/Hilferding_Rudolf_1877_1941,Finance Capital,,,,,,,,http://www.wikidata.org/entity/Q9061,Karl Marx,,,
R/Roth_Josef_1894_1939,Job,,,,,,,,,,,,
R/Roth_Josef_1894_1939,The Emperor's Tomb,,,,,,,,,,,,
S/Schubert_Franz-Peter_1797_1828,Death and the Maiden,,,,,,,,,,,,
K/Kuerschak_Jozsef_1864_1933,Q3527099,,,,,,,,,,,,
S/Schubert_Franz-Peter_1797_1828,Winterreise,,,,1827-01-01T00:00:00Z,,,,,,,,
S/Saxl_Friedrich_1890_1948,Saturn and Melancholy,,,,,,,,,,,,
B/Benatzky_Ralph_1884_1957,The White Horse Inn,,,,1930-01-01T00:00:00Z,,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q10791,nudity,http://www.wikidata.org/entity/Q296955,78.4,44.5
G/Goldmark_Karl_1830_1915,Die Königin von Saba,,,,,,,,,,,,
S/Stroupeznicky_Ladislav_1850_1892,Naši furianti,,,,,,,,,,,,
S/Stroupeznicky_Ladislav_1850_1892,Černé duše,,,,,,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q1986098,standing,http://www.wikidata.org/entity/Q296955,78.4,44.5
S/Schreier_Otto_1901_1929,Artin–Schreier theory,,,,,,,,,,,,
S/Salten_Felix_1869_1945,"Bambi, A Life in the Woods",,,,,,,,,,,,
N/Neruda_Jan_1834_1891,Povídky malostranské,,,,,,,,,,,,
K/Kundmann_Karl_1838_1919,Pallas Athene Fountain,,,,1898-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,http://www.wikidata.org/entity/Q37122,Athena,http://www.wikidata.org/entity/Q40861,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q843533,areola,http://www.wikidata.org/entity/Q106857709,78.4,44.5
S/Schreier_Otto_1901_1929,Schreier coset graph,,,,,,,,,,,,
G/Gardonyi_Geza_1863_1922,Slave of the Huns,,,,,,,,,,,,
S/Salten_Felix_1869_1945,The Hound of Florence,,,,,,,,,,,,
G/Goelsdorf_Karl_1861_1916,kkStB 108,,,,,http://www.wikidata.org/entity/Q695391,,,,,,,
G/Goelsdorf_Karl_1861_1916,KkStB 180,,,,,http://www.wikidata.org/entity/Q695391,,,,,,,
G/Goelsdorf_Karl_1861_1916,kkStB 100,,,,,,,,,,,,
S/Schreier_Otto_1901_1929,Schreier conjecture,,,,,,,,,,,,
F/Fibich_Zdenek_1850_1900,The Bride of Messina,,,,1882-01-01T00:00:00Z,,,,,,,,
S/Schulz_Bruno_1892_1942,The Street of Crocodiles,,,,,,,,,,,,
S/Schreier_Otto_1901_1929,Artin–Schreier curve,,,,,,,,,,,,
S/Schulek_Frigyes_1841_1919,Fisherman's Bastion,,,,,,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q188641,nipple,http://www.wikidata.org/entity/Q106857709,78.4,44.5
S/Stroupeznicky_Ladislav_1850_1892,Zkažená krev,,,,,,,,,,,,
M/Mocker_Josef_1835_1899,Church of St. Ludmila,,,,1888-11-25T00:00:00Z,,,,,,,,
G/Goelsdorf_Karl_1861_1916,kkStB 310,,,,,http://www.wikidata.org/entity/Q695391,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q843533,areola,http://www.wikidata.org/entity/Q296955,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q1544759,glabrousness,http://www.wikidata.org/entity/Q106857709,78.4,44.5
H/Hrusevskyj_Mychajlo_1866_1934,Collected Works of Mykhailo Hrushevsky,,,,,,,,,,,,
H/Hrusevskyj_Mychajlo_1866_1934,History of Ukraine-Rusʹ,,,,1898-01-01T00:00:00Z,,,,,,,,
C/Cagnoni_Antonio_1828_1896,Don Bucefalo,,,,,,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q9103,breast,http://www.wikidata.org/entity/Q106857709,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q527,sky,http://www.wikidata.org/entity/Q106857709,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q2179394,nude swimming,http://www.wikidata.org/entity/Q106857709,78.4,44.5
K/Kundmann_Karl_1838_1919,Grillparzer monument,,,http://www.wikidata.org/entity/Q875751,1889-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,,,,,
K/Kundmann_Karl_1838_1919,Grillparzer monument,,,http://www.wikidata.org/entity/Q875751,1889-01-01T00:00:00Z,http://www.wikidata.org/entity/Q876804,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q188641,nipple,http://www.wikidata.org/entity/Q296955,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q1279269,chignon,http://www.wikidata.org/entity/Q106857709,78.4,44.5
P/Polak_Mihaly_1773_1855,Hungarian National Museum,,,,1802-01-01T00:00:00Z,,,,,,,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q1544759,glabrousness,http://www.wikidata.org/entity/Q296955,78.4,44.5
K/Kundmann_Karl_1838_1919,Pallas Athene Fountain,,,,1898-01-01T00:00:00Z,http://www.wikidata.org/entity/Q13493166,,,http://www.wikidata.org/entity/Q37122,Athena,http://www.wikidata.org/entity/Q40861,,
K/Kundmann_Karl_1838_1919,Pallas Athene Fountain,,,,1898-01-01T00:00:00Z,http://www.wikidata.org/entity/Q88874,,,http://www.wikidata.org/entity/Q37122,Athena,http://www.wikidata.org/entity/Q40861,,
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q9103,breast,http://www.wikidata.org/entity/Q296955,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q152,fish,http://www.wikidata.org/entity/Q106857709,78.4,44.5
B/Blaas_Eugen_1843_1931,In the Water,,,http://www.wikidata.org/entity/Q768717,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q715036,,,http://www.wikidata.org/entity/Q527,sky,http://www.wikidata.org/entity/Q296955,78.4,44.5
K/Kundmann_Karl_1838_1919,"Tegetthoffdenkmal, Vienna",,,http://www.wikidata.org/entity/Q2107893,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,http://www.wikidata.org/entity/Q310509,Wilhelm von Tegetthoff,http://www.wikidata.org/entity/Q34095,,
K/Kundmann_Karl_1838_1919,"Tegetthoffdenkmal, Vienna",,,http://www.wikidata.org/entity/Q2107893,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,http://www.wikidata.org/entity/Q310509,Wilhelm von Tegetthoff,http://www.wikidata.org/entity/Q40861,,
K/Kundmann_Karl_1838_1919,"Tegetthoffdenkmal, Vienna",,,http://www.wikidata.org/entity/Q2107893,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q323521,,,http://www.wikidata.org/entity/Q310509,Wilhelm von Tegetthoff,http://www.wikidata.org/entity/Q41177,,
