,creator,contributor,date,cdate,mediumI,mediumII,mediumIII,mediumIV,mediumV,mediumVI,mediumVII,,extent,currentLocation,dcidentifier,providerproxy,providedcho,ml,mf,aggregation,dp,rights,title,coverage,creation,description,relation,subjectI,subjectII,subjectIII,typeI,typeII,typeIII,language,
12346,Gustav Klimt,,,um 1908-1910,Bleistift,,,,,,,,"Blatt: 57 x 37,5 cm",,DL570,http://data.europeana.eu/proxy/provider/15508/DL570,http://data.europeana.eu/item/15508/DL570,,,http://data.europeana.eu/aggregation/provider/15508/DL570,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende in gemustertem Gewand,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL570,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1910,Bleistift,,,,,,,,55 x 35 cm,,DL571,http://data.europeana.eu/proxy/provider/15508/DL571,http://data.europeana.eu/item/15508/DL571,,,http://data.europeana.eu/aggregation/provider/15508/DL571,Albertina,http://www.europeana.eu/rights/rr-f/,Weibliches Brustbild,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL571,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911,Bleistift,,,,,,,,"57 x 37,7 cm",,DL572,http://data.europeana.eu/proxy/provider/15508/DL572,http://data.europeana.eu/item/15508/DL572,,,http://data.europeana.eu/aggregation/provider/15508/DL572,Albertina,http://www.europeana.eu/rights/rr-f/,"Sitzende im Lehnstuhl nach links
Studie für das Bildnis Paula Zuckerkandl, 1912",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL572,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911,Bleistift,,,,,,,,"57 x 37,5 cm",,DL573,http://data.europeana.eu/proxy/provider/15508/DL573,http://data.europeana.eu/item/15508/DL573,,,http://data.europeana.eu/aggregation/provider/15508/DL573,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende nach links
Studie für das Bildnis Paula Zuckerkandl, 1912",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL573,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911/12,Bleistift,,,,,,,,"56,6 x 37,4 cm",,DL574,http://data.europeana.eu/proxy/provider/15508/DL574,http://data.europeana.eu/item/15508/DL574,,,http://data.europeana.eu/aggregation/provider/15508/DL574,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende mit Umhang
Studie für das Bildnis Paula Zuckerkandl",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL574,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911,Bleistift,,,,,,,,"57 x 37,5 cm",,DL575,http://data.europeana.eu/proxy/provider/15508/DL575,http://data.europeana.eu/item/15508/DL575,,,http://data.europeana.eu/aggregation/provider/15508/DL575,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende von vorne, mit ausgestreckten Fingern der rechten Hand
Studie für das Bildnis Paula Zuckerkandl",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL575,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1913/14,Bleistift,,,,,,,,"Blatt: 57 x 37,5 cm",,DL576,http://data.europeana.eu/proxy/provider/15508/DL576,http://data.europeana.eu/item/15508/DL576,,,http://data.europeana.eu/aggregation/provider/15508/DL576,Albertina,http://www.europeana.eu/rights/rr-f/,"Sitzende in Dreiviertelansicht
Studie für das Bildnis Amalie Zuckerkandl",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL576,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1913/14,"Bleistift, roter und blauer Farbstift",,,,,,,,"Blatt: 56,8 x 37 cm",,DL577,http://data.europeana.eu/proxy/provider/15508/DL577,http://data.europeana.eu/item/15508/DL577,,,http://data.europeana.eu/aggregation/provider/15508/DL577,Albertina,http://www.europeana.eu/rights/rr-f/,"Sitzende mit überschlagenem Bein
Studie für das Bildnis Amalie Zuckerkandl",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL577,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1915-1916,"Bleistift, roter und blauer Farbstift",,,,,,,,"57 x 37,2 cm",,DL578,http://data.europeana.eu/proxy/provider/15508/DL578,http://data.europeana.eu/item/15508/DL578,,,http://data.europeana.eu/aggregation/provider/15508/DL578,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende in kurzer Jacke
Studie für das Bildnis Maria Beer-Monti",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL578,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1906-1907,Bleistift,,,,,,,,"55,5 x 36,5 cm
Rahmenaußenmaß: 84 x 65,6 x 4,5 cm",,DL589,http://data.europeana.eu/proxy/provider/15508/DL589,http://data.europeana.eu/item/15508/DL589,,,http://data.europeana.eu/aggregation/provider/15508/DL589,Albertina,http://www.europeana.eu/rights/rr-f/,Zwei nach rechts Schreitende,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL589,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1903/1904,Schwarze Kreide,,,,,,,,"45,2 x 31,7 cm",,DL593,http://data.europeana.eu/proxy/provider/15508/DL593,http://data.europeana.eu/item/15508/DL593,,,http://data.europeana.eu/aggregation/provider/15508/DL593,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzende Dame (Studie zum Bildnis Hermine Gallia),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL593,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1914/1915,Bleistift,,,,,,,,"56,1 x 37 cm",,DL594,http://data.europeana.eu/proxy/provider/15508/DL594,http://data.europeana.eu/item/15508/DL594,,,http://data.europeana.eu/aggregation/provider/15508/DL594,Albertina,http://www.europeana.eu/rights/rr-f/,"Schlafender Halbakt, den linken Arm über den Kopf gelegt",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL594,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1917/1918,Bleistift,,,,,,,,"36,9 x 56 cm",,DL595,http://data.europeana.eu/proxy/provider/15508/DL595,http://data.europeana.eu/item/15508/DL595,,,http://data.europeana.eu/aggregation/provider/15508/DL595,Albertina,http://www.europeana.eu/rights/rr-f/,"Mutter mit Baby (Studie in Zusammenhang mit dem Baby im Gemälde ""Die Braut"" und mit dem Gemälde ""Baby"")",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL595,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1907/1908,Bleistift,,,,,,,,"56,6 x 37,5 cm",,DL596,http://data.europeana.eu/proxy/provider/15508/DL596,http://data.europeana.eu/item/15508/DL596,,,http://data.europeana.eu/aggregation/provider/15508/DL596,Albertina,http://www.europeana.eu/rights/rr-f/,Brustbild einer Dame im Profil nach links,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL596,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904/1905,Bleistift,,,,,,,,"56,7 x 37,3 cm",,DL597,http://data.europeana.eu/proxy/provider/15508/DL597,http://data.europeana.eu/item/15508/DL597,,,http://data.europeana.eu/aggregation/provider/15508/DL597,Albertina,http://www.europeana.eu/rights/rr-f/,Im Fauteuil schlummernde junge Frau,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL597,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904/1905,Bleistift,,,,,,,,"56,2 x 37,1 cm",,DL598,http://data.europeana.eu/proxy/provider/15508/DL598,http://data.europeana.eu/item/15508/DL598,,,http://data.europeana.eu/aggregation/provider/15508/DL598,Albertina,http://www.europeana.eu/rights/rr-f/,Brustbild eines sitzenden Mädchens nach rechts,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL598,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/1913,Bleistift,,,,,,,,"56,1 x 37,1 cm",,DL599,http://data.europeana.eu/proxy/provider/15508/DL599,http://data.europeana.eu/item/15508/DL599,,,http://data.europeana.eu/aggregation/provider/15508/DL599,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzendes Mädchen nach rechts (Studie zum Bildnis Mäda Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=DL599,,,,Zeichnung,,,,
12346,Gustav Klimt,,,,,,,,,,,,,,624103,http://data.europeana.eu/proxy/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,http://data.europeana.eu/item/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,,,http://data.europeana.eu/aggregation/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,IMAGNO brandstätter images GesmbH,http://creativecommons.org/publicdomain/mark/1.0/,Werkbundausstellung,,,"Repräsentationsraum im Österreichischen Haus auf der Werkbundausstellung Köln 1914. Ober dem Kamin Gustav Klimts Entwurf zu """"Die Erwartung"""" oder """"Die Tänzerin"""" im Speisesaal des Palais Stoclet, Brüssel. Photographie von August Kreyenkamp (Köln) und Bruno Reiffenstein (Wien). 24:18 cm.",,http://bib.arts.kuleuven.be/photoVocabulary/30192,,,Photography,,,,
12346,Gustav Klimt,,,,,,,,,,,,,,624103,http://data.europeana.eu/proxy/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,http://data.europeana.eu/item/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,,,http://data.europeana.eu/aggregation/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,IMAGNO brandstätter images GesmbH,http://creativecommons.org/publicdomain/mark/1.0/,Werkbundausstellung,,,"Repräsentationsraum im Österreichischen Haus auf der Werkbundausstellung Köln 1914. Ober dem Kamin Gustav Klimts Entwurf zu """"Die Erwartung"""" oder """"Die Tänzerin"""" im Speisesaal des Palais Stoclet, Brüssel. Photographie von August Kreyenkamp (Köln) und Bruno Reiffenstein (Wien). 24:18 cm.",,http://bib.arts.kuleuven.be/photoVocabulary/31211,,,Photography,,,,
12346,Gustav Klimt,,,,,,,,,,,,,,624103,http://data.europeana.eu/proxy/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,http://data.europeana.eu/item/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,,,http://data.europeana.eu/aggregation/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,IMAGNO brandstätter images GesmbH,http://creativecommons.org/publicdomain/mark/1.0/,Werkbundausstellung,,,"Repräsentationsraum im Österreichischen Haus auf der Werkbundausstellung Köln 1914. Ober dem Kamin Gustav Klimts Entwurf zu """"Die Erwartung"""" oder """"Die Tänzerin"""" im Speisesaal des Palais Stoclet, Brüssel. Photographie von August Kreyenkamp (Köln) und Bruno Reiffenstein (Wien). 24:18 cm.",,http://bib.arts.kuleuven.be/photoVocabulary/30100,,,Photography,,,,
12346,Gustav Klimt,,,,,,,,,,,,,,624103,http://data.europeana.eu/proxy/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,http://data.europeana.eu/item/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,,,http://data.europeana.eu/aggregation/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,IMAGNO brandstätter images GesmbH,http://creativecommons.org/publicdomain/mark/1.0/,Werkbundausstellung,,,"Repräsentationsraum im Österreichischen Haus auf der Werkbundausstellung Köln 1914. Ober dem Kamin Gustav Klimts Entwurf zu """"Die Erwartung"""" oder """"Die Tänzerin"""" im Speisesaal des Palais Stoclet, Brüssel. Photographie von August Kreyenkamp (Köln) und Bruno Reiffenstein (Wien). 24:18 cm.",,http://bib.arts.kuleuven.be/photoVocabulary/30101,,,Photography,,,,
12346,Gustav Klimt,,,,,,,,,,,,,,624103,http://data.europeana.eu/proxy/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,http://data.europeana.eu/item/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,,,http://data.europeana.eu/aggregation/provider/2024911/photography_ProvidedCHO_IMAGNO_brandst_tter_images_GesmbH_00624103,IMAGNO brandstätter images GesmbH,http://creativecommons.org/publicdomain/mark/1.0/,Werkbundausstellung,,,"Repräsentationsraum im Österreichischen Haus auf der Werkbundausstellung Köln 1914. Ober dem Kamin Gustav Klimts Entwurf zu """"Die Erwartung"""" oder """"Die Tänzerin"""" im Speisesaal des Palais Stoclet, Brüssel. Photographie von August Kreyenkamp (Köln) und Bruno Reiffenstein (Wien). 24:18 cm.",,http://bib.arts.kuleuven.be/photoVocabulary/30159,,,Photography,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00259,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00832,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00603,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00269,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00267,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00274,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00575,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part01218,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00044,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00259,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00832,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00603,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00269,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00267,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00274,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part00575,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
12346,"Klimt, Gustav",,,1908/1910,http://partage.vocnet.org/part01218,,,,,,,,Breite: 102 cm,,MAL 226-1,http://data.europeana.eu/proxy/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,http://data.europeana.eu/item/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,,,http://data.europeana.eu/aggregation/provider/2026106/Partage_Plus_ProvidedCHO_MAK____sterreichisches_Museum_f_r_angewandte_Kunst___Gegenwartskunst_4487,MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst,http://www.europeana.eu/rights/rr-f/,Werkzeichnung für die Ausführung für ein Mosaikfries für den Speisesaal des Palais Stoclet in Brüssel: Teil 1,,,,,,,,http://partage.vocnet.org/part00052,,,,
