,creator,contributor,date,cdate,mediumI,mediumII,mediumIII,mediumIV,mediumV,mediumVI,mediumVII,,extent,currentLocation,dcidentifier,providerproxy,providedcho,ml,mf,aggregation,dp,rights,title,coverage,creation,description,relation,subjectI,subjectII,subjectIII,typeI,typeII,typeIII,language,
12346,Gustav Klimt,,,1916-17,Bleistift,,,,,,,,"37,4 x 56,9 cm",,29840,http://data.europeana.eu/proxy/provider/15508/29840,http://data.europeana.eu/item/15508/29840,,,http://data.europeana.eu/aggregation/provider/15508/29840,Albertina,http://www.europeana.eu/rights/rr-f/,"Liegender Halbakt, die Arme hinter dem Kopf verschränkt",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29840,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904/05,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 55 x 34,6 cm",,29841,http://data.europeana.eu/proxy/provider/15508/29841,http://data.europeana.eu/item/15508/29841,,,http://data.europeana.eu/aggregation/provider/15508/29841,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzende mit Hand am Kinn (Studie für ein nicht ausgeführtes Bildnis von Magda Mautner von Markhof),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29841,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904,"Schwarze Kreide
Black chalk",,,,,,,,Blatt: 55 x 35 cm,,29842,http://data.europeana.eu/proxy/provider/15508/29842,http://data.europeana.eu/item/15508/29842,,,http://data.europeana.eu/aggregation/provider/15508/29842,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende mit leicht nach links gewendetem Kopf (Studie für das Bildnis Margarethe Stonborough-Wittgenstein),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29842,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1907/08,"Blauer Farbstift
Blue pencil",,,,,,,,"Blatt: 56 x 37,1 cm",,29843,http://data.europeana.eu/proxy/provider/15508/29843,http://data.europeana.eu/item/15508/29843,,,http://data.europeana.eu/aggregation/provider/15508/29843,Albertina,http://www.europeana.eu/rights/rr-f/,Stehendes Liebespaar in Seitenansicht,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29843,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1907-08,Bleistift,,,,,,,,"56 x 37,3 cm",,29844,http://data.europeana.eu/proxy/provider/15508/29844,http://data.europeana.eu/item/15508/29844,,,http://data.europeana.eu/aggregation/provider/15508/29844,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehender Akt einer Schwangeren (Studie für ""Hoffnung II"")",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29844,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904-05,Roter Farbstift,,,,,,,,"54,3 x 34,4 cm",,29845,http://data.europeana.eu/proxy/provider/15508/29845,http://data.europeana.eu/item/15508/29845,,,http://data.europeana.eu/aggregation/provider/15508/29845,Albertina,http://www.europeana.eu/rights/rr-f/,"Zwei stehende Männerakte, der rechte stützt sich auf die Schulter seines Gegenübers",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29845,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904/05,"Bleistift
Graphite",,,,,,,,"Blatt: 56,6 x 37,3 cm",,29846,http://data.europeana.eu/proxy/provider/15508/29846,http://data.europeana.eu/item/15508/29846,,,http://data.europeana.eu/aggregation/provider/15508/29846,Albertina,http://www.europeana.eu/rights/rr-f/,"Männerakt im Profil, mit Last im Nacken",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=29846,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1905/06,"Roter Farbstift
Red pencil",,,,,,,,"Blatt: 37 x 54,3 cm",,30213,http://data.europeana.eu/proxy/provider/15508/30213,http://data.europeana.eu/item/15508/30213,,,http://data.europeana.eu/aggregation/provider/15508/30213,Albertina,http://www.europeana.eu/rights/rr-f/,"Zwei Liegende (Studie für Wasserschlangen II, 2. Zustand)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30213,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911,"Bleistift
Graphite",,,,,,,,"Blatt: 56,9 x 37,5 cm",,30246,http://data.europeana.eu/proxy/provider/15508/30246,http://data.europeana.eu/item/15508/30246,,,http://data.europeana.eu/aggregation/provider/15508/30246,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende im Mantel (Studie für das Bildnis Paula Zuckerkandl),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30246,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1911-12,Bleistift,,,,,,,,"Passepartoutausschnitt: 53,6 x 34,7 cm",,30247,http://data.europeana.eu/proxy/provider/15508/30247,http://data.europeana.eu/item/15508/30247,,,http://data.europeana.eu/aggregation/provider/15508/30247,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehender weiblicher Rückenakt (Studie für ""Die Jungfrau"")",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30247,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1916,Bleistift,,,,,,,,"56,9 x 37,3 cm",,30248,http://data.europeana.eu/proxy/provider/15508/30248,http://data.europeana.eu/item/15508/30248,,,http://data.europeana.eu/aggregation/provider/15508/30248,Albertina,http://www.europeana.eu/rights/rr-f/,Frauenkopf von vorne,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30248,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1913/14,"Bleistift
Graphite",,,,,,,,"Blatt: 56,9 x 37,5 cm",,30249,http://data.europeana.eu/proxy/provider/15508/30249,http://data.europeana.eu/item/15508/30249,,,http://data.europeana.eu/aggregation/provider/15508/30249,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzende mit ineinandergelegten Händen (Studie für das Bildnis Amalie Zuckerkandl),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30249,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1916,Bleistift,,,,,,,,"56,8 x 36,5 cm",,30253,http://data.europeana.eu/proxy/provider/15508/30253,http://data.europeana.eu/item/15508/30253,,,http://data.europeana.eu/aggregation/provider/15508/30253,Albertina,http://www.europeana.eu/rights/rr-f/,Brustbild einer Frau,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30253,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 55,9 x 36,7 cm",,30443,http://data.europeana.eu/proxy/provider/15508/30443,http://data.europeana.eu/item/15508/30443,,,http://data.europeana.eu/aggregation/provider/15508/30443,Albertina,http://www.europeana.eu/rights/rr-f/,Stehendes Mädchen im Mantel  (Studie für das Bildnis Mäda Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30443,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56,8 x 37,1 cm",,30444,http://data.europeana.eu/proxy/provider/15508/30444,http://data.europeana.eu/item/15508/30444,,,http://data.europeana.eu/aggregation/provider/15508/30444,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehendes Mädchen, die Hand in die Hüfte gestützt  (Studie für das Bildnis Mäda Primavesi)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30444,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56,5 x 36,8 cm",,30445,http://data.europeana.eu/proxy/provider/15508/30445,http://data.europeana.eu/item/15508/30445,,,http://data.europeana.eu/aggregation/provider/15508/30445,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzendes Mädchen von vorne  (Studie für das Bildnis Mäda Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30445,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56 x 37,6 cm",,30446,http://data.europeana.eu/proxy/provider/15508/30446,http://data.europeana.eu/item/15508/30446,,,http://data.europeana.eu/aggregation/provider/15508/30446,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehendes Mädchen, die Hände ineinandergelegt  (Studie für das Bildnis Mäda Primavesi)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30446,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 55,9 x 36,7 cm",,30447,http://data.europeana.eu/proxy/provider/15508/30447,http://data.europeana.eu/item/15508/30447,,,http://data.europeana.eu/aggregation/provider/15508/30447,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehendes Mädchen im Mantel, die Hand an der Hüfte (Studie für das Bildnis Mäda Primavesi)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30447,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56,4 x 37 cm",,30448,http://data.europeana.eu/proxy/provider/15508/30448,http://data.europeana.eu/item/15508/30448,,,http://data.europeana.eu/aggregation/provider/15508/30448,Albertina,http://www.europeana.eu/rights/rr-f/,Stehendes Mädchen im Mantel  (Studie für das Bildnis Mäda Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30448,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1916/17,"Bleistift
Graphite",,,,,,,,"Blatt: 36,7 x 56,1 cm",,30460,http://data.europeana.eu/proxy/provider/15508/30460,http://data.europeana.eu/item/15508/30460,,,http://data.europeana.eu/aggregation/provider/15508/30460,Albertina,http://www.europeana.eu/rights/rr-f/,Liegender Akt,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30460,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1907,Bleistift,,,,,,,,"56,9 x 37,3 cm",,30569,http://data.europeana.eu/proxy/provider/15508/30569,http://data.europeana.eu/item/15508/30569,,,http://data.europeana.eu/aggregation/provider/15508/30569,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzender Mädchenakt nach links,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30569,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56,6 x 37 cm",,30645,http://data.europeana.eu/proxy/provider/15508/30645,http://data.europeana.eu/item/15508/30645,,,http://data.europeana.eu/aggregation/provider/15508/30645,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende (Studie für das Bildnis Eugenia Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30645,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 56,6 x 37 cm",,30646,http://data.europeana.eu/proxy/provider/15508/30646,http://data.europeana.eu/item/15508/30646,,,http://data.europeana.eu/aggregation/provider/15508/30646,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende im Dreiviertelprofil (Studie für das Bildnis Eugenia Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=30646,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897/98,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 44,6 x 31,2 cm",,31459,http://data.europeana.eu/proxy/provider/15508/31459,http://data.europeana.eu/item/15508/31459,,,http://data.europeana.eu/aggregation/provider/15508/31459,Albertina,http://www.europeana.eu/rights/rr-f/,"Hygieia mit breitem Kopfputz (Studie für die Ölskizze für Medizin, Deckengemälde für die Wiener Universitätsaula)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=31459,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Feder in Tusche, weiße gehöht
Pen with ink, white hightening",,,,,,,,"Blatt: 56,6 x 36,9 cm",,31490,http://data.europeana.eu/proxy/provider/15508/31490,http://data.europeana.eu/item/15508/31490,,,http://data.europeana.eu/aggregation/provider/15508/31490,Albertina,http://www.europeana.eu/rights/rr-f/,Brustbild eines Mädchens,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=31490,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1908,"Bleistift
Graphite",,,,,,,,Blatt: 56 x 37 cm,,31514,http://data.europeana.eu/proxy/provider/15508/31514,http://data.europeana.eu/item/15508/31514,,,http://data.europeana.eu/aggregation/provider/15508/31514,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende mit erhobenem linken Bein, rechts Wiederholung (Studien für Judith II [Salome])",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=31514,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1895,"Bleistift, schwarze Kreide, weiß gehöht
Graphite, black chalk, white heightening",,,,,,,,"Blatt: 43 x 31,2 cm",,32516,http://data.europeana.eu/proxy/provider/15508/32516,http://data.europeana.eu/item/15508/32516,,,http://data.europeana.eu/aggregation/provider/15508/32516,Albertina,http://www.europeana.eu/rights/rr-f/,Brustbild eines kahlköpfigen alten Mannes (Studie für Liebe),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=32516,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1916/17,"Bleistift
Graphite",,,,,,,,"Blatt: 49,6 x 32,4 cm",,32860,http://data.europeana.eu/proxy/provider/15508/32860,http://data.europeana.eu/item/15508/32860,,,http://data.europeana.eu/aggregation/provider/15508/32860,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende Tänzerin im Profil, den Kopf nach links gewendet (Studie für Die Tänzerin [Ria Munk II])",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=32860,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1908-09,Bleistift,,,,,,,,"56,4 x 37,3 cm",,32944,http://data.europeana.eu/proxy/provider/15508/32944,http://data.europeana.eu/item/15508/32944,,,http://data.europeana.eu/aggregation/provider/15508/32944,Albertina,http://www.europeana.eu/rights/rr-f/,"Kopf einer alten Frau von vorne (Studie für ""Tod und Leben"")",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=32944,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1913,"Roter Farbstift
Red pencil",,,,,,,,Blatt: 37 x 56 cm,,32946,http://data.europeana.eu/proxy/provider/15508/32946,http://data.europeana.eu/item/15508/32946,,,http://data.europeana.eu/aggregation/provider/15508/32946,Albertina,http://www.europeana.eu/rights/rr-f/,Liegender Akt,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=32946,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1915,Bleistift,,,,,,,,"56,6 x 37,1 cm",,32947,http://data.europeana.eu/proxy/provider/15508/32947,http://data.europeana.eu/item/15508/32947,,,http://data.europeana.eu/aggregation/provider/15508/32947,Albertina,http://www.europeana.eu/rights/rr-f/,Damenbrustbild im Dreiveirtelprofil,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=32947,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1912/13,"Bleistift
Graphite",,,,,,,,"Blatt: 55,9 x 36,7 cm",,33355,http://data.europeana.eu/proxy/provider/15508/33355,http://data.europeana.eu/item/15508/33355,,,http://data.europeana.eu/aggregation/provider/15508/33355,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzendes Mädchen von der Seite  (Studie für das Bildnis Mäda Primavesi),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=33355,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1904,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 44,8 x 31,7 cm",,34553,http://data.europeana.eu/proxy/provider/15508/34553,http://data.europeana.eu/item/15508/34553,,,http://data.europeana.eu/aggregation/provider/15508/34553,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzende nach links (Studie für das Bildnis Fritza Riedler),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34553,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1900/01,"Schwarze Kreide, Bleistift, Vergrößerungsraster
Black chalk, pencil, enlarging grid",,,,,,,,Blatt: 45 x 31 cm,,34554,http://data.europeana.eu/proxy/provider/15508/34554,http://data.europeana.eu/item/15508/34554,,,http://data.europeana.eu/aggregation/provider/15508/34554,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende mit Lehnstuhl (Studie für das Bildnis Rose von Rosthorn-Friedmann),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34554,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1915/16,"Bleistift
Graphite",,,,,,,,Blatt: 57 x 37 cm,,34555,http://data.europeana.eu/proxy/provider/15508/34555,http://data.europeana.eu/item/15508/34555,,,http://data.europeana.eu/aggregation/provider/15508/34555,Albertina,http://www.europeana.eu/rights/rr-f/,Sitzende  (Studie für das Bildnis Friederike Maria Beer),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34555,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897/98,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 45,3 x 33,5 cm",,34556,http://data.europeana.eu/proxy/provider/15508/34556,http://data.europeana.eu/item/15508/34556,,,http://data.europeana.eu/aggregation/provider/15508/34556,Albertina,http://www.europeana.eu/rights/rr-f/,"Sitzende Frau mit aufgestütztem Kopf (Studie für die Ölskizze für Philosophie, Deckengemälde der Wiener Universitätsaula)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34556,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1907/08,"Bleistift
Graphite",,,,,,,,Blatt: 56 x 37 cm,,34557,http://data.europeana.eu/proxy/provider/15508/34557,http://data.europeana.eu/item/15508/34557,,,http://data.europeana.eu/aggregation/provider/15508/34557,Albertina,http://www.europeana.eu/rights/rr-f/,Zwei Männerköpfe im verlorenen Profil (Studien für Der Kuss),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34557,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1917,"Bleistift
Graphite",,,,,,,,"Blatt: 50 x 32,5 cm",,34667,http://data.europeana.eu/proxy/provider/15508/34667,http://data.europeana.eu/item/15508/34667,,,http://data.europeana.eu/aggregation/provider/15508/34667,Albertina,http://www.europeana.eu/rights/rr-f/,Halbbildnis einer Frau en face  (Studie für das Bildnis Johanna Staude),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34667,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897/98,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 32 x 45,2 cm",,34933,http://data.europeana.eu/proxy/provider/15508/34933,http://data.europeana.eu/item/15508/34933,,,http://data.europeana.eu/aggregation/provider/15508/34933,Albertina,http://www.europeana.eu/rights/rr-f/,Im Lehnstuhl sitzende Frau (Studie für das Bildnis Sonja Knips),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=34933,,,,Zeichnung,,,,
12346,Gustav Klimt,,,um 1897,Schwarze Kreide,,,,,,,,"45,3 x 30,1 cm",,35165,http://data.europeana.eu/proxy/provider/15508/35165,http://data.europeana.eu/item/15508/35165,,,http://data.europeana.eu/aggregation/provider/15508/35165,Albertina,http://www.europeana.eu/rights/rr-f/,Junge Frau im Straßenkleid,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35165,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 45,3 x 31,7 cm",,35166,http://data.europeana.eu/proxy/provider/15508/35166,http://data.europeana.eu/item/15508/35166,,,http://data.europeana.eu/aggregation/provider/15508/35166,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende von vorne, mit herabhängenden Armen (Studie für das Bildnis Serena Lederer)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35166,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 45,2 x 31,6 cm",,35167,http://data.europeana.eu/proxy/provider/15508/35167,http://data.europeana.eu/item/15508/35167,,,http://data.europeana.eu/aggregation/provider/15508/35167,Albertina,http://www.europeana.eu/rights/rr-f/,Stehende mit Stuhl (Studie für das Bildnis Serena Lederer),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35167,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 44,4 x 31,6 cm",,35168,http://data.europeana.eu/proxy/provider/15508/35168,http://data.europeana.eu/item/15508/35168,,,http://data.europeana.eu/aggregation/provider/15508/35168,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende von vorne, mit an die Taille gelegten Händen (Studie für das Bildnis Serena Lederer)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35168,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 44,8 x 31,4 cm",,35169,http://data.europeana.eu/proxy/provider/15508/35169,http://data.europeana.eu/item/15508/35169,,,http://data.europeana.eu/aggregation/provider/15508/35169,Albertina,http://www.europeana.eu/rights/rr-f/,"Etwas nach Links Stehende, mit gebeugtem rechten Arm (Studie für das Bildnis Serena Lederer)",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35169,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Bleistift, Vergrößerungsnetz
Graphite, enlarging grid",,,,,,,,"Blatt: 45,5 x 31,7 cm",,35170,http://data.europeana.eu/proxy/provider/15508/35170,http://data.europeana.eu/item/15508/35170,,,http://data.europeana.eu/aggregation/provider/15508/35170,Albertina,http://www.europeana.eu/rights/rr-f/,Etwas nach links Stehende mit herabhängenden Armen  (Studie für das Bildnis Serena Lederer),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35170,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 45,2 x 30,8 cm",,35171,http://data.europeana.eu/proxy/provider/15508/35171,http://data.europeana.eu/item/15508/35171,,,http://data.europeana.eu/aggregation/provider/15508/35171,Albertina,http://www.europeana.eu/rights/rr-f/,Nach links Stehende mit erhobener rechter Hand (Studie für das Bildnis Serena Lederer),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35171,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 44,1 x 30,9 cm",,35172,http://data.europeana.eu/proxy/provider/15508/35172,http://data.europeana.eu/item/15508/35172,,,http://data.europeana.eu/aggregation/provider/15508/35172,Albertina,http://www.europeana.eu/rights/rr-f/,"Etwas nach links Stehende mit herabhängenden Armen
Studie für das Bildnis Serena Lederer",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35172,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"46 x 31,3 cm",,35173,http://data.europeana.eu/proxy/provider/15508/35173,http://data.europeana.eu/item/15508/35173,,,http://data.europeana.eu/aggregation/provider/15508/35173,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende von vorne, mit herabhängenden Armen
Studie für das Bildnis Serena Lederer",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35173,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898/99,"Schwarze Kreide
Black chalk",,,,,,,,"Blatt: 45,2 x 31,8 cm",,35174,http://data.europeana.eu/proxy/provider/15508/35174,http://data.europeana.eu/item/15508/35174,,,http://data.europeana.eu/aggregation/provider/15508/35174,Albertina,http://www.europeana.eu/rights/rr-f/,"Stehende von vorne, mit erhobener linker Hand
Studie für das Bildnis Serena Lederer",,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35174,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1882,"Bleistift, Tuschfeder, braun laviert
Graphite, pen and ink, brown wash",,,,,,,,"Blatt: 20,4 x 30,4 cm",,35288,http://data.europeana.eu/proxy/provider/15508/35288,http://data.europeana.eu/item/15508/35288,,,http://data.europeana.eu/aggregation/provider/15508/35288,Albertina,http://www.europeana.eu/rights/rr-f/,Kompositionsentwurf für Die Reiche der Natur,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35288,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897-98,Tusche,,,,,,,,"11,9 x 11,6 cm",,35682,http://data.europeana.eu/proxy/provider/15508/35682,http://data.europeana.eu/item/15508/35682,,,http://data.europeana.eu/aggregation/provider/15508/35682,Albertina,http://www.europeana.eu/rights/rr-f/,Reinzeichnung für Initiale G,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35682,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897-98,"Tusche, Deckweißkorrekturen",,,,,,,,"9 x 9,1 cm",,35683,http://data.europeana.eu/proxy/provider/15508/35683,http://data.europeana.eu/item/15508/35683,,,http://data.europeana.eu/aggregation/provider/15508/35683,Albertina,http://www.europeana.eu/rights/rr-f/,Reinzeichnung eines Männerkopfes im Profil,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=35683,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1897/98,"Schwarze und rote Kreide
Black and red chalk",,,,,,,,"Blatt: 44,6 x 31,8 cm",,36058,http://data.europeana.eu/proxy/provider/15508/36058,http://data.europeana.eu/item/15508/36058,,,http://data.europeana.eu/aggregation/provider/15508/36058,Albertina,http://www.europeana.eu/rights/rr-f/,Bildnis einer Dame mit Cape und Hut,,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=36058,,,,Zeichnung,,,,
12346,Gustav Klimt,,,1898,"Bleistift
Graphite",,,,,,,,"Blatt: 37,6 x 44,7 cm",,36059,http://data.europeana.eu/proxy/provider/15508/36059,http://data.europeana.eu/item/15508/36059,,,http://data.europeana.eu/aggregation/provider/15508/36059,Albertina,http://www.europeana.eu/rights/rr-f/,Thaleia und Melpomene (Thalia und Melpomene),,,,http://www.kulturpool.at/plugins/kulturpool/showitem.action?kupoContext=default&itemExtId=36059,,,,Zeichnung,,,,
