item,itemLabel,oeblid
http://www.wikidata.org/entity/Q94760481,Anton Erl,E/Erl_Anton_1848_1927
http://www.wikidata.org/entity/Q94766507,Georg Freund,F/Freund_Georg_1849_1906
http://www.wikidata.org/entity/Q94760838,August Grau,G/Grau_August_1863_1923
http://www.wikidata.org/entity/Q94759631,Karl Gross,G/Gross_Karl_1837_1906
http://www.wikidata.org/entity/Q94792627,Ignaz Gruber,G/Gruber_Ignaz_1803_1872
http://www.wikidata.org/entity/Q94795964,Baptist Hämmerle,H/Haemmerle_Baptist_1845_1933
http://www.wikidata.org/entity/Q94788602,Theodor Hagen,H/Hagen_Theodor_1849_1909
http://www.wikidata.org/entity/Q94765776,Rudolf Kaufmann,K/Kaufmann_Rudolf_1871_1927
http://www.wikidata.org/entity/Q94836974,Josef Kern,K/Kern_Josef_1790_1832
http://www.wikidata.org/entity/Q94835621,Victor Korn,K/Korn-Korningen_Victor_1845_1920
http://www.wikidata.org/entity/Q94836041,Paul Ignaz Kürzinger,K/Kuerzinger_Paul-Ignaz_1750_1820
http://www.wikidata.org/entity/Q94819074,Otto Lange,L/Lange_Otto_1875_1936
http://www.wikidata.org/entity/Q94824453,Karl Freiherr von Ludwig,L/Ludwig_Karl_1836_1906
http://www.wikidata.org/entity/Q94822925,Franz Melichar,M/Melichar_Franz_1835_1881
http://www.wikidata.org/entity/Q94823144,Johann Pokorny,P/Pokorny_Johann_1861_1931
http://www.wikidata.org/entity/Q94763535,Karl Rosenberg,R/Rosenberg_Karl_1861_1936
http://www.wikidata.org/entity/Q94802090,Josef Salcher,S/Salcher_Josef_1861_1920
http://www.wikidata.org/entity/Q94807498,Franz Scholz,S/Scholz_Franz_1819_1902
http://www.wikidata.org/entity/Q94812375,Paul Schwarz,S/Schwarz_Paul_1860_1937
http://www.wikidata.org/entity/Q94829166,Ignaz Seidl-Hohenveldern,S/Seidl_Ignaz_1883_1922
http://www.wikidata.org/entity/Q94751937,Kathi Schenk,T/Thaller_Kathi_1856_1925
http://www.wikidata.org/entity/Q94801600,Ludwig Urban,U/Urban_Ludwig_1854_1923
http://www.wikidata.org/entity/Q94801604,Ludwig Urban,U/Urban_Ludwig_1876_1946
http://www.wikidata.org/entity/Q94939066,Anton Colli,C/Colli_Anton_1870_1950
http://www.wikidata.org/entity/Q94944457,Karl Czerny,C/Czerny_Karl_1877_1940
http://www.wikidata.org/entity/Q94944377,Karl Friedrich,F/Friedrich_Karl_1900_1945
http://www.wikidata.org/entity/Q94944394,Anton Gartner,G/Gartner_Anton_1817_1858
http://www.wikidata.org/entity/Q94909007,Volkmar Haselbach,H/Haselbach_Volkmar_1909_1976
http://www.wikidata.org/entity/Q94855047,Wilhelm Kalmann,K/Kalmann_Wilhelm_1854_1936
http://www.wikidata.org/entity/Q94895897,Walter Kölbl,K/Koelbl_Walter_1891_1914
http://www.wikidata.org/entity/Q94911652,Alfred Königsberg,K/Koenigsberg_Alfred_1829_1895
http://www.wikidata.org/entity/Q94895359,Friedrich Lachmann,L/Lachmann_Friedrich_1838_1900
http://www.wikidata.org/entity/Q94894356,Josef Laimer,L/Laimer_Josef_1794_1867
http://www.wikidata.org/entity/Q94901835,Luigi Lanfranchi,L/Lanfranchi_Luigi_1782_1860
http://www.wikidata.org/entity/Q94913700,Adolf Last,L/Last_Adolf_1864_1949
http://www.wikidata.org/entity/Q94933155,Wilhelm Mager,M/Mager_Wilhelm_1871_1935
http://www.wikidata.org/entity/Q94886132,Eduard Morres,M/Morres_Eduard_1851_1945
http://www.wikidata.org/entity/Q94850231,Friedrich Müller,M/Mueller_Friedrich_1842_1919
http://www.wikidata.org/entity/Q94874397,Gustav Müller,M/Mueller_Gustav_1849_1929
http://www.wikidata.org/entity/Q94896430,Ludwig Rapp,R/oebl_R_2/Rapp_Ludwig_1828_1910
http://www.wikidata.org/entity/Q94914598,Walter Süß,S_42/Suess_Walter_1905_1940
http://www.wikidata.org/entity/Q94852008,Johann Schenk,S/Schenk_Johann_1829_1874
http://www.wikidata.org/entity/Q94890898,Ernst Schmid,S/Schmid_Ernst_1835_1901
http://www.wikidata.org/entity/Q94918181,Josef Schön,S/Schoen_Josef_1790_1838
http://www.wikidata.org/entity/Q94871331,Eduard Schwarz,S/Schwarz_Eduard_1831_1862
http://www.wikidata.org/entity/Q94881017,Gustav Smekal,S/Smekal_Gustav_1863_1921
http://www.wikidata.org/entity/Q94880064,Oskar Teuber,T/Teuber_Oskar-Karl_1852_1901
http://www.wikidata.org/entity/Q94874349,Franz Unterberger,U/Unterberger_Franz-Maria_1794_1867
http://www.wikidata.org/entity/Q94916116,Rudolf Vrba,V/Vrba_Rudolf-Vaclav_1860_1939
http://www.wikidata.org/entity/Q94992183,Victor Kaefer,K/Kaefer_Viktor_1799_
http://www.wikidata.org/entity/Q95031963,Thomas Klein,K/Klein_Thomas_1812_1888
http://www.wikidata.org/entity/Q94991341,Giuseppe Alessandro Scaramelli,S/Scaramelli_Giuseppe-Alessandro_1817_1876
http://www.wikidata.org/entity/Q94983738,Basilius Szabó,S/Szabo_Basilius_1820_1910
http://www.wikidata.org/entity/Q95074280,Josef Sytko,S/Sytko_Josef_1828_1906
http://www.wikidata.org/entity/Q95125235,Heinrich Testa,T/Testa_Heinrich_1821_1866
http://www.wikidata.org/entity/Q95124573,Joseph Wimmer,W/Wimmer_Josef_1834_1903
http://www.wikidata.org/entity/Q95182141,Johann Magdeburg,M/Magdeburg_Johann_1782_1848
http://www.wikidata.org/entity/Q95217305,Adolf Ott,O/Ott_Adolf_1835_1920
http://www.wikidata.org/entity/Q95181828,Gustav Süssemilch,S/Suessemilch_Gustav_1907_1944
http://www.wikidata.org/entity/Q95214728,František Ulrich,U/Ulrich_Frantisek_1899_1941
http://www.wikidata.org/entity/Q95247267,Theodor Mayer,M/Maier_Theodor_1788_1861
http://www.wikidata.org/entity/Q95363292,Josef Klíma,K/Klima_Josef_1887_1943
http://www.wikidata.org/entity/Q95388704,Rudolf Koss,K/Koss_Rudolf_1884_1929
http://www.wikidata.org/entity/Q95333226,Gustav Adolph Schréter,S/Schreter_Gustav-Adolph_1803_
http://www.wikidata.org/entity/Q95390646,Rudolf Sokol,S/Sokol_Rudolf_1873_1927
http://www.wikidata.org/entity/Q95391342,Antonín Veselý,V/Vesely_Antonin_1863_1932
http://www.wikidata.org/entity/Q95465284,Johannes Arndt,A/Arndt_Johannes_1842_1915
http://www.wikidata.org/entity/Q95471949,F. P. Vožický,V/Vozicky_Frantisek-P_1867_1929
http://www.wikidata.org/entity/Q98381565,Anton Holler,H/Holler_Anton_1826_1909
http://www.wikidata.org/entity/Q98382255,Leopoldine Winter,W/Winter_Leopoldine_1854_1945
http://www.wikidata.org/entity/Q98817851,Isidor Allinger,A/Allinger_Isidor_1820_1903
http://www.wikidata.org/entity/Q98818556,Johann Bauer,B/Bauer_Johann_1889_1949
http://www.wikidata.org/entity/Q98847872,Konrad Brandner,B/Brandner_Konrad_1881_1939
http://www.wikidata.org/entity/Q98834498,Hermann Cammerloher,C/Cammerloher_Hermann-Josef_1885_1940
http://www.wikidata.org/entity/Q98847876,Franz Champion,C/Champion_Franz_1786_1874
http://www.wikidata.org/entity/Q98847878,Hermann Daub,D/Daub_Hermann_1869_1927
http://www.wikidata.org/entity/Q98834504,Johannes Dück,D/Dueck_Johannes_1875_1964
http://www.wikidata.org/entity/Q98819394,Helene Ehmann,E/Ehmann_Helene_1910_1986
http://www.wikidata.org/entity/Q98907764,Rudolf Friedl,F/Friedl_Rudolf_1862_1942
http://www.wikidata.org/entity/Q98907768,Friedrich Gehmacher,G/Gehmacher_Friedrich_1866_1942
http://www.wikidata.org/entity/Q98907774,Michael Grossmann,G/Grossmann_Michael_1848_1927
http://www.wikidata.org/entity/Q98907778,Alois Haas,H/Haas_Alois_1805_1879
http://www.wikidata.org/entity/Q98925516,Michael Hainisch,H/Hainisch_Michael_1802_1880
http://www.wikidata.org/entity/Q98925518,August Herrmann,H/Herrmann_August_1847_1915
http://www.wikidata.org/entity/Q98907800,Franz Hiermann,H/Hiermann_Franz_1870_1933
http://www.wikidata.org/entity/Q98923613,Karl Höbarth,H/Hoebarth_Karl_1819_1906
http://www.wikidata.org/entity/Q98907803,Franz Hönig,H/Hoenig_Franz_1858_1913
http://www.wikidata.org/entity/Q98907818,Nikolaus Huber,H/Huber_Nikolaus_1833_1887
http://www.wikidata.org/entity/Q98907824,Franz Innerhofer,I/Innerhofer_Franz_1884_1921
http://www.wikidata.org/entity/Q98847955,Karl von Jaeger,J/Jaeger_Karl_1836_1920
http://www.wikidata.org/entity/Q98847961,Heinrich Juster,J/Juster_Heinrich_1876_1917
http://www.wikidata.org/entity/Q98907835,Ludwig Kaiser,K/Kaiser_Ludwig_1876_1932
http://www.wikidata.org/entity/Q98907838,Georg Kantor,K/Kantor_Georg_1893_1939
http://www.wikidata.org/entity/Q98847973,Anton Kapper,K/Kapper_Anton_1869_1936
http://www.wikidata.org/entity/Q98923937,Albertina Klahs,K/Klahs_Albertina_1844_1912
http://www.wikidata.org/entity/Q98923946,Alfons Heinrich Klahs,K/Klahs_Alfons-Heinrich_1832_
http://www.wikidata.org/entity/Q98847988,Ferdinand von Kleinmayr,K/Kleinmayr_Ferdinand_1863_1920
http://www.wikidata.org/entity/Q98845351,Felix Koch,K/Koch_Felix_1829_1889
http://www.wikidata.org/entity/Q98907858,Franz Koch,K/Koch_Franz_1839_1907
http://www.wikidata.org/entity/Q98924051,Heinrich Koch,K/Koch_Heinrich_1840_1889
http://www.wikidata.org/entity/Q98834741,Leander Körschner,K/Koerschner_Leander_1866_1918
http://www.wikidata.org/entity/Q98907864,Josef Kohl,K/Kohl_Josef_1846_1906
http://www.wikidata.org/entity/Q98848017,Johann Konrad,K/Konrad_Johann_1780_1844
http://www.wikidata.org/entity/Q98834763,Franz Kounitzky,K/Kounitzky_Franz_1880_1928
http://www.wikidata.org/entity/Q98907874,Richard Krämer,K/Kraemer_Richard_1876_1937
http://www.wikidata.org/entity/Q98907875,August Kraft,K/Kraft_August_1891_1957
http://www.wikidata.org/entity/Q98848027,Johann Krumpholz,K/Krumpholz_Johann_1846_1910
http://www.wikidata.org/entity/Q98907888,Franz Kuna,K/Kuna_Franz_1881_1943
http://www.wikidata.org/entity/Q98907889,Eduard Kunz,K/Kunz_Eduard_1813_1876
http://www.wikidata.org/entity/Q98907890,Gottfried Kunz,K/Kunz_Gottfried_1869_1931
http://www.wikidata.org/entity/Q98907898,Luigi Lamberti,L/Lamberti_Luigi_1758_1836
http://www.wikidata.org/entity/Q98907914,Johann Lechner,L/Lechner_Johann_1874_1927
http://www.wikidata.org/entity/Q98844938,Josef Lehmann,L/Lehmann_Josef_1838_1911
http://www.wikidata.org/entity/Q98907917,Franz Xaver Lehner,L/Lehner_Franz-Xaver_1857_1916
http://www.wikidata.org/entity/Q98907920,Franz Leifer,L/Leifer_Franz_1852_1914
http://www.wikidata.org/entity/Q98907940,Giuseppe Lorenzetti,L/Lorenzetti_Giuseppe_1834_1868
http://www.wikidata.org/entity/Q98848067,Alfred Luger,L/Luger_Alfred_1886_1938
http://www.wikidata.org/entity/Q98834771,Eduard Mader,M/Mader_Eduard_1858_1930
http://www.wikidata.org/entity/Q98907979,Franz Moll,M/Moll_Franz_1830_1908
http://www.wikidata.org/entity/Q98925459,Josef Simon Moosbrugger,M/Moosbrugger_Josef-Simon_1774_1831
http://www.wikidata.org/entity/Q98848107,Guido Morpurgo,M/Morpurgo_Guido_1868_1888
http://www.wikidata.org/entity/Q98848110,Hans Munding,M/Munding_Hans_1864_1935
http://www.wikidata.org/entity/Q98907990,Johann Neubauer,N/Neubauer_Johann_1837_1910
http://www.wikidata.org/entity/Q98848120,Josef von Neumann,N/Neumann_Josef_1856_1923
http://www.wikidata.org/entity/Q98848132,Josef Oelz,O/Oelz_Josef_1852_1915
http://www.wikidata.org/entity/Q98908023,Josef Priebsch,P/Priebsch_Josef_1827_1906
http://www.wikidata.org/entity/Q98908025,Josef Proksch,P/Proksch_Josef_1846_1904
http://www.wikidata.org/entity/Q98908026,Karl Puchner,P/Puchner_Karl_1813_1880
http://www.wikidata.org/entity/Q98908031,Johann Rauch,R/Rauch_Johann_1867_1940
http://www.wikidata.org/entity/Q98925471,Franz Sales Reiter,R/Reiter_Franz-Sales_1835_1888
http://www.wikidata.org/entity/Q98908039,Josef Reiter,R/Reiter_Josef_1805_1876
http://www.wikidata.org/entity/Q98908059,August Roth,R/Roth_August_1853_1911
http://www.wikidata.org/entity/Q98925475,Moritz Ruhmann,R/Ruhmann_Moritz_1858_1936
http://www.wikidata.org/entity/Q98908062,Karl Ruppert,R/Ruppert_Karl_1813_1881
http://www.wikidata.org/entity/Q98908212,Samuel Štur,S_42/Stur_Samuel_1789_1851
http://www.wikidata.org/entity/Q98908063,Eduard Sacher,S/Sacher_Eduard_1834_1903
http://www.wikidata.org/entity/Q98848160,Georg von Sauer,S/Sauer_Georg_1802_1861
http://www.wikidata.org/entity/Q98925523,Franz Schaumann,S/Schaumann_Franz_1802_1879
http://www.wikidata.org/entity/Q98819724,Marie Scherer,S/Scherer_Marie_1884_1916
http://www.wikidata.org/entity/Q98925478,Matthäus Schiestl,S/Schiestl_Matthaeus_1834_1915
http://www.wikidata.org/entity/Q98925479,Karl Eduard Schimmer,S/Schimmer_Karl-Eduard_1842_1912
http://www.wikidata.org/entity/Q98925524,Samuel Wilhelm Schindler,S/Schindler_Samuel-Wilhelm_1826_1903
http://www.wikidata.org/entity/Q98908084,Alfred Schmidt,S/Schmid_Alfred_1854_1923
http://www.wikidata.org/entity/Q98908090,Gustav Schmidt,S/Schmid_Gustav_1865_1931
http://www.wikidata.org/entity/Q98822812,Johann Schmit,S/Schmid_Johann_1776_1853
http://www.wikidata.org/entity/Q98908096,Karl Schmid,S/Schmid_Karl_1830_1892
http://www.wikidata.org/entity/Q98822849,Maria Schmid,S/Schmid_Maria_1794_1864
http://www.wikidata.org/entity/Q98908102,Moriz Schmidt,S/Schmid_Moriz_1834_1903
http://www.wikidata.org/entity/Q98908106,Ludwig Schmidl,S/Schmidl_Ludwig_1841_1901
http://www.wikidata.org/entity/Q98844953,Franz Schnabel,S/Schnabel_Franz_1900_
http://www.wikidata.org/entity/Q98848202,Josef Anton Schneller,S/Schneller_Josef-Anton_1796_1862
http://www.wikidata.org/entity/Q98908121,Johann Schöffel,S/Schoeffel_Johann_1754_1830
http://www.wikidata.org/entity/Q98908131,Julius Scholtz,S/Scholtz_Julius_1837_1913
http://www.wikidata.org/entity/Q98844955,Josef Schram,S/Schram_Josef_1831_
http://www.wikidata.org/entity/Q98848212,Johann Schrantz,S/Schrantz_Johann_1830_1902
http://www.wikidata.org/entity/Q98844957,Maximilian Schreier,S/Schreier_Maximilian_1881_1942
http://www.wikidata.org/entity/Q98908139,Karl Schreiner,S/Schreiner_Karl_1860_1916
http://www.wikidata.org/entity/Q98848214,Alois Schreyer,S/Schreyer_Alois_1859_
http://www.wikidata.org/entity/Q98908141,Julius Schröder,S/Schroeder_Julius_1866_1918
http://www.wikidata.org/entity/Q98908154,Richard Schuster,S/Schuster_Richard_1867_1905
http://www.wikidata.org/entity/Q98908167,Josef Schweighofer,S/Schweighofer_Josef_1866_1928
http://www.wikidata.org/entity/Q98848250,Richard von Skene,S/Skene_Richard_1867_1947
http://www.wikidata.org/entity/Q98908181,Josef Stadler,S/Stadler_Josef_1780_1847
http://www.wikidata.org/entity/Q98848271,Magdalena Strauß,S/Strauss_Magdalena_1764_1845
http://www.wikidata.org/entity/Q98834797,Karl von Streicher,S/Streicher_Karl_1851_1909
http://www.wikidata.org/entity/Q98834806,Rudolf Stross,S/Stross_Rudolf_1872_
http://www.wikidata.org/entity/Q98834809,Leopold von Stubenrauch,S/Stubenrauch_Leopold_1869_1945
http://www.wikidata.org/entity/Q98908213,Karel Šváb,S/Svab_Karel_1896_1942
http://www.wikidata.org/entity/Q98834828,Ágoston Székely,S/Szekely-Adamos_Agoston_1864_1927
http://www.wikidata.org/entity/Q98834835,Israel Taglicht,T/Taglicht_Israel_1862_1943
http://www.wikidata.org/entity/Q98834836,Josef Tapper,T/Tapper_Josef_1854_1906
http://www.wikidata.org/entity/Q98823099,Maria Barbara Francesca Teyber,T/Teyber_Maria-Barbara-Francisca_1750_1832
http://www.wikidata.org/entity/Q98822179,Ernestine Thorsch,T/Thorsch_Ernestine_1836_1912
http://www.wikidata.org/entity/Q98834877,Franz Trau,T/Trau_Franz_1842_1905
http://www.wikidata.org/entity/Q98834889,Kyrylo Tryl’ovs’kyj,T/Trylovskyj_Kyrylo_1864_1941
http://www.wikidata.org/entity/Q98834912,Adolf Turóczy,T/Turoczy_Adolf_1841_1903
http://www.wikidata.org/entity/Q98834941,Leopold Tobias Uhlmann,U/Uhlmann_Leopold_1806_1878
http://www.wikidata.org/entity/Q98834944,Rudolf Ullepitsch von Krainfels,U/Ullepitsch-Krainfels_Rudolf_1842_1907
http://www.wikidata.org/entity/Q98834947,Ernst Walther Ulmann,U/Ulmann_Ernst-Walther_1877_1941
http://www.wikidata.org/entity/Q98834949,Otto Umlauft,U/Umlauft_Otto_1886_1945
http://www.wikidata.org/entity/Q98834958,Alexander Max Vallas,V/Vallas_Alexander-Max_1884_1943
http://www.wikidata.org/entity/Q98834966,Joseph Vecsey von Vecse und Böröllyő-Iságfa,V/Vecsey-Vecse-Boeroellyoe-Isagfa_Joseph_1822_1890
http://www.wikidata.org/entity/Q98924865,Franz Vetterl von Wildenbrunn,V/Vetterl-Wildenbrunn_Franz__1819
http://www.wikidata.org/entity/Q98908238,Ernst Vogel,V/Vogel_Ernst_1871_1948
http://www.wikidata.org/entity/Q98925499,Guido Wachtler,W/Wachtler_Guido_1868_1939
http://www.wikidata.org/entity/Q98842841,Olga Waissnix,W/Waissnix_Olga_1918_1945
http://www.wikidata.org/entity/Q99372660,Heinrich Kies,K/Kies_Heinrich_1812_
http://www.wikidata.org/entity/Q99392174,Karl Ritter von Krauss,K/Krauss_Karl_1834_1905
http://www.wikidata.org/entity/Q99386001,Alfred Voigt,V/Voigt_Alfred_1855_1923
http://www.wikidata.org/entity/Q99668033,Gustav Schlumberger von Goldeck,S/Schlumberger-Goldeck_Gustav_1848_1921
http://www.wikidata.org/entity/Q100938606,Max Weisz,W/Weisz_Max_1872_1931
http://www.wikidata.org/entity/Q101063567,Constantin Georg von Villefort,V/Villefort_Constantin-Georg_1792_1866
http://www.wikidata.org/entity/Q101047823,Friedrich Volderauer,V/Volderauer_Friedrich_1807_1883
http://www.wikidata.org/entity/Q101063576,Anton Heinrich Wasserfall von Rheinbrausen,W/Wasserfall-Rheinbrausen_Anton-Heinrich_1803_1871
http://www.wikidata.org/entity/Q101063581,Alfred Weidholz,W/Weidholz_Alfred_1880_1945
http://www.wikidata.org/entity/Q101051248,Rudolf Werfel,W/Werfel_Rudolf_1857_1941
http://www.wikidata.org/entity/Q101574087,Hermann Göhler,G/Goehler_Hermann-Josef-Franz_1907_1944
http://www.wikidata.org/entity/Q104902686,Alois Teyber,T/Teyber_Alois_1876_1914
http://www.wikidata.org/entity/Q104907152,Josef Wild,W/Wild_Josef_1815_1884
http://www.wikidata.org/entity/Q10379692,Adalbert von Widmann,W/Widmann_Adalbert_1868_1945
http://www.wikidata.org/entity/Q104985163,Jonas Julius Wiesner,W/Wiesner_Jonas-Julius_1814_1889
http://www.wikidata.org/entity/Q104985176,Josef Wimmer,W/Wimmer_Josef_1808_1894
http://www.wikidata.org/entity/Q104985197,Anton von Wiplinger,W/Wiplinger_Anton_1830_1896
http://www.wikidata.org/entity/Q104985206,Ludwig Wittgenstein,W/Wittgenstein_Ludwig_1845_1925
http://www.wikidata.org/entity/Q5547,Antonio Canova,C/Canova_Antonio_1757_1822
http://www.wikidata.org/entity/Q2754,Jaroslav Hašek,H/Hasek_Jaroslav_1883_1923
http://www.wikidata.org/entity/Q16924,János Bolyai,B/Bolyai-Bolya_Johann_1802_1860
http://www.wikidata.org/entity/Q7294,Johannes Brahms,B/Brahms_Johannes_1833_1897
http://www.wikidata.org/entity/Q15800,Fran Levstik,L/Levstik_Fran_1831_1887
http://www.wikidata.org/entity/Q11726,Karl Renner,R/Renner_Karl_1870_1950
http://www.wikidata.org/entity/Q29885,Anton Sauter,S/Sauter_Anton-Eleutherius_1800_1881
http://www.wikidata.org/entity/Q45214,Maurice de Hirsch,H/Hirsch_Moritz_1831_1896
http://www.wikidata.org/entity/Q45662,Klemens Wenzel Lothar von Metternich,M/Metternich-Winneburg_Klemens-Wenzel-Lothar_1773_1859
http://www.wikidata.org/entity/Q65847,Hermann Helmer,H/Helmer_Hermann_1849_1919
http://www.wikidata.org/entity/Q64556,Ewald Hering,H/Hering_Ewald_1834_1918
http://www.wikidata.org/entity/Q63000,Ferdinand Georg August von Sachsen-Coburg-Saalfeld-Koháry,S/Sachsen-Coburg-Gotha_Ferdinand-August-Georg_1785_1851
http://www.wikidata.org/entity/Q51088,Antonio Salieri,S/Salieri_Antonio_1750_1825
http://www.wikidata.org/entity/Q61956,Lorenz von Stein,S/Stein_Lorenz_1815_1890
http://www.wikidata.org/entity/Q60369,Jakob Wassermann,W/Wassermann_Jakob_1873_1934
http://www.wikidata.org/entity/Q78478,Robert Bárány,B/Barany_Robert_1876_1936
http://www.wikidata.org/entity/Q84794,Ladislaus Batthyány-Strattmann,B/Batthyany-Strattmann_Ladislaus_1870_1931
http://www.wikidata.org/entity/Q76726,Peter Behrens,B/Behrens_Peter_1868_1940
http://www.wikidata.org/entity/Q74197,Otto Benndorf,B/Benndorf_Friedrich-August-Otto_1838_1907
http://www.wikidata.org/entity/Q85180,Joseph Boehm,B/Boehm_Josef-Edgar_1834_1890
http://www.wikidata.org/entity/Q78916,Hieronymus von Colloredo-Mansfeld,C/Colloredo-Mannsfeld_Hieronymus_1775_1822
http://www.wikidata.org/entity/Q72718,Vincenz Czerny,C/Czerny_Vinzenz_1842_1916
http://www.wikidata.org/entity/Q79157,Rudolf Eitelberger,E/Eitelberger-Edelberg_Rudolf_1817_1885
http://www.wikidata.org/entity/Q84766,Hans Eppinger junior,E/Eppinger_Hans_1879_1946
http://www.wikidata.org/entity/Q78585,Leo Fall,F/Fall_Leo_1873_1925
http://www.wikidata.org/entity/Q78846,Karl Emil Franzos,F/Franzos_Karl-Emil_1848_1904
http://www.wikidata.org/entity/Q78984,Andreas Franz Frühwirth,F/Fruehwirth_Andreas_1845_1933
http://www.wikidata.org/entity/Q85394,René Fülöp Miller,F/Fueloep-Miller_Rene_1891_1963
http://www.wikidata.org/entity/Q77982,Marie Gutheil-Schoder,G/Gutheil-Schoder_Marie_1874_1935
http://www.wikidata.org/entity/Q84961,Karl Eduard Hammerschmidt,H/Hammerschmidt_Karl-Eduard_1801_1874
http://www.wikidata.org/entity/Q78849,Friedrich Hasenöhrl,H/Hasenoehrl_Friedrich_1874_1915
http://www.wikidata.org/entity/Q79039,Joachim Haspinger,H/Haspinger_Joachim_1776_1858
http://www.wikidata.org/entity/Q84817,Berthold Hatschek,H/Hatschek_Berthold_1854_1941
http://www.wikidata.org/entity/Q78902,Ferdinand Hellmesberger,H/Hellmesberger_Ferdinand_1863_1940
http://www.wikidata.org/entity/Q71249,Constantin von Höfler,H/Hoefler_Karl-Adolf-Constantin_1811_1897
http://www.wikidata.org/entity/Q78853,Gottfried zu Hohenlohe-Schillingsfürst,H/Hohenlohe-Schillingsfuerst_Gottfried_1867_1932
http://www.wikidata.org/entity/Q78833,Joseph von Hormayr,H/Hormayr-Hortenburg_Josef_1781_1848
http://www.wikidata.org/entity/Q78889,Adolf Jellinek,J/Jellinek_Adolf_1820_1893
http://www.wikidata.org/entity/Q78589,Emil Jellinek,J/Jellinek-Mercedes_Emil_1853_
http://www.wikidata.org/entity/Q78633,Joseph Ferdinand von Österreich-Toskana,J/Joseph_Ferdinand-Salvator_1872_1942
http://www.wikidata.org/entity/Q84914,Felix Kaufmann,K/Kaufmann_Felix_1895_1949
http://www.wikidata.org/entity/Q84444,Jernej Kopitar,K/Kopitar_Bartholomaeus_1780_1844
http://www.wikidata.org/entity/Q84652,Ernst Lecher,L/Lecher_Ernst_1856_1926
http://www.wikidata.org/entity/Q83999,Tivadar Lehoczky,L/Lehoczky_Tivadar_1830_1915
http://www.wikidata.org/entity/Q85666,Hans Molisch,M/Molisch_Hans_1856_1937
http://www.wikidata.org/entity/Q89422,Wilhelm Albrecht von Montenuovo,M/Montenuovo_Wilhelm-Albrecht_1821_1895
http://www.wikidata.org/entity/Q88510,Wilhelm Anton Neumann,N/Neumann_Wilhelm-Anton_1837_1919
http://www.wikidata.org/entity/Q87188,Franz Xaver von Neumann-Spallart,N/Neumann-Spallart_Franz-Xaver_1837_1888
http://www.wikidata.org/entity/Q86804,Richard Paltauf,P/Paltauf_Richard_1858_1924
http://www.wikidata.org/entity/Q87985,Carl Patsch,P/Patsch_Karl_1865_1945
http://www.wikidata.org/entity/Q89029,Theodor Petrina,P/Petrina_Theodor_1842_1928
http://www.wikidata.org/entity/Q94058,Eugen Philippovich von Philippsberg,P/Philippovich-Philippsberg_Eugen_1858_1917
http://www.wikidata.org/entity/Q88910,Adolf Pichler,P/Pichler-Rautenkar_Adolf_1819_1900
http://www.wikidata.org/entity/Q89043,Gustaw Piotrowski,P/Piotrowski_Gustaw_1833_1884
http://www.wikidata.org/entity/Q88429,Rudolf Pöch,P/Poech_Rudolf_1870_1921
http://www.wikidata.org/entity/Q93364,Oskar Potiorek,P/Potiorek_Oskar_1853_1933
http://www.wikidata.org/entity/Q89388,Camillo Praschniker,P/Praschniker_Kamillo_1884_1949
http://www.wikidata.org/entity/Q89508,Josef Redtenbacher,R/Redtenbacher_Josef_1810_1870
http://www.wikidata.org/entity/Q85819,Franz Reinisch,R/Reinisch_Franz_1903_1942
http://www.wikidata.org/entity/Q87462,Peter von Rittinger,R/Rittinger_Peter_1811_1872
http://www.wikidata.org/entity/Q89650,Maximilian von Rodakowski,R/Rodakowski_Maximilian_1825_1900
http://www.wikidata.org/entity/Q89839,Anton Rollett,R/Rollett_Anton_1778_1842
http://www.wikidata.org/entity/Q87212,Michał Jan Rostworowski,R/Rostworowski_Michal_1864_1940
http://www.wikidata.org/entity/Q86141,Hermann Rothe,R/Rothe_Hermann_1882_1923
http://www.wikidata.org/entity/Q88018,Viktor Rumpelmayer,R/Rumpelmayer_Viktor_1830_1885
http://www.wikidata.org/entity/Q90219,Eduard von Sacken,S/Sacken_Eduard_1825_1883
http://www.wikidata.org/entity/Q90167,Otmar Schissel von Fleschenberg,S/Schissel-Fleschenberg_Otmar_1884_1943
http://www.wikidata.org/entity/Q86275,Anton Schrötter von Kristelli,S/Schroetter-Kristelli_Anton_1802_1875
http://www.wikidata.org/entity/Q87244,Hermann von Schrötter,S/Schroetter-Kristelli_Hermann_1870_1928
http://www.wikidata.org/entity/Q94024,Ernst Späth,S/Spaeth_Ernst_1886_1946
http://www.wikidata.org/entity/Q85726,Richard Specht,S/Specht_Richard_1870_1932
http://www.wikidata.org/entity/Q87009,August Stauda,S/Stauda_August_1861_1928
http://www.wikidata.org/entity/Q88392,Richard Steidle,S/Steidle_Richard_1881_1940
http://www.wikidata.org/entity/Q90310,Carl Sternberg,S/Sternberg_Carl_1872_1935
http://www.wikidata.org/entity/Q85976,Robert Stricker,S/Stricker_Robert_1879_1944
http://www.wikidata.org/entity/Q87355,Oskar Strnad,S/Strnad_Oskar_1879_1935
http://www.wikidata.org/entity/Q88159,Albin Swoboda,S/Swoboda_Albin_1836_1901
http://www.wikidata.org/entity/Q102016,Aron Tänzer,T/Taenzer_Aron-Arnold_1871_1937
http://www.wikidata.org/entity/Q94074,Ludwig von Tetmajer,T/Tetmajer_Ludwig_1850_1905
