subject,predicate,object,context
http://www.wikidata.org/entity/Q3806927,http://www.wikidata.org/prop/direct/651,00713456,
http://www.wikidata.org/entity/Q3806920,http://www.wikidata.org/prop/direct/651,21433782,
http://www.wikidata.org/entity/Q3806857,http://www.wikidata.org/prop/direct/651,95508999,
http://www.wikidata.org/entity/Q3903515,http://www.wikidata.org/prop/direct/651,00135381,
http://www.wikidata.org/entity/Q3911707,http://www.wikidata.org/prop/direct/651,57832282,
http://www.wikidata.org/entity/Q3913976,http://www.wikidata.org/prop/direct/651,94655627,
http://www.wikidata.org/entity/Q3916643,http://www.wikidata.org/prop/direct/651,32502945,
http://www.wikidata.org/entity/Q3916643,http://www.wikidata.org/prop/direct/651,79925433,
http://www.wikidata.org/entity/Q3921322,http://www.wikidata.org/prop/direct/651,81454667,
http://www.wikidata.org/entity/Q3922478,http://www.wikidata.org/prop/direct/651,03789246,
http://www.wikidata.org/entity/Q3926042,http://www.wikidata.org/prop/direct/651,40158740,
http://www.wikidata.org/entity/Q4000373,http://www.wikidata.org/prop/direct/651,66433724,
http://www.wikidata.org/entity/Q4014705,http://www.wikidata.org/prop/direct/651,52716072,
http://www.wikidata.org/entity/Q4021004,http://www.wikidata.org/prop/direct/651,97160597,
http://www.wikidata.org/entity/Q4026168,http://www.wikidata.org/prop/direct/651,82157973,
http://www.wikidata.org/entity/Q4027297,http://www.wikidata.org/prop/direct/651,34672827,
http://www.wikidata.org/entity/Q4028995,http://www.wikidata.org/prop/direct/651,18688689,
http://www.wikidata.org/entity/Q4154208,http://www.wikidata.org/prop/direct/651,23652142,
http://www.wikidata.org/entity/Q4281234,http://www.wikidata.org/prop/direct/651,00656317,
http://www.wikidata.org/entity/Q4315047,http://www.wikidata.org/prop/direct/651,48014165,
http://www.wikidata.org/entity/Q4335769,http://www.wikidata.org/prop/direct/651,67672362,
http://www.wikidata.org/entity/Q4355142,http://www.wikidata.org/prop/direct/651,53675838,
http://www.wikidata.org/entity/Q4355850,http://www.wikidata.org/prop/direct/651,89875730,
http://www.wikidata.org/entity/Q4370792,http://www.wikidata.org/prop/direct/651,76856035,
http://www.wikidata.org/entity/Q4387211,http://www.wikidata.org/prop/direct/651,80752994,
http://www.wikidata.org/entity/Q4432483,http://www.wikidata.org/prop/direct/651,57135429,
http://www.wikidata.org/entity/Q4440867,http://www.wikidata.org/prop/direct/651,31968897,
http://www.wikidata.org/entity/Q4484167,http://www.wikidata.org/prop/direct/651,00137237,
http://www.wikidata.org/entity/Q4488649,http://www.wikidata.org/prop/direct/651,74044965,
http://www.wikidata.org/entity/Q4494287,http://www.wikidata.org/prop/direct/651,41171554,
http://www.wikidata.org/entity/Q4502554,http://www.wikidata.org/prop/direct/651,60743140,
http://www.wikidata.org/entity/Q4514974,http://www.wikidata.org/prop/direct/651,76064709,
http://www.wikidata.org/entity/Q4538948,http://www.wikidata.org/prop/direct/651,12920864,
http://www.wikidata.org/entity/Q4584823,http://www.wikidata.org/prop/direct/651,02167319,
http://www.wikidata.org/entity/Q4605944,http://www.wikidata.org/prop/direct/651,51569250,
http://www.wikidata.org/entity/Q4614570,http://www.wikidata.org/prop/direct/651,95901760,
http://www.wikidata.org/entity/Q4662237,http://www.wikidata.org/prop/direct/651,62776300,
http://www.wikidata.org/entity/Q4662991,http://www.wikidata.org/prop/direct/651,82875641,
http://www.wikidata.org/entity/Q4668551,http://www.wikidata.org/prop/direct/651,79854624,
http://www.wikidata.org/entity/Q4668917,http://www.wikidata.org/prop/direct/651,82201556,
http://www.wikidata.org/entity/Q4669279,http://www.wikidata.org/prop/direct/651,73932544,
http://www.wikidata.org/entity/Q4680037,http://www.wikidata.org/prop/direct/651,20004702,
http://www.wikidata.org/entity/Q4680037,http://www.wikidata.org/prop/direct/651,67044618,
http://www.wikidata.org/entity/Q4691853,http://www.wikidata.org/prop/direct/651,56426234,
http://www.wikidata.org/entity/Q4692905,http://www.wikidata.org/prop/direct/651,99582881,
http://www.wikidata.org/entity/Q4722049,http://www.wikidata.org/prop/direct/651,91655335,
http://www.wikidata.org/entity/Q4767043,http://www.wikidata.org/prop/direct/651,92779745,
http://www.wikidata.org/entity/Q4767314,http://www.wikidata.org/prop/direct/651,16033355,
http://www.wikidata.org/entity/Q4767543,http://www.wikidata.org/prop/direct/651,38488130,
http://www.wikidata.org/entity/Q4816681,http://www.wikidata.org/prop/direct/651,23034945,
http://www.wikidata.org/entity/Q4829910,http://www.wikidata.org/prop/direct/651,62039740,
http://www.wikidata.org/entity/Q4865219,http://www.wikidata.org/prop/direct/651,33808685,
http://www.wikidata.org/entity/Q4865218,http://www.wikidata.org/prop/direct/651,52477632,
http://www.wikidata.org/entity/Q4865215,http://www.wikidata.org/prop/direct/651,88039981,
http://www.wikidata.org/entity/Q4876182,http://www.wikidata.org/prop/direct/651,30567383,
http://www.wikidata.org/entity/Q4899191,http://www.wikidata.org/prop/direct/651,81428317,
http://www.wikidata.org/entity/Q4901800,http://www.wikidata.org/prop/direct/651,00894785,
http://www.wikidata.org/entity/Q4937892,http://www.wikidata.org/prop/direct/651,93393779,
http://www.wikidata.org/entity/Q4939752,http://www.wikidata.org/prop/direct/651,24938590,
http://www.wikidata.org/entity/Q4945862,http://www.wikidata.org/prop/direct/651,52118517,
http://www.wikidata.org/entity/Q4976573,http://www.wikidata.org/prop/direct/651,98197861,
http://www.wikidata.org/entity/Q4982523,http://www.wikidata.org/prop/direct/651,63482144,
http://www.wikidata.org/entity/Q4983111,http://www.wikidata.org/prop/direct/651,92942197,
http://www.wikidata.org/entity/Q4984898,http://www.wikidata.org/prop/direct/651,80414354,
http://www.wikidata.org/entity/Q4990667,http://www.wikidata.org/prop/direct/651,96759356,
http://www.wikidata.org/entity/Q4994429,http://www.wikidata.org/prop/direct/651,18995399,
http://www.wikidata.org/entity/Q5003049,http://www.wikidata.org/prop/direct/651,35260075,
http://www.wikidata.org/entity/Q5014202,http://www.wikidata.org/prop/direct/651,80448454,
http://www.wikidata.org/entity/Q5038982,http://www.wikidata.org/prop/direct/651,30381033,
http://www.wikidata.org/entity/Q5041914,http://www.wikidata.org/prop/direct/651,84497534,
http://www.wikidata.org/entity/Q5038988,http://www.wikidata.org/prop/direct/651,10615248,
http://www.wikidata.org/entity/Q5052085,http://www.wikidata.org/prop/direct/651,63275125,
http://www.wikidata.org/entity/Q5069286,http://www.wikidata.org/prop/direct/651,03929095,
http://www.wikidata.org/entity/Q5069286,http://www.wikidata.org/prop/direct/651,59685847,
http://www.wikidata.org/entity/Q5119914,http://www.wikidata.org/prop/direct/651,02565969,
http://www.wikidata.org/entity/Q5125007,http://www.wikidata.org/prop/direct/651,85886655,
http://www.wikidata.org/entity/Q5129095,http://www.wikidata.org/prop/direct/651,60874591,
http://www.wikidata.org/entity/Q5171230,http://www.wikidata.org/prop/direct/651,00709717,
http://www.wikidata.org/entity/Q5171263,http://www.wikidata.org/prop/direct/651,00953077,
http://www.wikidata.org/entity/Q5171248,http://www.wikidata.org/prop/direct/651,32861670,
http://www.wikidata.org/entity/Q5171235,http://www.wikidata.org/prop/direct/651,54326997,
http://www.wikidata.org/entity/Q5171231,http://www.wikidata.org/prop/direct/651,79068177,
http://www.wikidata.org/entity/Q5171235,http://www.wikidata.org/prop/direct/651,79933442,
http://www.wikidata.org/entity/Q5171263,http://www.wikidata.org/prop/direct/651,85041920,
http://www.wikidata.org/entity/Q5171378,http://www.wikidata.org/prop/direct/651,77923304,
http://www.wikidata.org/entity/Q5192455,http://www.wikidata.org/prop/direct/651,65601237,
http://www.wikidata.org/entity/Q5217267,http://www.wikidata.org/prop/direct/651,06195468,
http://www.wikidata.org/entity/Q5218916,http://www.wikidata.org/prop/direct/651,95305730,
http://www.wikidata.org/entity/Q5219904,http://www.wikidata.org/prop/direct/651,20595010,
http://www.wikidata.org/entity/Q5224175,http://www.wikidata.org/prop/direct/651,98328503,
http://www.wikidata.org/entity/Q5896784,http://www.wikidata.org/prop/direct/651,29427758,
http://www.wikidata.org/entity/Q15879245,http://www.wikidata.org/prop/direct/651,10580619,
http://www.wikidata.org/entity/Q17419089,http://www.wikidata.org/prop/direct/651,17801273,
http://www.wikidata.org/entity/Q19729695,http://www.wikidata.org/prop/direct/651,40182454,
http://www.wikidata.org/entity/Q27864120,http://www.wikidata.org/prop/direct/651,33300155,
http://www.wikidata.org/entity/Q568575,http://www.wikidata.org/prop/direct/651,11213065,
http://www.wikidata.org/entity/Q699161,http://www.wikidata.org/prop/direct/651,17638042,
http://www.wikidata.org/entity/Q614229,http://www.wikidata.org/prop/direct/651,21416327,
http://www.wikidata.org/entity/Q900759,http://www.wikidata.org/prop/direct/651,20412415,
http://www.wikidata.org/entity/Q1034181,http://www.wikidata.org/prop/direct/651,22609685,
http://www.wikidata.org/entity/Q1619216,http://www.wikidata.org/prop/direct/651,20585665,
http://www.wikidata.org/entity/Q1605127,http://www.wikidata.org/prop/direct/651,18234136,
http://www.wikidata.org/entity/Q1808871,http://www.wikidata.org/prop/direct/651,12070695,
http://www.wikidata.org/entity/Q1871889,http://www.wikidata.org/prop/direct/651,28690508,
http://www.wikidata.org/entity/Q1899031,http://www.wikidata.org/prop/direct/651,21524717,
http://www.wikidata.org/entity/Q2241119,http://www.wikidata.org/prop/direct/651,28376491,
http://www.wikidata.org/entity/Q2090463,http://www.wikidata.org/prop/direct/651,26774842,
http://www.wikidata.org/entity/Q2106015,http://www.wikidata.org/prop/direct/651,15825413,
http://www.wikidata.org/entity/Q2173234,http://www.wikidata.org/prop/direct/651,26297055,
http://www.wikidata.org/entity/Q2442074,http://www.wikidata.org/prop/direct/651,20006169,
http://www.wikidata.org/entity/Q2340601,http://www.wikidata.org/prop/direct/651,25800082,
http://www.wikidata.org/entity/Q2531698,http://www.wikidata.org/prop/direct/651,17315987,
http://www.wikidata.org/entity/Q2668903,http://www.wikidata.org/prop/direct/651,18456322,
http://www.wikidata.org/entity/Q2614892,http://www.wikidata.org/prop/direct/651,11919077,
http://www.wikidata.org/entity/Q2711509,http://www.wikidata.org/prop/direct/651,26126372,
http://www.wikidata.org/entity/Q2837974,http://www.wikidata.org/prop/direct/651,23880573,
http://www.wikidata.org/entity/Q3083439,http://www.wikidata.org/prop/direct/651,10716009,
http://www.wikidata.org/entity/Q2825012,http://www.wikidata.org/prop/direct/651,13517697,
http://www.wikidata.org/entity/Q2933805,http://www.wikidata.org/prop/direct/651,28719292,
http://www.wikidata.org/entity/Q3143312,http://www.wikidata.org/prop/direct/651,12872527,
http://www.wikidata.org/entity/Q3976286,http://www.wikidata.org/prop/direct/651,18748851,
http://www.wikidata.org/entity/Q4054689,http://www.wikidata.org/prop/direct/651,20460237,
http://www.wikidata.org/entity/Q5552856,http://www.wikidata.org/prop/direct/651,20460754,
http://www.wikidata.org/entity/Q6432343,http://www.wikidata.org/prop/direct/651,28893788,
http://www.wikidata.org/entity/Q8003631,http://www.wikidata.org/prop/direct/651,12218443,
http://www.wikidata.org/entity/Q14101320,http://www.wikidata.org/prop/direct/651,26517246,
http://www.wikidata.org/entity/Q15845500,http://www.wikidata.org/prop/direct/651,10896052,
http://www.wikidata.org/entity/Q16318317,http://www.wikidata.org/prop/direct/651,28485755,
http://www.wikidata.org/entity/Q18603288,http://www.wikidata.org/prop/direct/651,28722540,
http://www.wikidata.org/entity/Q18603463,http://www.wikidata.org/prop/direct/651,22775084,
http://www.wikidata.org/entity/Q19685462,http://www.wikidata.org/prop/direct/651,28541356,
http://www.wikidata.org/entity/Q19838581,http://www.wikidata.org/prop/direct/651,24157021,
http://www.wikidata.org/entity/Q19802012,http://www.wikidata.org/prop/direct/651,17057123,
http://www.wikidata.org/entity/Q19936786,http://www.wikidata.org/prop/direct/651,22107969,
http://www.wikidata.org/entity/Q20031845,http://www.wikidata.org/prop/direct/651,11147215,
http://www.wikidata.org/entity/Q20859255,http://www.wikidata.org/prop/direct/651,28359797,
http://www.wikidata.org/entity/Q20857390,http://www.wikidata.org/prop/direct/651,26334650,
http://www.wikidata.org/entity/Q21074958,http://www.wikidata.org/prop/direct/651,19991859,
http://www.wikidata.org/entity/Q21553154,http://www.wikidata.org/prop/direct/651,27193554,
http://www.wikidata.org/entity/Q21548036,http://www.wikidata.org/prop/direct/651,14715256,
http://www.wikidata.org/entity/Q21980948,http://www.wikidata.org/prop/direct/651,18449883,
http://www.wikidata.org/entity/Q21980946,http://www.wikidata.org/prop/direct/651,26287127,
http://www.wikidata.org/entity/Q23418860,http://www.wikidata.org/prop/direct/651,19581722,
http://www.wikidata.org/entity/Q24035030,http://www.wikidata.org/prop/direct/651,26202672,
http://www.wikidata.org/entity/Q24846179,http://www.wikidata.org/prop/direct/651,20150202,
http://www.wikidata.org/entity/Q27661850,http://www.wikidata.org/prop/direct/651,50054232,
http://www.wikidata.org/entity/Q27660582,http://www.wikidata.org/prop/direct/651,18826765,
http://www.wikidata.org/entity/Q27863871,http://www.wikidata.org/prop/direct/651,27340739,
http://www.wikidata.org/entity/Q27651417,http://www.wikidata.org/prop/direct/651,25983429,
http://www.wikidata.org/entity/Q34322492,http://www.wikidata.org/prop/direct/651,28842421,
http://www.wikidata.org/entity/Q38618307,http://www.wikidata.org/prop/direct/651,08450094,
http://www.wikidata.org/entity/Q40853756,http://www.wikidata.org/prop/direct/651,97032141,
http://www.wikidata.org/entity/Q40903979,http://www.wikidata.org/prop/direct/651,26393004,
http://www.wikidata.org/entity/Q41026476,http://www.wikidata.org/prop/direct/651,01264782,
http://www.wikidata.org/entity/Q41027665,http://www.wikidata.org/prop/direct/651,75187968,
http://www.wikidata.org/entity/Q41028177,http://www.wikidata.org/prop/direct/651,95577722,
http://www.wikidata.org/entity/Q41311170,http://www.wikidata.org/prop/direct/651,23811298,
http://www.wikidata.org/entity/Q41255333,http://www.wikidata.org/prop/direct/651,47202787,
http://www.wikidata.org/entity/Q41258973,http://www.wikidata.org/prop/direct/651,24775917,
http://www.wikidata.org/entity/Q41259498,http://www.wikidata.org/prop/direct/651,48306217,
http://www.wikidata.org/entity/Q41262470,http://www.wikidata.org/prop/direct/651,09835639,
http://www.wikidata.org/entity/Q41262693,http://www.wikidata.org/prop/direct/651,42667555,
http://www.wikidata.org/entity/Q41263458,http://www.wikidata.org/prop/direct/651,42915118,
http://www.wikidata.org/entity/Q41264012,http://www.wikidata.org/prop/direct/651,28166035,
http://www.wikidata.org/entity/Q41266921,http://www.wikidata.org/prop/direct/651,43443150,
http://www.wikidata.org/entity/Q41267185,http://www.wikidata.org/prop/direct/651,02724433,
http://www.wikidata.org/entity/Q41267028,http://www.wikidata.org/prop/direct/651,38613571,
http://www.wikidata.org/entity/Q41267562,http://www.wikidata.org/prop/direct/651,16434597,
http://www.wikidata.org/entity/Q41267863,http://www.wikidata.org/prop/direct/651,47924791,
http://www.wikidata.org/entity/Q41269798,http://www.wikidata.org/prop/direct/651,01332207,
http://www.wikidata.org/entity/Q41271024,http://www.wikidata.org/prop/direct/651,50036063,
http://www.wikidata.org/entity/Q41271183,http://www.wikidata.org/prop/direct/651,13582794,
http://www.wikidata.org/entity/Q41272468,http://www.wikidata.org/prop/direct/651,36699133,
http://www.wikidata.org/entity/Q41274270,http://www.wikidata.org/prop/direct/651,25116221,
http://www.wikidata.org/entity/Q41277231,http://www.wikidata.org/prop/direct/651,40648450,
http://www.wikidata.org/entity/Q41277717,http://www.wikidata.org/prop/direct/651,16186432,
http://www.wikidata.org/entity/Q41278506,http://www.wikidata.org/prop/direct/651,34244475,
http://www.wikidata.org/entity/Q41278852,http://www.wikidata.org/prop/direct/651,11766097,
http://www.wikidata.org/entity/Q41279078,http://www.wikidata.org/prop/direct/651,06459467,
http://www.wikidata.org/entity/Q41279046,http://www.wikidata.org/prop/direct/651,14104654,
http://www.wikidata.org/entity/Q43268096,http://www.wikidata.org/prop/direct/651,27335339,
http://www.wikidata.org/entity/Q52735065,http://www.wikidata.org/prop/direct/651,27039345,
http://www.wikidata.org/entity/Q56006850,http://www.wikidata.org/prop/direct/651,28615605,
http://www.wikidata.org/entity/Q63004244,http://www.wikidata.org/prop/direct/651,26760936,
http://www.wikidata.org/entity/Q68347159,http://www.wikidata.org/prop/direct/651,28708205,
http://www.wikidata.org/entity/Q71171074,http://www.wikidata.org/prop/direct/651,10748289,
http://www.wikidata.org/entity/Q82575635,http://www.wikidata.org/prop/direct/651,27939577,
http://www.wikidata.org/entity/Q94828464,http://www.wikidata.org/prop/direct/651,28056512,
http://www.wikidata.org/entity/Q94910913,http://www.wikidata.org/prop/direct/651,11361243,
http://www.wikidata.org/entity/Q104643327,http://www.wikidata.org/prop/direct/651,22452243,
http://www.wikidata.org/entity/Q107717382,http://www.wikidata.org/prop/direct/651,25296388,
http://www.wikidata.org/entity/Q109810645,http://www.wikidata.org/prop/direct/651,22748803,
http://www.wikidata.org/entity/Q109997260,http://www.wikidata.org/prop/direct/651,20014435,
http://www.wikidata.org/entity/Q110016664,http://www.wikidata.org/prop/direct/651,11752919,
http://www.wikidata.org/entity/Q110082194,http://www.wikidata.org/prop/direct/651,26414432,
http://www.wikidata.org/entity/Q2683230,http://www.wikidata.org/prop/direct/651,21781414,
http://www.wikidata.org/entity/Q3104316,http://www.wikidata.org/prop/direct/651,00085294,
http://www.wikidata.org/entity/Q20973056,http://www.wikidata.org/prop/direct/651,26664646,
http://www.wikidata.org/entity/Q27863839,http://www.wikidata.org/prop/direct/651,50972320,
http://www.wikidata.org/entity/Q27864008,http://www.wikidata.org/prop/direct/651,46821126,
http://www.wikidata.org/entity/Q27868239,http://www.wikidata.org/prop/direct/651,49212635,
http://www.wikidata.org/entity/Q27868258,http://www.wikidata.org/prop/direct/651,69713068,
http://www.wikidata.org/entity/Q27869090,http://www.wikidata.org/prop/direct/651,63032076,
http://www.wikidata.org/entity/Q27869084,http://www.wikidata.org/prop/direct/651,90178072,
http://www.wikidata.org/entity/Q27869177,http://www.wikidata.org/prop/direct/651,43344018,
http://www.wikidata.org/entity/Q27869173,http://www.wikidata.org/prop/direct/651,67473310,
http://www.wikidata.org/entity/Q27899037,http://www.wikidata.org/prop/direct/651,96772245,
http://www.wikidata.org/entity/Q27919574,http://www.wikidata.org/prop/direct/651,03394392,
http://www.wikidata.org/entity/Q27927761,http://www.wikidata.org/prop/direct/651,31569780,
http://www.wikidata.org/entity/Q27927766,http://www.wikidata.org/prop/direct/651,88965757,
http://www.wikidata.org/entity/Q27942021,http://www.wikidata.org/prop/direct/651,28676426,
http://www.wikidata.org/entity/Q27955907,http://www.wikidata.org/prop/direct/651,68168104,
http://www.wikidata.org/entity/Q27986515,http://www.wikidata.org/prop/direct/651,42870455,
http://www.wikidata.org/entity/Q27988083,http://www.wikidata.org/prop/direct/651,58308396,
http://www.wikidata.org/entity/Q28056198,http://www.wikidata.org/prop/direct/651,84266405,
http://www.wikidata.org/entity/Q28064011,http://www.wikidata.org/prop/direct/651,28047699,
http://www.wikidata.org/entity/Q28064066,http://www.wikidata.org/prop/direct/651,33729815,
http://www.wikidata.org/entity/Q28064103,http://www.wikidata.org/prop/direct/651,20246109,
http://www.wikidata.org/entity/Q28064148,http://www.wikidata.org/prop/direct/651,27474839,
http://www.wikidata.org/entity/Q28064131,http://www.wikidata.org/prop/direct/651,74697750,
http://www.wikidata.org/entity/Q28064156,http://www.wikidata.org/prop/direct/651,78643825,
http://www.wikidata.org/entity/Q28064164,http://www.wikidata.org/prop/direct/651,85090397,
http://www.wikidata.org/entity/Q28064224,http://www.wikidata.org/prop/direct/651,18536592,
http://www.wikidata.org/entity/Q28064189,http://www.wikidata.org/prop/direct/651,77679174,
http://www.wikidata.org/entity/Q28064211,http://www.wikidata.org/prop/direct/651,91139103,
http://www.wikidata.org/entity/Q28064216,http://www.wikidata.org/prop/direct/651,62615427,
http://www.wikidata.org/entity/Q28064315,http://www.wikidata.org/prop/direct/651,03319763,
http://www.wikidata.org/entity/Q28064344,http://www.wikidata.org/prop/direct/651,56570282,
http://www.wikidata.org/entity/Q28064407,http://www.wikidata.org/prop/direct/651,17393034,
http://www.wikidata.org/entity/Q28064399,http://www.wikidata.org/prop/direct/651,28221582,
http://www.wikidata.org/entity/Q28064382,http://www.wikidata.org/prop/direct/651,64182264,
http://www.wikidata.org/entity/Q28064396,http://www.wikidata.org/prop/direct/651,77019152,
http://www.wikidata.org/entity/Q28064412,http://www.wikidata.org/prop/direct/651,62168615,
http://www.wikidata.org/entity/Q28074059,http://www.wikidata.org/prop/direct/651,39639191,
http://www.wikidata.org/entity/Q28124135,http://www.wikidata.org/prop/direct/651,92727651,
http://www.wikidata.org/entity/Q28143508,http://www.wikidata.org/prop/direct/651,84400187,
http://www.wikidata.org/entity/Q28212144,http://www.wikidata.org/prop/direct/651,39693594,
http://www.wikidata.org/entity/Q28212606,http://www.wikidata.org/prop/direct/651,99147593,
http://www.wikidata.org/entity/Q28302773,http://www.wikidata.org/prop/direct/651,56497520,
http://www.wikidata.org/entity/Q28370907,http://www.wikidata.org/prop/direct/651,18000128,
http://www.wikidata.org/entity/Q28657541,http://www.wikidata.org/prop/direct/651,39791843,
http://www.wikidata.org/entity/Q28657541,http://www.wikidata.org/prop/direct/651,89923152,
http://www.wikidata.org/entity/Q28746126,http://www.wikidata.org/prop/direct/651,99416815,
http://www.wikidata.org/entity/Q28748393,http://www.wikidata.org/prop/direct/651,85577268,
http://www.wikidata.org/entity/Q28773390,http://www.wikidata.org/prop/direct/651,69389944,
http://www.wikidata.org/entity/Q28842706,http://www.wikidata.org/prop/direct/651,03427143,
http://www.wikidata.org/entity/Q28858943,http://www.wikidata.org/prop/direct/651,66384493,
http://www.wikidata.org/entity/Q28859840,http://www.wikidata.org/prop/direct/651,28112722,
http://www.wikidata.org/entity/Q28869600,http://www.wikidata.org/prop/direct/651,41937173,
http://www.wikidata.org/entity/Q28869671,http://www.wikidata.org/prop/direct/651,86010954,
http://www.wikidata.org/entity/Q28913028,http://www.wikidata.org/prop/direct/651,49471261,
http://www.wikidata.org/entity/Q28924400,http://www.wikidata.org/prop/direct/651,86155375,
http://www.wikidata.org/entity/Q28934566,http://www.wikidata.org/prop/direct/651,71697875,
http://www.wikidata.org/entity/Q28935176,http://www.wikidata.org/prop/direct/651,44665800,
http://www.wikidata.org/entity/Q28947942,http://www.wikidata.org/prop/direct/651,79960138,
http://www.wikidata.org/entity/Q28956525,http://www.wikidata.org/prop/direct/651,68334212,
http://www.wikidata.org/entity/Q28972824,http://www.wikidata.org/prop/direct/651,18351121,
http://www.wikidata.org/entity/Q28973666,http://www.wikidata.org/prop/direct/651,66172101,
http://www.wikidata.org/entity/Q29019503,http://www.wikidata.org/prop/direct/651,73339372,
http://www.wikidata.org/entity/Q29020971,http://www.wikidata.org/prop/direct/651,00663101,
http://www.wikidata.org/entity/Q29054208,http://www.wikidata.org/prop/direct/651,08686216,
http://www.wikidata.org/entity/Q29153829,http://www.wikidata.org/prop/direct/651,24791075,
http://www.wikidata.org/entity/Q29268249,http://www.wikidata.org/prop/direct/651,86249948,
http://www.wikidata.org/entity/Q29377177,http://www.wikidata.org/prop/direct/651,27198586,
http://www.wikidata.org/entity/Q29421969,http://www.wikidata.org/prop/direct/651,62431743,
http://www.wikidata.org/entity/Q29422004,http://www.wikidata.org/prop/direct/651,74945077,
http://www.wikidata.org/entity/Q29422031,http://www.wikidata.org/prop/direct/651,99525716,
http://www.wikidata.org/entity/Q29422071,http://www.wikidata.org/prop/direct/651,73759006,
http://www.wikidata.org/entity/Q29422071,http://www.wikidata.org/prop/direct/651,93565386,
http://www.wikidata.org/entity/Q29422105,http://www.wikidata.org/prop/direct/651,77125814,
http://www.wikidata.org/entity/Q29422248,http://www.wikidata.org/prop/direct/651,07143985,
http://www.wikidata.org/entity/Q29422254,http://www.wikidata.org/prop/direct/651,86662435,
http://www.wikidata.org/entity/Q29422253,http://www.wikidata.org/prop/direct/651,73165523,
http://www.wikidata.org/entity/Q29422259,http://www.wikidata.org/prop/direct/651,71424460,
http://www.wikidata.org/entity/Q29422272,http://www.wikidata.org/prop/direct/651,87559531,
http://www.wikidata.org/entity/Q29432888,http://www.wikidata.org/prop/direct/651,60891998,
http://www.wikidata.org/entity/Q29436078,http://www.wikidata.org/prop/direct/651,11478305,
http://www.wikidata.org/entity/Q29436166,http://www.wikidata.org/prop/direct/651,72352302,
http://www.wikidata.org/entity/Q29436226,http://www.wikidata.org/prop/direct/651,45120633,
http://www.wikidata.org/entity/Q29436266,http://www.wikidata.org/prop/direct/651,19533781,
http://www.wikidata.org/entity/Q29436258,http://www.wikidata.org/prop/direct/651,47719181,
http://www.wikidata.org/entity/Q29436252,http://www.wikidata.org/prop/direct/651,58845769,
http://www.wikidata.org/entity/Q29436349,http://www.wikidata.org/prop/direct/651,31222293,
http://www.wikidata.org/entity/Q29510120,http://www.wikidata.org/prop/direct/651,23089819,
http://www.wikidata.org/entity/Q29557201,http://www.wikidata.org/prop/direct/651,41012916,
http://www.wikidata.org/entity/Q29557222,http://www.wikidata.org/prop/direct/651,40473210,
http://www.wikidata.org/entity/Q29557298,http://www.wikidata.org/prop/direct/651,55249721,
http://www.wikidata.org/entity/Q29557950,http://www.wikidata.org/prop/direct/651,23855108,
http://www.wikidata.org/entity/Q29559691,http://www.wikidata.org/prop/direct/651,21479941,
http://www.wikidata.org/entity/Q29559726,http://www.wikidata.org/prop/direct/651,30901912,
http://www.wikidata.org/entity/Q29560205,http://www.wikidata.org/prop/direct/651,42102309,
http://www.wikidata.org/entity/Q29560481,http://www.wikidata.org/prop/direct/651,62160509,
http://www.wikidata.org/entity/Q29575111,http://www.wikidata.org/prop/direct/651,59520628,
http://www.wikidata.org/entity/Q52153964,http://www.wikidata.org/prop/direct/651,10531619,
http://www.wikidata.org/entity/Q108907296,http://www.wikidata.org/prop/direct/651,12941606,
http://www.wikidata.org/entity/Q1848146,http://www.wikidata.org/prop/direct/651,25005607,
http://www.wikidata.org/entity/Q13137792,http://www.wikidata.org/prop/direct/651,42551870,
http://www.wikidata.org/entity/Q19861676,http://www.wikidata.org/prop/direct/651,46183997,
http://www.wikidata.org/entity/Q55851600,http://www.wikidata.org/prop/direct/651,42511626,
http://www.wikidata.org/entity/Q56007219,http://www.wikidata.org/prop/direct/651,42478014,
http://www.wikidata.org/entity/Q71373685,http://www.wikidata.org/prop/direct/651,99046816,
http://www.wikidata.org/entity/Q105810554,http://www.wikidata.org/prop/direct/651,72142042,
http://www.wikidata.org/entity/Q105905829,http://www.wikidata.org/prop/direct/651,41876760,
http://www.wikidata.org/entity/Q105938956,http://www.wikidata.org/prop/direct/651,37692236,
http://www.wikidata.org/entity/Q105938962,http://www.wikidata.org/prop/direct/651,33942468,
http://www.wikidata.org/entity/Q105946341,http://www.wikidata.org/prop/direct/651,35471352,
http://www.wikidata.org/entity/Q105954028,http://www.wikidata.org/prop/direct/651,57092549,
http://www.wikidata.org/entity/Q105958584,http://www.wikidata.org/prop/direct/651,17456232,
http://www.wikidata.org/entity/Q105979881,http://www.wikidata.org/prop/direct/651,94015817,
http://www.wikidata.org/entity/Q105984300,http://www.wikidata.org/prop/direct/651,63839802,
http://www.wikidata.org/entity/Q106085062,http://www.wikidata.org/prop/direct/651,66184705,
http://www.wikidata.org/entity/Q106096135,http://www.wikidata.org/prop/direct/651,02180597,
http://www.wikidata.org/entity/Q106099062,http://www.wikidata.org/prop/direct/651,84098551,
http://www.wikidata.org/entity/Q106171359,http://www.wikidata.org/prop/direct/651,22314715,
http://www.wikidata.org/entity/Q106364443,http://www.wikidata.org/prop/direct/651,78641747,
http://www.wikidata.org/entity/Q106364489,http://www.wikidata.org/prop/direct/651,96032452,
http://www.wikidata.org/entity/Q106369846,http://www.wikidata.org/prop/direct/651,03663502,
http://www.wikidata.org/entity/Q106398034,http://www.wikidata.org/prop/direct/651,87995838,
